Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Stage
31-Jul-2021,"INR 233,174.15",90.0,Lalit Katoch,31-Jul-2021 04:21 PM,Aocgirdhari.pdf (365.00 KB),Work awarded,Finance,bid opening summary,Sanjay Kumar,30-Jun-2021 04:46 PM,finance_71683.pdf,BOQ Comparative Chart,Technical,Bid Summery,Sanjay Kumar,22-Jun-2021 12:10 PM,technical_71683.pdf,Sanjay Kunar,Internal,"EO, AE, JE",Lalit Katoch,30-Jun-2021 04:17 PM,30-Jun-2021 04:20 PM,techsummary_71683.pdf (222.67 KB),1.0,216945.0,Ajay Thakur,14-Jun-2021 09:35 PM,Accepted-AOC,Being L1 awarded,31-Jul-2021 04:21 PM,Directorate of Urban Development||Urban Development - UDDHP||Municipal Council Nalagarh - UDDHP,2021_UDDHP_47800_1,1MC-NLG(a)2020-21-19,C/O retaining wall to road (Back side Girdhari Temple) from Ram Leela ground to upside ward no. 9 Nalagarh.,1.0,216945.0,Ajay Thakur,INR,"233,174.15",Sanjay Kumar,Internal,"President, EO, AE.",Lalit Katoch,31-Jul-2021 04:19 PM,finsummary_71683.pdf (195.86 KB),AOC,"4,500",Yes,fixed,,EO MC,Nalagarh,500.0,EO MC,Nalagarh,No,28-May-2021 05:00 PM,15-Jun-2021 03:00 PM,28-May-2021 05:00 PM,15-Jun-2021 09:00 AM,NA ,NA ,28-May-2021 05:00 PM,15-Jun-2021 09:00 AM,30-Jun-2021 04:20 PM,Directorate of Urban Development||Urban Development - UDDHP||Municipal Council Nalagarh - UDDHP,1MC-NLG(a)2020-21-19,2021_UDDHP_47800_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EO MC,Municipal Council Office Nalagarh,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,C/O retaining wall to road (Back side Girdhari Temple) from Ram Leela ground to upside ward no. 9 Nalagarh.,C/O retaining wall to road (Back side Girdhari Temple) from Ram Leela ground to upside ward no. 9 Nalagarh.,Please refer Tender documents. ,NA ,"2,27,107",Civil Works,NA ,Tender,90.0,90.0,Nalagarh,174101.0,NA ,NA ,NA ,MC Nalagarh,No ,No,1.0,DD - Demand Draft,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,216540.0,Gurmeet Singh & Co,13-Jun-2021 07:38 PM,Rejected-Finance,Rejected being L3,31-Jul-2021 04:19 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,3.0,216400.0,Hardeep Singh Bedi,12-Jun-2021 08:39 PM,Rejected-Finance,Rejected being L2,31-Jul-2021 04:19 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,4.0,216273.0,PRADEEP KUMAR,12-Jun-2021 11:36 AM,Rejected-Technical,Rejected,30-Jun-2021 04:17 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration general rules No. 21,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,5.0,216878.0,RAM AVTAR,14-Jun-2021 04:55 PM,Rejected-Technical,Rejected,30-Jun-2021 04:17 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19 c,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted M C Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,AOC
