Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
29-Dec-2020 05:00 PM,16-Jan-2021 11:30 AM,29-Dec-2020 05:00 PM,15-Jan-2021 05:00 PM,NA ,NA ,29-Dec-2020 05:00 PM,15-Jan-2021 05:00 PM,28-Jan-2021 11:00 AM,PWD,PWD-Civil-11078-110-Tanda,2020_PWD_43498_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,Executive Engineer HP PWD Division Tanda,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD,1.0,DD - Demand Draft,"5,000",Executive Engineer HP PWD Divison Tanda,Kangra,No,"Construction of Boys Hostel 100 Nos. Students for B. Pharmacy Govt. College Bagwan in District Kangra, (HP) (Deposit Work)","Construction of Boys Hostel 100 Nos. students for B. Pharmacy Building work including water supply and sanitary installation, Rain water Harvesting system septic Tank and soak pit etc",Please refer Tender documents. ,NA ,"2,16,52,202",Civil Works - Buildings,NA ,Tender,120.0,60.0,Tanda,176002.0,NA ,NA ,NA ,Executive Engineer HP PWD Division Tanda,No ,No,"2,49,100",No,fixed,,Executive Engineer HP PWD Divison Tanda,Tanda at Nagrota Bagwan,AOC,Dr Suresh Kumar Walia,Internal,Er srinder AE Ajit Kumar Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,23-Jan-2021 02:12 PM,28-Jan-2021 11:00 AM,techsummary_64494.pdf (871.63 KB),PWD,2020_PWD_43498_1,PWD-Civil-11078-110-Tanda,"Construction of Boys Hostel 100 Nos. Students for B. Pharmacy Govt. College Bagwan in District Kangra, (HP) (Deposit Work)",07-Jul-2021,"INR 25,404,737",60.0,Ankit Kumar,07-Jul-2021 11:58 AM,Award.pdf (964.00 KB),Award,Dr Suresh Kumar walia,Internal,Er Surinder AE Kartar Chand Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Ankit Kumar,07-Jul-2021 11:57 AM,finsummary_64494.pdf (197.45 KB),1.0,195604.0,Ashwani Sood,14-Jan-2021 03:15 PM,Accepted-AOC,Award,07-Jul-2021 11:58 AM,Technical,Sum,Suresh Kumar Walia,23-Jan-2021 02:08 PM,technical_64494.pdf,Finance,Sum,Ankit Kumar,07-Jul-2021 11:53 AM,finance_64494.pdf,BOQ Comparative Chart,1.0,195604.0,Ashwani Sood,INR,"25,404,737",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money in shape of FDR as per SBD,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,195596.0,M/s Surindera Traders,14-Jan-2021 06:01 PM,Rejected-Finance,Lowest 3,07-Jul-2021 11:57 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,195674.0,Prashanti Surya Construction Company,15-Jan-2021 03:37 PM,Rejected-Finance,Lowest 4,07-Jul-2021 11:57 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,195649.0,Ujjawal Singh,15-Jan-2021 10:10 AM,Rejected-Finance,Lowest 2,07-Jul-2021 11:57 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
