Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
EE,Internal,"DM, Manager(F), AE(HQ)",Sushant Singh Negi,01-Apr-2021 12:57 PM,finsummary_66783.pdf (389.70 KB),HP SIDC Limited,2021_SIDC_44502_1,Job No. 17,Construction of unloading / storage shed in washing area at CLBP Ind. Area Mehatpur Distt. Una (HP).,27-Apr-2021,"INR 983,714",90.0,Sushant Singh Negi,28-Jul-2021 05:19 PM,ankursharmaclpb.pdf (2301.00 KB),Award letter,1.0,202465.0,Ankur sharma,INR,"983,714",EE(HQ),Internal,"DM, Manager(F), AE(HQ)",Sushant Singh Negi,26-Mar-2021 03:01 PM,27-Mar-2021 11:00 AM,techsummary_66783.pdf (632.43 KB),Technical,Summary,Sushant Singh Negi,26-Mar-2021 03:00 PM,technical_66783.pdf,1.0,202465.0,Ankur sharma,09-Mar-2021 02:05 PM,Accepted-AOC,Award to lowest bidder,28-Jul-2021 05:19 PM,Finance,Financial Summary,Sushant Singh Negi,01-Apr-2021 12:54 PM,finance_66783.pdf,BOQ Comparative Chart,AOC,HP SIDC Limited,Job No. 17,2021_SIDC_44502_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,Executive Engineer,HPSIDC Ltd. Shimla,"1,000",Nil,Nil,No,"18,900",No,fixed,,Nil,Nil,Construction of unloading / storage shed in washing area at CLBP Ind. Area Mehatpur Distt. Una (HP).,Construction of unloading / storage shed in washing area at CLBP Ind. Area Mehatpur Distt. Una (HP).,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,120.0,90.0,Mehatpur (Una),174315.0,NA ,NA ,NA ,HPSIDC Ltd. Shimla,No ,No,18-Feb-2021 11:00 AM,10-Mar-2021 11:00 AM,18-Feb-2021 11:00 AM,09-Mar-2021 05:00 PM,NA ,NA ,18-Feb-2021 11:00 AM,09-Mar-2021 05:00 PM,27-Mar-2021 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Appropriate Contractor registration (as per tender conditions),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,202457.0,Ankush Kaushal Govt Cont,09-Mar-2021 02:03 PM,Rejected-Finance,Third lowest bidder,01-Apr-2021 12:57 PM,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed copy of agreement form,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,202371.0,RSK Tech Labs,09-Mar-2021 04:55 PM,Rejected-Finance,Fifth lowest bidder,01-Apr-2021 12:57 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed copy of approved make for materials,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,201715.0,Sahil Choudhary,08-Mar-2021 08:41 AM,Rejected-Finance,Second lowest bidder,01-Apr-2021 12:57 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,200063.0,Sushil Kumar,09-Mar-2021 04:05 PM,Rejected-Finance,Fourth lowest bidder,01-Apr-2021 12:57 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that you have not more than two works in hand each of 100 lakh or above in any department,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration no.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration number.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
