Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,FEE/EM,Construction of road Norshingbori to Borbori road,Construction of road Norshingbori to Borbori road,Please refer Tender documents. ,NA ,"1,53,53,000",Civil Works – Roads,NA ,Tender,180.0,120.0,Dhing,782123.0,NA ,NA ,NA ,SE PWD NRC,No ,No,"4,650",Empowered Officer ASRB,GUWAHATI,Yes,Public Works Roads Department||CE PWD(R) - PWD,SE/NRC/TB/NIT/44/2019-20/108,2020_PWD_19647_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,SE PWD NRC,SE PWD NRC,"3,07,060",Yes,percentage,2.0%,Chief Engineer PWD Roads,GUWAHATI,15-Dec-2020 10:00 AM,24-Dec-2020 11:00 AM,15-Dec-2020 10:00 AM,23-Dec-2020 02:00 PM,NA ,NA ,15-Dec-2020 10:00 AM,23-Dec-2020 02:00 PM,07-Jan-2021 03:00 PM,1.0,BG - Bank Guarantee Irrevocable,AOC,SE PWD NRC,Internal,SE PWD NRC,MOTIUR RAHMAN,07-Jan-2021 02:08 PM,07-Jan-2021 03:00 PM,techsummary_30433.pdf (1362.03 KB),Finance,Financial Open,RAJU MONI KATAKY,07-Jan-2021 03:47 PM,finance_30433.pdf,BOQ Comparative Chart,Public Works Roads Department||CE PWD(R) - PWD,2020_PWD_19647_1,SE/NRC/TB/NIT/44/2019-20/108,Construction of road Norshingbori to Borbori road,1,100607,Ashok Kr Agarwala,23-Dec-2020 12:05 PM,Rejected-Finance,C/S,23-Jul-2021 01:37 PM,SE PWD NRC,Internal,SE PWD NRC,RAJU MONI KATAKY,23-Jul-2021 01:37 PM,finsummary_30433.pdf (612.63 KB),Technical,Tech. Evaluation,MOTIUR RAHMAN,07-Jan-2021 01:58 PM,technical_30433.pdf,23-Jul-2021,INR 1.5353E+7,120.0,RAJU MONI KATAKY,23-Jul-2021 01:39 PM,WOnorshingboritoborbori_Dhing.pdf (266.00 KB),fwo,1.0,100672.0,Shoriful Islam,INR,13817700.0,AOC
,,.pdf,Tech. Qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,AOC,,,,,,,,,,,,,,,,,,2,100643,Bani Kanta Gogoi,23-Dec-2020 03:19 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,07-Jan-2021 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,VoL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,100600,GUNJ ASSOCIATES,22-Dec-2020 06:00 PM,Rejected-Finance,C/S,23-Jul-2021 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,100641,MD BADIQUL ISLAM,23-Dec-2020 12:57 AM,Rejected-Finance,C/S,23-Jul-2021 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,100633,Md Fakhrul Islam,22-Dec-2020 10:21 PM,Rejected-Finance,C/S,23-Jul-2021 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,6,100507,Md. Jakir Hussain,21-Dec-2020 08:15 PM,Rejected-Finance,C/S,23-Jul-2021 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,7,100574,MD ROFIQUL ISLAM,22-Dec-2020 01:58 PM,Rejected-Finance,C/S,23-Jul-2021 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,8,100592,Mustafa Rahman,22-Dec-2020 05:07 PM,Rejected-Finance,C/S,23-Jul-2021 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,9,100602,Rishabh Jain,22-Dec-2020 07:10 PM,Rejected-Finance,C/S,23-Jul-2021 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,10,100672,Shoriful Islam,23-Dec-2020 12:19 PM,Accepted-AOC,fwo,23-Jul-2021 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
