Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
250.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,1.0,ICICI BANK,21-May-2021 05:00 PM,29-May-2021 11:30 AM,21-May-2021 05:00 PM,29-May-2021 11:00 AM,NA ,NA ,21-May-2021 05:00 PM,29-May-2021 11:00 AM,04-Jun-2021 10:30 AM,Improvement and Augmentation of various GWSS in GP Mahipur in Tehsil Dadahu Distt. Sirmour HP,Laying and jointing of GMS pipe Har Ghar Nal Se Jal FHTC) under JJM.,Please refer Tender documents. ,NA ,,Pipe Laying Works,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMR00-722- 2326-2406 dt 20-5-2021,2021_HPIPH_47676_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,"14,450",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,AOC,Technical,Technical Bid OPening Summary,Mandeep Gupta,04-Jun-2021 10:26 AM,technical_71549.pdf,Finance,Fianancial Bid Opening Summary,Mandeep Gupta,04-Jun-2021 02:50 PM,finance_71549.pdf,BOQ Comparative Chart,24-Jul-2021,"INR 721,293",90.0,Ashish Rana,24-Jul-2021 05:32 PM,AOC.pdf (814.00 KB),Award,1.0,214129.0,Anil Kumar,28-May-2021 01:53 PM,Accepted-AOC,AOC,24-Jul-2021 05:32 PM,Dr. Mandeep Gupta EE,Internal,TA Supdt HDm DAo EE,Mandeep Gupta,04-Jun-2021 10:28 AM,04-Jun-2021 10:30 AM,techsummary_71549.pdf (100.19 KB),Dr. Mandeep Gupta EE,Internal,DM HDM EE,Ashish Rana,24-Jul-2021 05:30 PM,finsummary_71549.pdf (814.43 KB),1.0,214129.0,Anil Kumar,INR,"399,519","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2021_HPIPH_47676_7,NHN-SMR00-722- 2326-2406 dt 20-5-2021,Improvement and Augmentation of various GWSS in GP Mahipur in Tehsil Dadahu Distt. Sirmour HP,AOC
,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as mentioned in NIT,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,214085.0,Chaman Lal Contractor,28-May-2021 08:29 PM,Rejected-Finance,Rejected,24-Jul-2021 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration with HP JSV as mentioned in NIT,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3.0,214091.0,Deepak Kumar Contractor,28-May-2021 08:09 PM,Rejected-Finance,Rejected,24-Jul-2021 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned in NIT,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4.0,214171.0,Hunar Singh,28-May-2021 08:21 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Jun-2021 10:26 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN and GST Registration as mentioned in NIT,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,UNdertaking joint venture is anot allowed as mentioned in NIT,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,UNdertaking carefully study all terms and conditions as mentioned in NIT,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
