Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
HP SIDC Limited,2021_SIDC_44487_1,Job No. 14,SRMO Industrial road and road side drain (Metalling and tarring at Ind. Area Ratti Distt. Mandi (HP).,SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,12-Apr-2021 01:55 PM,finsummary_66757.pdf (789.77 KB),1.0,202325.0,Shankar Dass,INR,"1,844,609",17-Jun-2021,"INR 1,844,609",180.0,Sushant Singh Negi,28-Jul-2021 04:41 PM,rattishankar.pdf (2011.00 KB),Award letter,1.0,202325.0,Shankar Dass,08-Mar-2021 05:36 PM,Accepted-AOC,Award to lowest bidder,28-Jul-2021 04:41 PM,Technical,Summary,Sushant Singh Negi,23-Mar-2021 04:35 PM,technical_66757.pdf,EE(HQ),Internal,"DM, Manager(F), AE(HQ)",Sushant Singh Negi,23-Mar-2021 04:36 PM,24-Mar-2021 11:00 AM,techsummary_66757.pdf (475.44 KB),Finance,Financial summary,Sushant Singh Negi,12-Apr-2021 01:53 PM,finance_66757.pdf,BOQ Comparative Chart,AOC,1.0,ICICI BANK,HP SIDC Limited,Job No. 14,2021_SIDC_44487_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Appropriate Contractor registration (as per tender conditions),"1,400",Nil,Nil,No,17-Feb-2021 05:00 PM,10-Mar-2021 11:00 AM,17-Feb-2021 05:00 PM,09-Mar-2021 05:00 PM,NA ,NA ,17-Feb-2021 05:00 PM,09-Mar-2021 05:00 PM,24-Mar-2021 11:00 AM,Executive Engineer,HPSIDC Ltd. Shimla,SRMO Industrial road and road side drain (Metalling and tarring at Ind. Area Ratti Distt. Mandi (HP).,SRMO Industrial road and road side drain (Metalling and tarring at Ind. Area Ratti Distt. Mandi (HP).,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,120.0,180.0,Ratti (Mandi),175008.0,NA ,NA ,NA ,HPSIDC Ltd. Shimla,No ,No,"26,700",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,202428.0,TEK CHAND CONTRACTOR,09-Mar-2021 02:58 PM,Rejected-Finance,Second lowest bidder,12-Apr-2021 01:56 PM,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Signed copy of agreement form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Signed copy of approved make for materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that you have not more than two works in hand each of 100 lakh or above in any department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration no.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Copy of successfully completed work done certificate (as per tender condition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
