Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Contractor registration (As per tender conditions),"SRMO Industrial Area Road at Electronic Complex and Industrial Estate Chambaghat Distt. Solan (HP). SH P/L Paver Blocks from RD-0.00 to RD 100, re-carpeting of existing roads.","SRMO Industrial Area Road at Electronic Complex and Industrial Estate Chambaghat Distt. Solan (HP). SH P/L Paver Blocks from RD-0.00 to RD 100, re-carpeting of existing roads.",Please refer Tender documents. ,NA ,"25,47,542",Civil Works - Roads,NA ,Tender,120.0,180.0,Chambaghat,173213.0,NA ,NA ,NA ,HPSIDC Ltd. Shimla,No ,No,1.0,ICICI BANK,Executive Engineer,HPSIDC Ltd. Shimla,"45,700",No,fixed,,EE HPSIDC Ltd. Shimla,HPSIDC Ltd. Shimla,HP SIDC Limited,Job No. 4,2020_SIDC_37024_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"2,500",EE HPSIDC Ltd. Shimla,HPSIDC Ltd. Shimla,No,08-May-2020 01:30 PM,30-May-2020 11:00 AM,08-May-2020 01:30 PM,29-May-2020 05:00 PM,NA ,NA ,08-May-2020 01:30 PM,29-May-2020 05:00 PM,08-Jul-2020 11:00 AM,AOC,1.0,159465.0,Virender Thakur,INR,"3,147,278",18-Sep-2021,"INR 3,147,278",180.0,Sushant Singh Negi,30-Jul-2021 12:17 PM,virender.pdf (1847.00 KB),AOC(awarded on 18.09.2020),HP SIDC Limited,2020_SIDC_37024_1,Job No. 4,"SRMO Industrial Area Road at Electronic Complex and Industrial Estate Chambaghat Distt. Solan (HP). SH P/L Paver Blocks from RD-0.00 to RD 100, re-carpeting of existing roads.",SE,Internal,"DM, AE(HQ), Dy. Manager(P), EE(HQ)",Sushant Singh Negi,09-Oct-2020 12:14 PM,finsummary_54635.pdf (245.92 KB),Finance,financial summary,Sushant Singh Negi,09-Oct-2020 12:13 PM,finance_54635.pdf,BOQ Comparative Chart,1.0,159465.0,Virender Thakur,28-May-2020 04:40 PM,Accepted-AOC,AOC,30-Jul-2021 12:17 PM,SE,Internal,"DM, AE(HQ), Dy. Manager(P), EE(HQ)",Sushant Singh Negi,07-Jul-2020 02:40 PM,08-Jul-2020 11:00 AM,techsummary_54635.pdf (619.84 KB),Technical,Bid opening summary,Sushant Singh Negi,02-Jun-2020 04:00 PM,technical_54635.pdf,AOC
,,.pdf,Signed copy of agreement form,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit that the information furnished with the bid documents is true and correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,affidavit that you have not more than two works in hand each of Rs. 100.00 lac or above.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof copy of GST registration Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof copy of EPF registration Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,successfully completed similar type of one work not less than 40percent of estimated cost last 5year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
