Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Periodic maintenance of Seghali Baggi Prasher Jawalapur Panarsa road (MDR-068) Major District Roads under Annual Maintenance Plan for the year 2021-22,"Providing and laying 30mm thick Bituminous concrete, including profile correction in Km 5/0 to 10/0",As per bid documents ,NA ,,Civil Works - Roads,NA ,Tender,75.0,60.0,Mandi,175001.0,NA ,NA ,NA ,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule E),"1,34,900",No,fixed,,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,"2,000","Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,No,PWD,PW-MDI-Tender-NIT- 1957-92 dated 06.05.2021,2021_PWD_47842_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi","Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",1.0,ICICI BANK,27-May-2021 05:00 PM,03-Jun-2021 11:30 AM,27-May-2021 05:00 PM,02-Jun-2021 05:00 PM,NA ,NA ,27-May-2021 05:00 PM,02-Jun-2021 05:00 PM,05-Jun-2021 11:00 AM,AOC,PWD,2021_PWD_47842_1,PW-MDI-Tender-NIT- 1957-92 dated 06.05.2021,Periodic maintenance of Seghali Baggi Prasher Jawalapur Panarsa road (MDR-068) Major District Roads under Annual Maintenance Plan for the year 2021-22,Er. J.K. Gupta,Internal,AE Kamand DAO Supdt. HDM,Jitender Kumar,04-Jun-2021 11:44 AM,05-Jun-2021 11:00 AM,techsummary_71732.pdf (150.40 KB),Er. J. K. Gupta,Internal,AE Kamand DAO Supdt. HDM,Jitender Kumar,02-Jul-2021 05:12 PM,finsummary_71732.pdf (150.46 KB),02-Jul-2021,"INR 6,740,896",60.0,Jitender Kumar,02-Jul-2021 05:15 PM,AOC47842.PDF (207.00 KB),AOC,1.0,214617.0,Ashadeep Construction Pvt Ltd,02-Jun-2021 03:47 PM,Accepted-AOC,AOC,02-Jul-2021 05:15 PM,Technical,summary,Jitender Kumar,04-Jun-2021 11:21 AM,technical_71732.pdf,1.0,214617.0,Ashadeep Construction Pvt Ltd,INR,"8,167,320",Finance,fbosummary,Jitender Kumar,07-Jun-2021 12:16 PM,finance_71732.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule E),,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,214480.0,Hemant Kumar,01-Jun-2021 04:25 PM,Rejected-Finance,L-3,02-Jul-2021 05:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,214437.0,M/S NAWAL KISHORE AND SONS,02-Jun-2021 03:52 PM,Rejected-Finance,L-2,02-Jul-2021 05:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration Document Refer HPPWD-6 16(3) and PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(Gen.Rule No.16)Mini amount of work done shown as per Sched-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"HPPWD Form No.7 / 8 duly signed (General Rule and directions, Schedules A to F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
