S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,155970.0,R.K. STEEL UDYOG,INR,"1,508,132",Additional Controller of Stores,Internal,TS Negi (JDI SP) Karam Chand (Supdt. SP) Navneet Gupta (SIO Textiles SP) Vinay Jaryal (SO FA SP),Thakur Singh Negi,22-Jul-2020 04:03 PM,23-Jul-2020 02:45 PM,techsummary_52643.pdf (3136.69 KB),Industries Department||Directorate of Industries,2020_HPInd_35828_11,No.Ind.SP/F/(NIT)148/94-Vol-II,M-43,Technical,Tender Opening Summary.,Thakur Singh Negi,22-Jul-2020 03:53 PM,technical_52643.pdf,Finance,Financial bid opening summary.,Navneet Gupta,03-Mar-2021 12:15 PM,finance_52643.pdf,BOQ Comparative Chart,Additional Controller of Stores,Internal,T.S Negi (JDI SP) Karam Chand (Supdt. SP) Navneet Gupta (SIO Textiles SP) Vinay Jaryal (SO FA SP),Navneet Gupta,03-Mar-2021 12:25 PM,finsummary_52643.pdf (796.74 KB),20-Jul-2021,"INR 16,589,455",365.0,Navneet Gupta,20-Jul-2021 11:53 AM,Rate-Contract-M-43.pdf (1721.00 KB),1,158642,ANIL TRADERS,18-May-2020 11:34 AM,Accepted-AOC,Accepted,20-Jul-2021 11:53 AM,AOC,03-Mar-2020 05:00 PM,23-May-2020 11:00 AM,03-Mar-2020 05:00 PM,23-May-2020 10:30 AM,NA ,NA ,03-Mar-2020 05:00 PM,23-May-2020 10:30 AM,23-Jul-2020 02:45 PM,Director of Industries,Directorate of Industries Shimla,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,All Documents as per terms and conditions of tender Enclosed.,Industries Department||Directorate of Industries,No.Ind.SP/F/(NIT)148/94-Vol-II,2020_HPInd_35828_11,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,"2,50,000",Yes,fixed,,Additional Controller of Store,Shimla,M-43,Sheet metal products,Please refer Tender documents. ,NA ,"97,89,455",Miscellaneous Goods,NA ,Rate Contract,120.0,365.0,Directorate of Industries Shimla,171001.0,NA ,NA ,NA ,Shimla,No ,No,1.0,CORRIGENDUM,Date,,500.0,Additional Controller of Store,Shimla,Yes,AOC
2.0,155999.0,Zamindara Agro Industries,INR,"1,508,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,156099,Aprajeeta Industries,20-Mar-2020 06:08 PM,Accepted-AOC,Accepted,20-Jul-2021 11:53 AM,AOC,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Price schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum,Other,,,,,,AOC
3.0,156058.0,Kamal Industry,INR,"1,508,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,158879,HARI OM SHEET MATEL & STEEL INDUSTRY,19-May-2020 01:58 PM,Accepted-AOC,Accepted,20-Jul-2021 11:53 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4.0,156099.0,Aprajeeta Industries,INR,"1,508,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,158895,Hari Om Steel Furniture Industry,19-May-2020 02:42 PM,Accepted-AOC,Accepted,20-Jul-2021 11:53 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5.0,156185.0,KIDAR TRUNK DEPOT,INR,"1,508,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,156058,Kamal Industry,20-Mar-2020 03:39 PM,Accepted-AOC,Accepted,20-Jul-2021 11:53 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6.0,158507.0,Madhur Steel Furniture Udyog,INR,"1,508,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,156185,KIDAR TRUNK DEPOT,21-Mar-2020 12:59 PM,Accepted-AOC,Accepted,20-Jul-2021 11:53 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7.0,158642.0,ANIL TRADERS,INR,"1,508,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,158507,Madhur Steel Furniture Udyog,16-May-2020 01:22 PM,Accepted-AOC,Accepted,20-Jul-2021 11:53 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8.0,158830.0,Nishi and Brothers,INR,"1,508,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,156229,Naina Industry,21-Mar-2020 04:01 PM,Rejected-AOC,"The firm has not accepted the parallel rates ,hence not approved/notified for Award of rate contract",20-Jul-2021 11:53 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9.0,158879.0,HARI OM SHEET MATEL & STEEL INDUSTRY,INR,"1,508,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,158830,Nishi and Brothers,19-May-2020 09:56 AM,Accepted-AOC,Accepted,20-Jul-2021 11:53 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10.0,158895.0,Hari Om Steel Furniture Industry,INR,"1,508,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,155970,R.K. STEEL UDYOG,21-Mar-2020 12:28 PM,Accepted-AOC,Accepted,20-Jul-2021 11:53 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
11.0,158967.0,Santoshi Steel Furniture,INR,"1,508,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,158967,Santoshi Steel Furniture,23-May-2020 10:21 AM,Accepted-AOC,Accepted,20-Jul-2021 11:53 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,158912,Vishwa Karma Furniture House,19-May-2020 03:32 PM,Rejected-AOC,Rejected due to higher rate.,20-Jul-2021 11:53 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,155999,Zamindara Agro Industries,20-Mar-2020 12:07 PM,Accepted-AOC,Accepted,20-Jul-2021 11:53 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
