Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"SRMO Director of Transport (RTO) Office at Shimla (HP). (SH- Additional and Alteration of ground , first floor, pre-painted sheet roofing and C/o parking).","SRMO Director of Transport (RTO) Office at Shimla (HP). (SH- Additional and Alteration of ground , first floor, pre-painted sheet roofing and C/o parking).",Please refer Tender documents. ,NA ,"65,57,496",Civil Works,NA ,Tender,120.0,270.0,Shimla,171001.0,NA ,NA ,NA ,HPSIDC Ltd. Shimla,No ,No,Executive Engineer,HPSIDC Ltd. Shimla,29-Jan-2020 01:30 PM,19-Feb-2020 11:00 AM,29-Jan-2020 01:30 PM,18-Feb-2020 05:00 PM,NA ,NA ,29-Jan-2020 01:30 PM,18-Feb-2020 05:00 PM,04-Mar-2020 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration (as per Tender conditions),"98,100",No,fixed,,EE HPSIDC Ltd. Shimla,HPSIDC Ltd. Shimla,HP SIDC Limited,Job No. 2,2020_SIDC_34413_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"5,900",EE HPSIDC Ltd. Shimla,HPSIDC Ltd. Shimla,No,AOC,Finance,Financial summary,Sushant Singh Negi,06-Mar-2020 05:19 PM,finance_50315.pdf,BOQ Comparative Chart,Technical,Opening summary,Sushant Singh Negi,03-Mar-2020 04:34 PM,technical_50315.pdf,SE,Internal,"DM, AE(HQ), Dy. Manager(P), EE(HQ)",Sushant Singh Negi,03-Mar-2020 04:37 PM,04-Mar-2020 02:00 PM,techsummary_50315.pdf (739.13 KB),1.0,149980.0,M Pandit,18-Feb-2020 01:15 PM,Rejected-Finance,Second lowest bidder,06-Mar-2020 05:22 PM,10-Jun-2020,"INR 6,505,600",270.0,Sushant Singh Negi,28-Jul-2021 03:43 PM,rtoshimla.pdf (2254.00 KB),Award letter,1.0,149894.0,PRAHLAD SING NEGI,INR,"6,505,600",SE,Internal,"DM, AE(HQ),Dy, Manager(P)",Sushant Singh Negi,06-Mar-2020 05:22 PM,finsummary_50315.pdf (548.94 KB),HP SIDC Limited,2020_SIDC_34413_1,Job No. 2,"SRMO Director of Transport (RTO) Office at Shimla (HP). (SH- Additional and Alteration of ground , first floor, pre-painted sheet roofing and C/o parking).",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is correct in all respect,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,149937.0,M/S Monal Agencies,18-Feb-2020 10:27 AM,Rejected-Finance,Fourth lowest bidder,06-Mar-2020 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed copy of agreement form,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3.0,149894.0,PRAHLAD SING NEGI,17-Feb-2020 08:05 PM,Accepted-AOC,First lowest bidder,28-Jul-2021 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4.0,150033.0,RAHUL BHARDWAJ,18-Feb-2020 03:19 PM,Rejected-Technical,Not qualified in the bid capacity,03-Mar-2020 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5.0,148867.0,Rajinder Thakur,18-Feb-2020 01:27 PM,Rejected-Finance,Third lowest bidder,06-Mar-2020 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of successfully completed similar nature of work done certificate (as per tender conditions),,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Financial turn over (as per tender condition),,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,detail of machinery / equipments and skilled engineers/ technical staff,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of existing commitments/ ongoing woks in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor working program,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
