Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
ACS,Internal,Kindly find attachment of one firm supply order,Vijay Thakur,23-Jul-2021 03:32 PM,finsummary_47087.pdf (595.45 KB),Department of Health and Family Welfare||Directorate of Health and Family Welfare,2019_DFHW_32662_1,HFW-H(PROC)(MED.Group-A)/2019 Date 16.11.2019,SUPPLY OF GROUP A MEDICINES AND DRUGS TO H.P. GOVT. HEALTH INSTITUTIONS,23-Jul-2021,"INR 900,000,000",365.0,Vijay Thakur,23-Jul-2021 03:46 PM,SupplyOrder.pdf (595.00 KB),Item Wise supply order issued on DVDMS portal as per Requirement in the financial year 2020-2021 for one year. Estimated amount shown in Contract Value,1.0,138039.0,Pentagon Labs Ltd.,INR,0.0,Dr Ramesh Chand,Internal,Kindly see the attachment,Dalip Kumar Sharma,19-Feb-2020 05:10 PM,19-Feb-2020 05:15 PM,techsummary_47087.pdf (1271.30 KB),Technical,Revised Opening Proceeding Kindly see the attachment,Dalip Kumar Sharma,18-Jan-2020 03:07 PM,technical_47087.pdf,1.0,Tender Revocation,Tender Revocation. Kindly see the attachment,18-Jan-2020 02:39 PM,RevocationProceeding.pdf ,980.95,Technical Opening,1,138336,Abbott India Limited,13-Dec-2019 03:14 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,Finance,Refer proceeding state level store purchase committee. Kindly see the attachment,Dalip Kumar Sharma,02-Jun-2020 04:28 PM,finance_47087.pdf,BOQ Comparative Chart,AOC,Additional Director Cum Chairman HPHPC,Directorate of Health and Family Welfare Kasumpti Shimla -171009,"2,00,000",No,fixed,,"Director, Health Services, Himachal Pradesh",Shimla,1.0,DD - Demand Draft,Department of Health and Family Welfare||Directorate of Health and Family Welfare,HFW-H(PROC)(MED.Group-A)/2019 Date 16.11.2019,2019_DFHW_32662_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Required documents as per Tender Document and Checklist Annexure P9 Sr No 1-2,16-Nov-2019 11:00 AM,17-Dec-2019 11:30 AM,16-Nov-2019 11:00 AM,17-Dec-2019 11:00 AM,16-Nov-2019 11:00 AM ,25-Nov-2019 11:00 AM ,30-Nov-2019 06:00 PM,17-Dec-2019 11:00 AM,19-Feb-2020 05:15 PM,1.0,BOQ Changed,BOQ,,500.0,"Director, Health Services, Himachal Pradesh",Shimla,No,SUPPLY OF GROUP A MEDICINES AND DRUGS TO H.P. GOVT. HEALTH INSTITUTIONS,SUPPLY OF GROUP A MEDICINES AND DRUGS TO H.P. GOVT. HEALTH INSTITUTIONS,Please refer Tender documents. ,NA ,"90,00,00,000",Medicines,Medicines /Drugs ,Rate Contract,180.0,365.0,HP Govt Health Istitutions,171009.0,"Pari Mahal, Kasumpti, Shimla-171009 ","State Health Family Welfare Training Centre Pari Mahal, Kasumpti, Shimla-171009 ",25-Nov-2019 11:00 AM ,Directorate of Health Services,No ,No,AOC
,,,,,,,,,,,,,,,,,2.0,138110.0,THEMIS MEDICARE LIMITED,INR,0.0,,,,,,,,,,,,,,,,,,,,2,138367,Accent Pharmaceuticals and Diagnostics,13-Dec-2019 12:09 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,.pdf,Required documents as per Tender Document and Checklist Annexure P9 Sr No 3-9,,,,,,,,,,2.0,Date Postpone,Date,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,3.0,138113.0,Verve Human Care Laboratories,INR,0.0,,,,,,,,,,,,,,,,,,,,3,139763,AKUMS DRUGS AND PHARMACEUTICALS LIMITED,12-Dec-2019 03:24 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Required documents as per Tender Document and Checklist Annexure P9 Sr No 10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,4.0,138124.0,CADILA HEALTHCARE LIMITED,INR,0.0,,,,,,,,,,,,,,,,,,,,4,139677,Alpa Laboratories Ltd.,11-Dec-2019 01:27 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Required documents as per Tender Document and Checklist Annexure P9 Sr No 13-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,5.0,138148.0,Boehringer Ingelheim India Private Limited,INR,0.0,,,,,,,,,,,,,,,,,,,,5,139577,ANG LIFESCIENCES INDIA LTD,10-Dec-2019 02:53 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Required documents as per Tender Document and Checklist Annexure P9 Sr No 17-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,6.0,138183.0,Health Biotech Ltd.,INR,0.0,,,,,,,,,,,,,,,,,,,,6,139908,Baxalta Bioscience India Pvt. Ltd.,12-Dec-2019 04:45 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Required documents as per Tender Document and Checklist Annexure P9 Sr No 21-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,7.0,138184.0,VINS BIOPRODUCTS LIMITED,INR,0.0,,,,,,,,,,,,,,,,,,,,7,139676,BAYER ZYDUS PHARMA PVT LTD,11-Dec-2019 05:56 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any Other Documents required as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,8.0,138262.0,M/S UNICURE INDIA LTD,INR,0.0,,,,,,,,,,,,,,,,,,,,8,139868,BHARAT SERUMS AND VACCINES LIMITED,12-Dec-2019 01:43 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,9.0,138336.0,Abbott India Limited,INR,0.0,,,,,,,,,,,,,,,,,,,,9,138148,Boehringer Ingelheim India Private Limited,12-Dec-2019 07:47 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,10.0,138367.0,Accent Pharmaceuticals and Diagnostics,INR,0.0,,,,,,,,,,,,,,,,,,,,10,138124,CADILA HEALTHCARE LIMITED,13-Dec-2019 12:10 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
