Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Construction of Road from Lowkhuwa State Road to Kachakhaity Concrete Block Road,Construction of Road from Lowkhuwa State Road to Kachakhaity Concrete Block Road,Please refer Tender documents. ,NA ,"95,00,000",Civil Works – Roads,NA ,Tender,180.0,120.0,Samaguri,782140.0,NA ,NA ,NA ,SE PWD NRC,No ,No,"2,850",Empowered Officer ASRB,GUWAHATI,Yes,1.0,BG - Bank Guarantee Irrevocable,Public Works Roads Department||CE PWD(R) - PWD,SE/NRC/TB/NIT/44/2019-20/126,2021_PWD_20006_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,FEE/EM,07-Jan-2021 10:00 AM,19-Jan-2021 11:00 AM,07-Jan-2021 10:00 AM,18-Jan-2021 02:00 PM,NA ,NA ,07-Jan-2021 10:00 AM,18-Jan-2021 02:00 PM,25-Jan-2021 05:00 PM,SE PWD NRC,SE PWD NRC,"1,90,000",Yes,percentage,2.0%,Chief Engineer PWD Roads,GUWAHATI,AOC,1,102545,AFTAB UDDIN AHMED,17-Jan-2021 08:40 PM,Rejected-Finance,C/S,30-Jul-2021 12:55 PM,Finance,Financial Open,RAJU MONI KATAKY,25-Jan-2021 05:53 PM,finance_30968.pdf,BOQ Comparative Chart,1.0,102409.0,Amar Jyoti Bhattacharjye,INR,8550000.0,30-Jul-2021,INR 9500000.0,120.0,RAJU MONI KATAKY,30-Jul-2021 12:56 PM,WOlowkhuwastateroad_SamaguriLAC.pdf (271.00 KB),fwo,Public Works Roads Department||CE PWD(R) - PWD,2021_PWD_20006_1,SE/NRC/TB/NIT/44/2019-20/126,Construction of Road from Lowkhuwa State Road to Kachakhaity Concrete Block Road,SE PWD NRC,Internal,SE PWD NRC,MOTIUR RAHMAN,25-Jan-2021 04:45 PM,25-Jan-2021 05:00 PM,techsummary_30968.pdf (1679.26 KB),Technical,Tech. Evaluation,RAJU MONI KATAKY,25-Jan-2021 04:31 PM,technical_30968.pdf,SE PWD NRC,Internal,SE PWD NRC,RAJU MONI KATAKY,30-Jul-2021 12:55 PM,finsummary_30968.pdf (707.61 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,.pdf,Tech. Qualification,,,,,,,,,,,,,,,,,,AOC,2,102409,Amar Jyoti Bhattacharjye,16-Jan-2021 06:20 PM,Accepted-AOC,fwo,30-Jul-2021 12:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,VoL1,,,,,,,,,,,,,,,,,,AOC,3,102608,Ananta Saikia,18-Jan-2021 11:42 AM,Rejected-Finance,C/S,30-Jul-2021 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,AOC,4,102500,Anishuj Jamal,17-Jan-2021 05:37 PM,Rejected-Finance,C/S,30-Jul-2021 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,AOC,5,102282,Badrul Hoque Choudhary,14-Jan-2021 09:52 PM,Rejected-Finance,C/S,30-Jul-2021 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,102492,Contractor,17-Jan-2021 05:04 PM,Rejected-Finance,C/S,30-Jul-2021 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,102514,GLOBAL ENTERPRISE,17-Jan-2021 06:33 PM,Rejected-Finance,C/S,30-Jul-2021 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,102563,Himashish Kashyap,17-Jan-2021 11:35 PM,Rejected-Finance,C/S,30-Jul-2021 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,102427,Md. Jakir Hussain,16-Jan-2021 08:46 PM,Rejected-Finance,C/S,30-Jul-2021 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,102410,SATYAJIT BORA,16-Jan-2021 06:14 PM,Rejected-Finance,C/S,30-Jul-2021 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,102426,Sri Gopal Bhuyan,16-Jan-2021 08:38 PM,Rejected-Finance,C/S,30-Jul-2021 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,102479,Sri Mukul Bhowmick,17-Jan-2021 02:58 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-Jan-2021 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,102478,Sri Ratul Boruah,17-Jan-2021 02:35 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-Jan-2021 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,102429,TUKI UDDIN FARUK ISLAM,16-Jan-2021 09:15 PM,Rejected-Finance,C/S,30-Jul-2021 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
