Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Executive Engineer,HPSIDC Ltd. Shimla,Disposal of Effluent from corner of phase-3 to existing culvert of HPPWD at Ind. Area Tahliwala Distt. Una (HP).,Disposal of Effluent from corner of phase-3 to existing culvert of HPPWD at Ind. Area Tahliwala Distt. Una (HP).,Please refer Tender documents. ,NA ,"43,38,041",Civil Works,NA ,Tender,120.0,120.0,Tahliwala,174301.0,NA ,NA ,NA ,HPSIDC Ltd. Shimla,No ,No,1.0,Fee/PreQual/Technical,.pdf,Contractor registration (as per tender conditions),1.0,ICICI BANK,"5,000",EE HPSIDC Ltd. Shimla,HPSIDC Ltd. Shimla,No,13-Aug-2020 04:00 PM,01-Sep-2020 11:00 AM,13-Aug-2020 04:00 PM,31-Aug-2020 05:00 PM,NA ,NA ,13-Aug-2020 04:00 PM,31-Aug-2020 05:00 PM,30-Sep-2020 11:00 AM,"72,600",No,fixed,,EE HPSIDC Ltd. Shimla,HPSIDC Ltd. Shimla,HP SIDC Limited,Job No. 2,2020_SIDC_39803_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Finance,Financial summary,Sushant Singh Negi,07-Oct-2020 12:41 PM,finance_58727.pdf,BOQ Comparative Chart,Technical,Tender details,Sushant Singh Negi,29-Sep-2020 10:43 AM,technical_58727.pdf,SE,Internal,"DM, AE(HQ), Dy. Manager(P),EE(HQ)",Sushant Singh Negi,29-Sep-2020 10:45 AM,30-Sep-2020 11:00 AM,techsummary_58727.pdf (669.91 KB),1.0,175829.0,Dhreeraj Sharma,31-Aug-2020 03:27 PM,Rejected-Technical,Inappropriate contractor registration class as per tender conditions,29-Sep-2020 10:47 AM,10-Nov-2020,"INR 4,532,102",120.0,Sushant Singh Negi,29-Jul-2021 10:46 AM,murlidharn.pdf (2416.00 KB),AOC,1.0,175689.0,MURLIDHAR CONSTRUCTION CO.,INR,"4,532,102",SE,Internal,"DM, AE(HQ), Dy. Manager(P),EE(HQ)",Sushant Singh Negi,07-Oct-2020 12:45 PM,finsummary_58727.pdf (401.37 KB),HP SIDC Limited,2020_SIDC_39803_1,Job No. 2,Disposal of Effluent from corner of phase-3 to existing culvert of HPPWD at Ind. Area Tahliwala Distt. Una (HP).,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed copy of agreement form,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,175797.0,Harpal Singh,31-Aug-2020 10:45 AM,Rejected-Finance,Third lowest bidder,07-Oct-2020 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3.0,174824.0,Lalit Joshi,30-Aug-2020 06:09 PM,Rejected-Finance,Fifth lowest bidder,07-Oct-2020 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that you have not more than two works in hand each of 100.00 lac or above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4.0,175689.0,MURLIDHAR CONSTRUCTION CO.,31-Aug-2020 02:34 PM,Accepted-AOC,AOC,29-Jul-2021 10:46 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of successfully completed work done certificate (as per tender condition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5.0,175817.0,Ravinder Kumar,31-Aug-2020 04:27 PM,Rejected-Finance,Fourth lowest bidder,07-Oct-2020 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6.0,175788.0,SHIV KANT PRASHAR,30-Aug-2020 11:14 PM,Rejected-Finance,Sixth lowest bidder,07-Oct-2020 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7.0,175769.0,udayveer singh,31-Aug-2020 02:43 PM,Rejected-Finance,Second lowest bidder,07-Oct-2020 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
