Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
GREEN BOARD,GREEN BOARD,Ref. bid document ,NA ,"47,50,000",Supply of Materials,NA ,Tender,90.0,60.0,SSA Kahilipara Guwahati,781019.0,SSA Kahilipara Guwahati ,SSA Kahilipara Guwahati ,30-Dec-2020 12:00 PM ,SSA Kahilipara Guwahati,No ,No,"5,000","MD, SSA, Assam",Guwahati,No,22-Dec-2020 05:40 PM,11-Jan-2021 03:00 PM,22-Dec-2020 05:50 PM,11-Jan-2021 02:00 PM,NA ,NA ,22-Dec-2020 06:00 PM,11-Jan-2021 02:00 PM,22-Feb-2021 11:00 AM,"MD, SSA, Assam",SSA Kahilipara Guwahati,1.0,Fee/PreQual/Technical,.pdf,Nit,1.0,DD - Demand Draft,"95,000",No,fixed,,"MD, SSA, Assam",Guwahati,Axom Sarba Siksha Abhijan Mission,SSA_ST__Proc_04_333_2020_3562,2020_SSA_19741_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,AOC,Axom Sarba Siksha Abhijan Mission,2020_SSA_19741_1,SSA_ST__Proc_04_333_2020_3562,GREEN BOARD,Technical,Minutes for Evaluation and Finalization of Technical Bid,Azim Hussain,19-Feb-2021 05:40 PM,technical_30612.pdf,MD,Internal,SFA ED DS CAO,Azim Hussain,19-Feb-2021 05:52 PM,22-Feb-2021 11:00 AM,techsummary_30612.pdf (11774.86 KB),1,101868,Abhishek Industries,10-Jan-2021 01:54 PM,Rejected-Technical,Ref. Minutes as attached,19-Feb-2021 05:52 PM,1.0,101851.0,M/S B. K. ENTERPRISE,INR,940044.0,07-Jul-2021,INR 940044.0,60.0,Rajarshree Saikia,07-Jul-2021 04:13 PM,aoc38.pdf (611.00 KB),Finance,Financial Minutes,Rajarshree Saikia,07-Jul-2021 04:08 PM,finance_30612.pdf,BOQ Comparative Chart,ED SSA,Internal,SRFA Edu Elm CAO SSA JT SECRETARY EDU ELM,Rajarshree Saikia,07-Jul-2021 04:10 PM,finsummary_30612.pdf (8942.40 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2,101950,AMAZE INDIA,10-Jan-2021 04:52 PM,Rejected-Technical,Ref. Minutes as attached,19-Feb-2021 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Boq,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,3,101853,GALA GLOBAL PRODUCTS LIMITED,11-Jan-2021 12:26 PM,Rejected-Technical,Ref. Minutes as attached,19-Feb-2021 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,4,102016,Maa Kamakhya art,11-Jan-2021 12:59 PM,Rejected-Technical,Ref. Minutes as attached,19-Feb-2021 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,5,101935,MERCANTILE CORPS (NE) PVT LTD,11-Jan-2021 11:43 AM,Rejected-AOC,L3,07-Jul-2021 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,6,101851,M/S B. K. ENTERPRISE,11-Jan-2021 11:57 AM,Accepted-AOC,L1,07-Jul-2021 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,7,101401,Nilkamal Limited,09-Jan-2021 04:09 PM,Rejected-Technical,Ref. Minutes as attached,19-Feb-2021 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,8,101890,PRINCEBOARD INDIA,11-Jan-2021 01:33 PM,Rejected-Technical,Ref. Minutes as attached,19-Feb-2021 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,9,101906,Progressive Enterprises,11-Jan-2021 12:43 PM,Rejected-AOC,L2,07-Jul-2021 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,10,102020,PURBANCHAL PAPERS AND WORKS,11-Jan-2021 12:03 PM,Rejected-Technical,Ref. Minutes as attached,19-Feb-2021 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,11,101959,RAM MAN BUSINESS ENTERPRISES,11-Jan-2021 02:28 AM,Rejected-Technical,Ref. Minutes as attached,19-Feb-2021 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,12,101884,VERMA SPORTS,11-Jan-2021 11:12 AM,Rejected-Technical,Ref. Minutes as attached,19-Feb-2021 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
