Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage
Finance,Bid Opening Summary,Sanjay Kumar,30-Jun-2021 04:58 PM,finance_72912.pdf,BOQ Comparative Chart,Technical,Bid Summery,Lalit Katoch,22-Jun-2021 04:26 PM,technical_72912.pdf,31-Jul-2021,"INR 623,466",90.0,Lalit Katoch,31-Jul-2021 03:20 PM,aocwn7.pdf (357.00 KB),work awarded,Sanjay Kumar,Internal,"EO, AE, JE",Lalit Katoch,30-Jun-2021 04:01 PM,30-Jun-2021 04:15 PM,techsummary_72912.pdf (220.99 KB),1.0,218424.0,Ajay Thakur,22-Jun-2021 12:18 AM,Rejected-Finance,Rejected Being L5,31-Jul-2021 03:17 PM,Directorate of Urban Development||Urban Development - UDDHP||Municipal Council Nalagarh - UDDHP,2021_UDDHP_48640_1,1MC-NLG(a)-2021-22-(4),Providing CC colour pavers from Raghuwanshi House to Bhardwaj house toward Bangala colony ward no. 7 Nalagarh. (RD 180 to 360),1.0,218323.0,IMRAN KHAN,INR,"623,466",Sanjay Kumar,Internal,"President, EO, AE.",Lalit Katoch,31-Jul-2021 03:17 PM,finsummary_72912.pdf (193.59 KB),AOC,EO MC Nalagarh,MC office Nalagarh,500.0,EO MC Nalagarh,Nalagarh,No,"20,000",No,fixed,,EO MC Nalagarh,Nalagarh,16-Jun-2021 05:00 PM,22-Jun-2021 03:00 PM,16-Jun-2021 05:00 PM,22-Jun-2021 11:00 AM,NA ,NA ,16-Jun-2021 05:00 PM,22-Jun-2021 11:00 AM,30-Jun-2021 04:15 PM,Providing CC colour pavers from Raghuwanshi House to Bhardwaj house toward Bangala colony ward no. 7 Nalagarh. (RD 180 to 360),Providing CC colour pavers from Raghuwanshi House to Bhardwaj house toward Bangala colony ward no. 7 Nalagarh. (RD 180 to 360),Please refer Tender documents. ,NA ,"9,96,802",Civil Works,NA ,Tender,60.0,90.0,Nalagarh,174101.0,NA ,NA ,NA ,MC nalagarh,No ,No,Directorate of Urban Development||Urban Development - UDDHP||Municipal Council Nalagarh - UDDHP,1MC-NLG(a)-2021-22-(4),2021_UDDHP_48640_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,1.0,DD - Demand Draft,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,218260.0,gobind sahib enterprises,21-Jun-2021 12:14 PM,Rejected-Finance,Rejected Being L4,31-Jul-2021 03:17 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule F,2.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,3.0,218323.0,IMRAN KHAN,21-Jun-2021 05:03 PM,Accepted-AOC,Being L1,31-Jul-2021 03:20 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,4.0,218408.0,Ravinder Kumar,21-Jun-2021 09:18 PM,Rejected-Finance,Rejected Being L2,31-Jul-2021 03:17 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration general rules No. 21,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,5.0,218411.0,rehana,21-Jun-2021 11:27 PM,Rejected-Finance,Rejected Being L3,31-Jul-2021 03:17 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19 c,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted M C Employees related to him General Rule No. 16,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC
