Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
23-Jul-2021,INR 1.4188E+7,120.0,RAJU MONI KATAKY,23-Jul-2021 12:55 PM,WOrupahibormapwdroad_Samaguri.pdf (545.00 KB),fwo,Finance,Financial Open,TANKESWAR HAZARIKA,22-Jan-2021 04:08 PM,finance_30978.pdf,BOQ Comparative Chart,1,102452,Alal Uddin,17-Jan-2021 04:08 AM,Rejected-Finance,C/S,23-Jul-2021 12:53 PM,SE PWD NRC,Internal,SE PWD NRC,MOTIUR RAHMAN,22-Jan-2021 02:26 PM,22-Jan-2021 03:00 PM,techsummary_30978.pdf (1750.31 KB),Technical,Tech. Evaluation,MOTIUR RAHMAN,22-Jan-2021 02:22 PM,technical_30978.pdf,Public Works Roads Department||CE PWD(R) - PWD,2021_PWD_20015_1,SE/NRC/TB/NIT/44/2019-20/126,Construction of Road from (i) Rupahihat Boprma PWD Road to Akaboria Maszid Road (Ch.0.000 to 800.00 m) and (ii) Singimari I.B. to Leteripar (Ch.0.00 to 800.00 m) under SOPD-G,1.0,102433.0,Md. Jakir Hussain,INR,6342773.0,SE PWD NRC,Internal,SE PWD NRC,RAJU MONI KATAKY,23-Jul-2021 12:53 PM,finsummary_30978.pdf (688.56 KB),AOC,Construction of Road from (i) Rupahihat Boprma PWD Road to Akaboria Maszid Road (Ch.0.000 to 800.00 m) and (ii) Singimari I.B. to Leteripar (Ch.0.00 to 800.00 m) under SOPD-G,Construction of Road from (i) Rupahihat Boprma PWD Road to Akaboria Maszid Road (Ch.0.000 to 800.00 m) and (ii) Singimari I.B. to Leteripar (Ch.0.00 to 800.00 m) under SOPD-G,Please refer Tender documents. ,NA ,"1,41,88,000",Civil Works – Roads,NA ,Tender,180.0,120.0,Samaguri,782140.0,NA ,NA ,NA ,SE PWD NRC,No ,No,1.0,BG - Bank Guarantee Irrevocable,"2,83,760",Yes,percentage,2.0%,Chief Engineer PWD Roads,GUWAHATI,SE PWD NRC,SE PWD NRC,1.0,Fee/PreQual/Technical,.pdf,FEE/EM,Public Works Roads Department||CE PWD(R) - PWD,SE/NRC/TB/NIT/44/2019-20/126,2021_PWD_20015_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"4,300",Empowered Officer ASRB,GUWAHATI,Yes,07-Jan-2021 10:00 AM,19-Jan-2021 11:00 AM,07-Jan-2021 10:00 AM,18-Jan-2021 02:00 PM,NA ,NA ,07-Jan-2021 10:00 AM,18-Jan-2021 02:00 PM,22-Jan-2021 03:00 PM,AOC
,,,,,,,,,,,,,2,102486,Ashok Kr Agarwala,17-Jan-2021 03:32 PM,Rejected-Finance,C/S,23-Jul-2021 12:53 PM,,,,,,,,,,,,,,,,,2.0,102560.0,Himashish Kashyap,INR,6426382.0,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,.pdf,Tech. Qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,102281,Badrul Hoque Choudhary,14-Jan-2021 09:34 PM,Rejected-Finance,C/S,23-Jul-2021 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,VoL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,102528,GLOBAL ENTERPRISE,17-Jan-2021 07:29 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Jan-2021 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,102560,Himashish Kashyap,17-Jan-2021 11:22 PM,Accepted-AOC,fwo,23-Jul-2021 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,102554,MD ABU NASER,17-Jan-2021 09:54 PM,Rejected-Finance,C/S,23-Jul-2021 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,102433,Md. Jakir Hussain,16-Jan-2021 10:10 PM,Accepted-AOC,fwo,23-Jul-2021 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,102402,Md Nawshad Ali,16-Jan-2021 04:20 PM,Rejected-Finance,C/S,23-Jul-2021 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,102256,Najrul Islam,13-Jan-2021 11:54 PM,Rejected-Finance,C/S,23-Jul-2021 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,102580,VISHAL BHUYAN,18-Jan-2021 12:29 PM,Rejected-Finance,C/S,23-Jul-2021 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
