S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,TIME EXTENSION,Date,,CGM (PP and D),"1st floor, AEGCL, BIJULEE BHAWAN, GHY-1",Assam Electricity Grid Corporation Ltd||CGM (T and T),AEGCL/MD /TECH-845/LILO GOHPUR/2019/BID,2021_AEGCL_21641_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"Turnkey Construction of two nos. of 132kV Line bays at Gohpur GSS, AEGCL","Turnkey Construction of two nos. of 132kV Line bays including Supply of Bay Equipment and Line bay materials and associated works, etc. at Gohpur GSS, AEGCL",Please refer Tender documents. ,NA ,,Electrical Works,NA ,Tender,180.0,240.0,Gohpur,784168.0,GUWAHATI ,"o/o the MD, AEGCL (THROUGH VIDEO CONFERENCE) ",14-May-2021 12:00 PM ,GUWAHATI,No ,No,08-May-2021 12:00 PM,08-Jun-2021 02:00 PM,08-May-2021 12:00 PM,07-Jun-2021 12:00 PM,NA ,NA ,18-May-2021 12:00 PM,07-Jun-2021 12:00 PM,17-Jun-2021 11:00 AM,1.0,Fee/PreQual/Technical,.rar,"GTP, TYPE TESTS",1.0,SBI Bank,"7,00,000",Yes,fixed,,Nil,Nil,"2,000",Nil,Nil,No,AOC,CGM(PPandD),Internal,,JHARNA DEVI,16-Jun-2021 03:40 PM,17-Jun-2021 11:00 AM,techsummary_33691.pdf (2453.13 KB),Finance,PRICE BIDS OPENED,JHARNA DEVI,17-Jun-2021 12:11 PM,,BOQ Comparative Chart,1,117522,ABN Tower and Transmission Private Limited,06-Jun-2021 10:44 PM,Rejected-AOC,L2,16-Jul-2021 03:19 PM,CGM(PPandD),Internal,,JHARNA DEVI,16-Jul-2021 03:13 PM,finsummary_33691.pdf (634.23 KB),1.0,117568.0,Jayanta Khaund,INR,26871498.0,Assam Electricity Grid Corporation Ltd||CGM (T and T),2021_AEGCL_21641_1,AEGCL/MD /TECH-845/LILO GOHPUR/2019/BID,"Turnkey Construction of two nos. of 132kV Line bays at Gohpur GSS, AEGCL",16-Jul-2021,INR 26871498,240.0,JHARNA DEVI,16-Jul-2021 03:19 PM,NoAGohourBay.pdf (5982.00 KB),CONTRACT VALUE INCLUDES GST,Technical,TECHNICAL BIDS OPENED,SUBRATA BISWAS,08-Jun-2021 02:43 PM,,AOC
2.0,PREBID MEETING NOTICE,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.rar,EXPERIENCE,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2,117573,Anjali Constructions,30-May-2021 09:26 PM,Rejected-AOC,L6,16-Jul-2021 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.rar,FINANCIAL,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,3,117658,CABCON INDIA LIMITED,07-Jun-2021 11:30 AM,Rejected-AOC,L11,16-Jul-2021 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.rar,TECHNO-COMMERCIAL,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,4,117586,Duarah & Associates,04-Jun-2021 04:47 PM,Rejected-AOC,L3,16-Jul-2021 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,PRICE SCHEDULE,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,5,117535,Everlite Engineering Industries,07-Jun-2021 09:46 AM,Rejected-AOC,L8,16-Jul-2021 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,6,117544,HI-TECH CORPORATION,05-Jun-2021 12:32 PM,Rejected-AOC,L9,16-Jul-2021 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,7,117568,Jayanta Khaund,07-Jun-2021 09:03 AM,Accepted-AOC,L1,16-Jul-2021 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,8,117461,Mega Electricals,30-May-2021 11:14 AM,Rejected-AOC,L7,16-Jul-2021 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,9,117547,M/S U.K. ENTERPRISE,30-May-2021 09:41 PM,Rejected-AOC,L5,16-Jul-2021 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,10,117774,Shiv Construction,07-Jun-2021 11:53 AM,Rejected-AOC,L12,16-Jul-2021 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
