S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,DD - Demand Draft,16-Jun-2021 05:00 PM,22-Jun-2021 03:00 PM,16-Jun-2021 05:00 PM,22-Jun-2021 11:00 AM,NA ,NA ,16-Jun-2021 05:00 PM,22-Jun-2021 11:00 AM,30-Jun-2021 04:15 PM,Providing CC colour pavers and C/O drain from Bata Jain Shop to Jain Sthanak Main Bazar Nalagarh.,Providing CC colour pavers and C/O drain from Bata Jain Shop to Jain Sthanak Main Bazar Nalagarh.,Please refer Tender documents. ,NA ,"9,99,418",Civil Works,NA ,Tender,60.0,90.0,Nalagarh,174101.0,NA ,NA ,NA ,MC Nalagarh,No ,No,500.0,EO MC Nalagarh,Nalagarh,No,EO MC Nalagarh,MC ofiice Nalagarh,Directorate of Urban Development||Urban Development - UDDHP||Municipal Council Nalagarh - UDDHP,1MC-NLG(a)2021-22-1,2021_UDDHP_48628_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,"20,000",No,fixed,,EO MC Nalagarh,Nalagarh,AOC,Sanjay Kumar,Internal,"President, E O, A.E.",Lalit Katoch,31-Jul-2021 02:18 PM,finsummary_72904.pdf (191.40 KB),Directorate of Urban Development||Urban Development - UDDHP||Municipal Council Nalagarh - UDDHP,2021_UDDHP_48628_1,1MC-NLG(a)2021-22-1,Providing CC colour pavers and C/O drain from Bata Jain Shop to Jain Sthanak Main Bazar Nalagarh.,1.0,218421.0,Ajay Thakur,INR,"911,770",Technical,Bid Summery,Lalit Katoch,22-Jun-2021 04:24 PM,technical_72904.pdf,Finance,Bid Opening Summery,Sanjay Kumar,30-Jun-2021 04:53 PM,finance_72904.pdf,BOQ Comparative Chart,31-Jul-2021,"INR 911,770",90.0,Lalit Katoch,31-Jul-2021 02:27 PM,AOVBATAJAIN.pdf (356.00 KB),Work awarded,1.0,218421.0,Ajay Thakur,21-Jun-2021 11:48 PM,Accepted-AOC,Awarded Being L1,31-Jul-2021 02:27 PM,Snajay Kumar,Internal,"EO , AE , JE",Lalit Katoch,30-Jun-2021 03:52 PM,30-Jun-2021 04:15 PM,techsummary_72904.pdf (197.80 KB),AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule F,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,218416.0,moin,21-Jun-2021 10:46 PM,Rejected-Finance,Rejected Being L3,31-Jul-2021 02:18 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,218418.0,Rafia khan,21-Jun-2021 11:38 PM,Rejected-Finance,Rejected Being L2,31-Jul-2021 02:18 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration general rules No. 21,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,218414.0,rehana,21-Jun-2021 11:33 PM,Rejected-Finance,Rejected Being L4,31-Jul-2021 02:18 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19 c,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,7. List of both gazetted and non-gazetted M C Employees related to him General Rule No. 16,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
