Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
12-Jul-2021,"INR 2,821,794",90.0,Manish Sehgal,12-Jul-2021 12:25 PM,AOC.pdf (1027.00 KB),AOC,Sh Manish Sehgal,Internal,Harjeet Singh Supdt Suresh Kumar HDM Rachna Sr Asstt Manjeet Kumar Jr Asstt,Manish Sehgal,12-Jul-2021 12:19 PM,finsummary_67929.pdf (406.54 KB),Sh Manish Sehgal,Internal,Joginder Kumar AE to EE Harjeet Singh Supdt Suresh Kumar HDM Rachna Sood Sr Asstt Manjeet Kumar Jr Asstt,Manish Sehgal,06-Apr-2021 01:00 PM,06-Apr-2021 03:00 PM,techsummary_67929.pdf (879.15 KB),PWD,2021_PWD_45191_1,AMP-Naura to Thalial Uperli road in Km 0.0 to 1.0,Providing and laying Annual Surfacing (Periodic Maintenance) on Naura to Thalial Uperli road Km 0/0 to 1/0 and 2/0 to 3/0 (during the year 2021-22) under rural roads,1.0,202680.0,M/s Kamala Enterprises,INR,"2,821,794",Finance,Bid opening summary,Manish Sehgal,12-Jul-2021 12:17 PM,finance_67929.pdf,BOQ Comparative Chart,Technical,Bid opening summary,Manish Sehgal,06-Apr-2021 12:55 PM,technical_67929.pdf,1.0,202680.0,M/s Kamala Enterprises,16-Mar-2021 08:22 AM,Accepted-AOC,Bid Rank-L1,12-Jul-2021 12:25 PM,AOC,09-Mar-2021 10:00 AM,17-Mar-2021 11:30 AM,09-Mar-2021 10:05 AM,17-Mar-2021 11:00 AM,NA ,NA ,09-Mar-2021 10:30 AM,17-Mar-2021 11:00 AM,06-Apr-2021 03:00 PM,PWD,AMP-Naura to Thalial Uperli road in Km 0.0 to 1.0,2021_PWD_45191_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,E.E. HPPWD Division Bhawarna,E.E. HPPWD Division Bhawarna,"36,100",No,fixed,,Nil,Nil,500.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form to be submitted through online.,Providing and laying Annual Surfacing (Periodic Maintenance) on Naura to Thalial Uperli road Km 0/0 to 1/0 and 2/0 to 3/0 (during the year 2021-22) under rural roads,"Providing and laying Tack coat and Bituminous Concrete in Km 0/0 to 1/0, 2/0 to 3/0",Please refer Tender documents. ,NA ,"19,01,748",Civil Works - Roads,NA ,Tender,120.0,90.0,Bhawarna,176083.0,NA ,NA ,NA ,Bhawarna,No ,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,203157.0,Navneet Thakur,15-Mar-2021 03:55 PM,Rejected-AOC,Bid Rank-L2,12-Jul-2021 12:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Earnest money submitted through online duly pledged in favour of Executive Engineer, Bhawarna Divisi",,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration.,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration and PAN Copy.,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD.,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (with work name) are true.,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in HP PWD department.,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery and equipment as per SBD.,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 7/8 duly signed by the contractor.,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident Fund (EPF) Registration number.,,,,,,,,,,,,,,,,,,,,,AOC
