Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Technical,Successfully Opened,Hem Raj Thakur,10-Jul-2020 10:41 AM,technical_55460.pdf,1,162785,Aerotech Eng. Works Pvt Ltd,18-Jun-2020 10:49 AM,Accepted-AOC,Empanelled for Mukhya Mantri Nutan Polyhouse Pariyojna MMNPP order issues as per Requirement,07-Jul-2021 01:28 PM,1.0,162226.0,KOTHARI AGRITECH PRIVATE LIMITED,INR,0.0,Finance,Successfully Opened,Rita Sharma,25-Aug-2020 11:14 AM,finance_55460.pdf,BOQ Comparative Chart,07-Jul-2021,"INR 780,000,000",365.0,Rita Sharma,07-Jul-2021 01:28 PM,AOCNutanPolyHouse.pdf (2032.00 KB),Empanelled for Mukhya Mantri Nutan Polyhouse Pariyojna MMNPP order issues as per Requirement,Add Director,Internal,Kindly see the attachment,Rita Sharma,07-Jul-2021 01:22 PM,finsummary_55460.pdf (2731.23 KB),Addition Director,Internal,Kindly see the attachment,Hem Raj Thakur,10-Jul-2020 10:55 AM,13-Jul-2020 11:00 AM,techsummary_55460.pdf (2012.54 KB),Director of Agriculture,2020_DoA_37634_1,Agr. H (Project Cell)F(7) -MMNPP-I-1/2020,Online Expressions of Interest Mukhya Mantri Nutan Polyhouse Pariyojna(MMNPP),AOC,1.0,Fee/PreQual/Technical,.pdf,Documents required to be uploaded as per Tender document,Director of Agriculture,Agr. H (Project Cell)F(7) -MMNPP-I-1/2020,2020_DoA_37634_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Offline,No,No,No,1.0,DD - Demand Draft,1.0,Corrigendum2,Other,,Online Expressions of Interest Mukhya Mantri Nutan Polyhouse Pariyojna(MMNPP),Online Expressions of Interest Mukhya Mantri Nutan Polyhouse Pariyojna(MMNPP),Please refer Tender documents. ,NA ,"78,00,00,000",Civil Construction Goods,Construction / Fabricationn of Poly Houses ,Rate Contract,90.0,365.0,As per Tender Document,171005.0,NA ,NA ,NA ,Directorate of Agriculture,No ,No,"5,00,000",Yes,fixed,,Director of Agriculture HP,Shimla,29-May-2020 06:00 PM,19-Jun-2020 02:00 PM,29-May-2020 06:00 PM,18-Jun-2020 05:00 PM,NA ,NA ,12-Jun-2020 10:00 AM,18-Jun-2020 05:00 PM,13-Jul-2020 11:00 AM,"2,000",Director of Agriculture HP,Shimla,Yes,Director Of Agriculture HP,"Director Agriculture, Himachal Pradesh, Shimla-05",AOC
,,,,,2,163024,Anahita Broadway Services,17-Jun-2020 03:48 PM,Accepted-AOC,Empanelled for Mukhya Mantri Nutan Polyhouse Pariyojna MMNPP order issues as per Requirement,07-Jul-2021 01:28 PM,2.0,162235.0,HARVEL AGUA INDIA PRIVATE LIMITED,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Any other Documents required to be uploaded as per Tender document and Terms and Conditions,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,3,162991,AZAD INDUSTRIES,17-Jun-2020 03:40 PM,Rejected-Finance,Not Agreed,07-Jul-2021 01:22 PM,3.0,162325.0,manjushree agrotech,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Copy of Documents required to be uploaded as per Annexure - 1 of tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,4,162505,Classic Agricon,17-Jun-2020 10:20 AM,Rejected-Finance,Not Agreed,07-Jul-2021 01:22 PM,4.0,162434.0,PIONEER AGRITECH SOLUTIONS PVT LTD,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Copy of Documents required to be uploaded as per Annexure - 2 of tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,5,163120,Dev Bhoomi Green House Solutions,17-Jun-2020 09:05 PM,Accepted-AOC,Empanelled for Mukhya Mantri Nutan Polyhouse Pariyojna MMNPP order issues as per Requirement,07-Jul-2021 01:28 PM,5.0,162643.0,M/S Sai Steel Co and Consultants,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Price Bid (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,6,162846,Earth Agro Structures Pvt Ltd,16-Jun-2020 06:36 PM,Rejected-Finance,Not Agreed,07-Jul-2021 01:22 PM,6.0,162785.0,Aerotech Eng. Works Pvt Ltd,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,7,162798,Green Agrotech,17-Jun-2020 11:47 AM,Accepted-AOC,Empanelled for Mukhya Mantri Nutan Polyhouse Pariyojna MMNPP order issues as per Requirement,07-Jul-2021 01:28 PM,7.0,162798.0,Green Agrotech,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,8,162856,Green Tech Agri. Sector Pvt. Ltd.,16-Jun-2020 06:22 PM,Accepted-AOC,Empanelled for Mukhya Mantri Nutan Polyhouse Pariyojna MMNPP order issues as per Requirement,07-Jul-2021 01:28 PM,8.0,162855.0,Star Agricare,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,9,162235,HARVEL AGUA INDIA PRIVATE LIMITED,16-Jun-2020 04:00 PM,Accepted-AOC,Empanelled for Mukhya Mantri Nutan Polyhouse Pariyojna MMNPP order issues as per Requirement,07-Jul-2021 01:28 PM,9.0,162856.0,Green Tech Agri. Sector Pvt. Ltd.,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,10,163099,HIGH ALTITUDE CONSTRUCTION PVT. LIMITED.,17-Jun-2020 06:56 PM,Accepted-AOC,Empanelled for Mukhya Mantri Nutan Polyhouse Pariyojna MMNPP order issues as per Requirement,07-Jul-2021 01:28 PM,10.0,162949.0,HI TECH WATER SOLUTION,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
