Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
HP SIDC Limited,2021_SIDC_44746_1,Job No. 1,Providing flood protection work in left bank of Chanour Khad RD 0.00 to 400 to protect Ind. Area at Chanour Distt. Kangra (HP).,SE,Internal,"DM, Manager(F) AE(HQ), EE(HQ)",Sushant Singh Negi,23-Mar-2021 11:46 AM,finsummary_67183.pdf (487.41 KB),1.0,201555.0,sanjeev kumar,INR,"13,050,050",10-Jun-2021,"INR 13,050,050",120.0,Sushant Singh Negi,28-Jul-2021 04:35 PM,sanjeevchanour.pdf (2641.00 KB),Award letter,1.0,201869.0,Harmeet Singh,05-Mar-2021 02:21 PM,Rejected-Finance,Second lowest bidder,23-Mar-2021 11:46 AM,SE,Internal,"DM, Manager (F), AE(HQ), EE(HQ)",Sushant Singh Negi,20-Mar-2021 03:53 PM,22-Mar-2021 11:00 AM,techsummary_67183.pdf (343.45 KB),Technical,summary,Sushant Singh Negi,20-Mar-2021 03:51 PM,technical_67183.pdf,Finance,Financial summary,Sushant Singh Negi,23-Mar-2021 11:43 AM,finance_67183.pdf,BOQ Comparative Chart,AOC,"5,900",Nil,Nil,No,1.0,TQC,Other,,1.0,ICICI BANK,24-Feb-2021 11:00 AM,06-Mar-2021 11:00 AM,24-Feb-2021 11:00 AM,05-Mar-2021 05:00 PM,NA ,NA ,24-Feb-2021 11:00 AM,05-Mar-2021 05:00 PM,22-Mar-2021 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Contractor appropriate registration (as per tender condition),Providing flood protection work in left bank of Chanour Khad RD 0.00 to 400 to protect Ind. Area at Chanour Distt. Kangra (HP).,Providing flood protection work in left bank of Chanour Khad RD 0.00 to 400 to protect Ind. Area at Chanour Distt. Kangra (HP).,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,120.0,120.0,Chanour Kangra,176402.0,NA ,NA ,NA ,HPSIDC Ltd. Shimla,No ,No,Executive Engineer,HPSIDC Ltd. Shimla,"1,28,800",No,fixed,,Nil,Nil,HP SIDC Limited,Job No. 1,2021_SIDC_44746_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,201555.0,sanjeev kumar,05-Mar-2021 11:39 AM,Accepted-AOC,Award letter to lowest bidder,28-Jul-2021 04:35 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,Signed copy of agreement form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3.0,201927.0,Suresh Kumar,05-Mar-2021 04:27 PM,Rejected-Finance,Third lowest bidder,23-Mar-2021 11:46 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed copy of approved make for materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration no.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of successfully completed work done certificate (as per tender condition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Financial Turn over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
