Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
09-Mar-2021 10:00 AM,17-Mar-2021 11:30 AM,09-Mar-2021 10:05 AM,17-Mar-2021 11:00 AM,NA ,NA ,09-Mar-2021 10:30 AM,17-Mar-2021 11:00 AM,06-Apr-2021 03:00 PM,500.0,Nil,Nil,No,1.0,ICICI BANK,Providing and laying Annual Surfacing (Periodic Maintenance) on Naura to Kiarwan road Km 0/0 to 2/0 (during the year 2021-22) under rural roads,Providing and laying Tack coat and Bituminous Concrete in Km 0/0 to 2/0,Please refer Tender documents. ,NA ,"17,94,492",Civil Works - Roads,NA ,Tender,120.0,90.0,Bhawarna,176083.0,NA ,NA ,NA ,Bhawarna,No ,No,E.E. HPPWD Division Bhawarna,E.E. HPPWD Division Bhawarna,"34,500",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form to be submitted through online.,PWD,4AMP-Naura Kiarwan road in Km 0.0 to2.0,2021_PWD_45194_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Sh Manish Sehgal,Internal,Joginder Kumar AE to EE Harjeet Singh Supdt Suresh Kumar HDM Rachna Sood Sr Asstt Manjeet Kumar Jr Asstt,Manish Sehgal,06-Apr-2021 01:06 PM,06-Apr-2021 03:00 PM,techsummary_67935.pdf (865.26 KB),PWD,2021_PWD_45194_1,4AMP-Naura Kiarwan road in Km 0.0 to2.0,Providing and laying Annual Surfacing (Periodic Maintenance) on Naura to Kiarwan road Km 0/0 to 2/0 (during the year 2021-22) under rural roads,12-Jul-2021,"INR 2,662,798",90.0,Manish Sehgal,12-Jul-2021 12:08 PM,AOC.pdf (983.00 KB),AOC,Sh Manish Sehgal,Internal,Harjeet Singh Supdt Suresh Kumar HDM Rachna Sr Asstt Manjeet Kumar Jr Asstt,Manish Sehgal,12-Jul-2021 12:06 PM,finsummary_67935.pdf (395.33 KB),1.0,202678.0,M/s Kamala Enterprises,16-Mar-2021 08:20 AM,Accepted-AOC,Bid Rank-L1,12-Jul-2021 12:08 PM,Technical,Bid opening summary,Manish Sehgal,06-Apr-2021 01:04 PM,technical_67935.pdf,Finance,Bid opening summary,Manish Sehgal,12-Jul-2021 11:53 AM,finance_67935.pdf,BOQ Comparative Chart,1.0,202678.0,M/s Kamala Enterprises,INR,"2,662,798",AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Earnest money submitted through online duly pledged in favour of Executive Engineer, Bhawarna Divisi",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,203158.0,Navneet Thakur,15-Mar-2021 03:54 PM,Rejected-AOC,Bid Rank-L2,12-Jul-2021 12:08 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration.,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration and PAN Copy.,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD.,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (with work name) are true.,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in HP PWD department.,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery and equipment as per SBD.,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 7/8 duly signed by the contractor.,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident Fund (EPF) Registration number.,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
