Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Missing CD on Link road to Village Rananagar Km 0/0 to 5/0,C/O 6.00 mtr. Span slab culvertat RD 4/960,Please refer Tender documents. ,NA ,"8,25,941",Civil Works - Roads,NA ,Tender,120.0,60.0,Jaisinghpur,176095.0,NA ,NA ,NA ,Jaisinghpur,No ,No,10-May-2021 05:40 PM,20-May-2021 11:30 AM,10-May-2021 05:40 PM,19-May-2021 05:00 PM,NA ,NA ,10-May-2021 05:40 PM,19-May-2021 05:00 PM,31-May-2021 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,The valid enlistment/registration of contractor in appropriate class,PWD,Missing CD on Link road to Village Rananagar,2021_PWD_47370_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"16,600",No,fixed,,Nil,Nil,Executive Engineer,Executive Engineer HP PWD Division Jaisinghpur,350.0,Nil,Nil,No,AOC,1.0,212549.0,Rajinder Kumar Govt.Contractor,INR,"964,073",Finance,Summary,R.K Dhiman,04-Jun-2021 04:37 PM,finance_71123.pdf,BOQ Comparative Chart,1.0,212383.0,chander pal rihal,19-May-2021 07:17 AM,Rejected-Technical,Non Responsive,28-May-2021 03:53 PM,Technical,Summary,R.K Dhiman,28-May-2021 03:48 PM,technical_71123.pdf,PWD,2021_PWD_47370_1,Missing CD on Link road to Village Rananagar,Missing CD on Link road to Village Rananagar Km 0/0 to 5/0,Executive Engineer,Internal,"Executive Engineer, Supdt G-II, DA",R.K Dhiman,28-May-2021 03:53 PM,31-May-2021 11:00 AM,techsummary_71123.pdf (254.92 KB),Executive Engineer,Internal,"Executive Engineer, Supdt G-II, HDM, DA",R.K Dhiman,04-Jun-2021 04:41 PM,finsummary_71123.pdf (204.20 KB),15-Jul-2021,"INR 825,941",60.0,R.K Dhiman,23-Jul-2021 12:04 PM,Award_letter.pdf (389.00 KB),Award,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST/PAN/ EPF,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,212263.0,parveen kumar,14-May-2021 09:02 AM,Rejected-AOC,Rejected due to higher rates bidder L3,23-Jul-2021 12:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done detail / work in hand in last five year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,212549.0,Rajinder Kumar Govt.Contractor,19-May-2021 04:28 PM,Accepted-AOC,Accepted due to lowest rates bidder L1,23-Jul-2021 12:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and one work not less than 40 percent of estimated cost in similar nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,212264.0,SURINDER KUMAR,14-May-2021 09:16 AM,Rejected-Technical,Non Responsive,28-May-2021 03:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery along with photo copy of RC and staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,212548.0,Surinder Singh,19-May-2021 09:39 AM,Rejected-AOC,Rejected due to higher rates bidder L2,23-Jul-2021 12:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in HPPWD department attested by notary / 1st class maji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the contractor has not more than two work in hand attested by notary / 1st class maji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid (Name of work) is correct in all respect. attested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 duly signed on judicial paper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender form (Indicated in schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
