Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"5,000",Executive Engineer HP PWD Divison Tanda,Kangra,No,"2,34,500",No,fixed,,Executive Engineer HP PWD Divison Tanda,Tanda at Nagrota Bagwan,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD,PWD,PWD-Civil-13672-13702-Tanda,2021_PWD_44021_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,04-Feb-2021 02:00 PM,18-Feb-2021 11:30 AM,04-Feb-2021 02:00 PM,17-Feb-2021 05:00 PM,NA ,NA ,04-Feb-2021 02:00 PM,17-Feb-2021 05:00 PM,26-Feb-2021 02:00 PM,1.0,DD - Demand Draft,"Construction of Doctors Canteen Block and Bank (Facility Block i.e. Bank and Canteen Block) in Dr. R.P. Govt. Medical College at Tanda in District Kangra, (H.P.).","Construction of Civil work including Water Supply and Sanitary Installation, Rain Water Harvesting System etcetera",Please refer Tender documents. ,NA ,"2,01,78,194",Civil Works - Buildings,NA ,Tender,120.0,365.0,Tanda,176002.0,NA ,NA ,NA ,Executive Engineer HP PWD Division Tanda,No ,No,Executive Engineer,Executive Engineer HP PWD Division Tanda,AOC,1.0,198826.0,M/s Kulwinder Singh and Co.,17-Feb-2021 02:04 PM,Accepted-AOC,Lowest 1,03-Jul-2021 12:43 PM,Technical,Sum,Suresh Kumar Walia,23-Feb-2021 11:38 AM,None,1.0,198826.0,M/s Kulwinder Singh and Co.,INR,"20,778,460.7",Finance,Sum,Suresh Kumar Walia,26-Feb-2021 04:20 PM,finance_65856.pdf,BOQ Comparative Chart,PWD,2021_PWD_44021_1,PWD-Civil-13672-13702-Tanda,"Construction of Doctors Canteen Block and Bank (Facility Block i.e. Bank and Canteen Block) in Dr. R.P. Govt. Medical College at Tanda in District Kangra, (H.P.).",Dr Suresh Kumar Walia,Internal,Er Vinay Mehra AE Ajit Kumar Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,23-Feb-2021 11:42 AM,26-Feb-2021 02:00 PM,techsummary_65856.pdf (3605.42 KB),Dr Suresh Kumar walia,Internal,Er Vinay AE Kartar Chand Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,03-Jul-2021 12:37 PM,finsummary_65856.pdf (191.46 KB),03-Jul-2021,"INR 20,748,461",365.0,Suresh Kumar Walia,03-Jul-2021 12:43 PM,Award.pdf (974.00 KB),Award,AOC
,,,,,,,,,,,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,AOC,2.0,198873.0,Pawan Kumar,16-Feb-2021 08:11 PM,Rejected-AOC,Lowest 2,03-Jul-2021 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,198882.0,Ujjawal Singh,17-Feb-2021 07:53 AM,Rejected-AOC,Lowest 3,03-Jul-2021 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,EPF No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
