S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,ICICI BANK,17-Feb-2021 01:20 PM,10-Mar-2021 11:00 AM,17-Feb-2021 01:20 PM,09-Mar-2021 05:00 PM,NA ,NA ,17-Feb-2021 01:20 PM,09-Mar-2021 05:00 PM,23-Apr-2021 11:00 AM,HP SIDC Limited,Job No. 7,2021_SIDC_44462_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"73,800",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Contractor appropriate registration (as per tender condition),"5,100",Nil,Nil,No,Construction of Veterinary Hospital at Thanakalan Distt. Una (HP).,Construction of Veterinary Hospital at Thanakalan Distt. Una (HP).,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,120.0,240.0,Thanakalan (Una),174307.0,NA ,NA ,NA ,HPSIDC Ltd. Shimla,No ,No,Executive Engineer,HPSIDC Ltd. Shimla,AOC,1.0,202356.0,Ankur sharma,INR,"4,925,216",12-Jul-2021,"INR 4,925,216",240.0,Sushant Singh Negi,29-Jul-2021 11:32 AM,thanakalan.pdf (2191.00 KB),AOC,HP SIDC Limited,2021_SIDC_44462_1,Job No. 7,Construction of Veterinary Hospital at Thanakalan Distt. Una (HP).,SE,Internal,"DM, Manager(F), AE(HQ)",Sushant Singh Negi,28-Apr-2021 12:19 PM,finsummary_66727.pdf (912.06 KB),Finance,Financial Summary,Sushant Singh Negi,28-Apr-2021 12:16 PM,finance_66727.pdf,BOQ Comparative Chart,1.0,202356.0,Ankur sharma,09-Mar-2021 01:45 PM,Accepted-AOC,AOC,29-Jul-2021 11:32 AM,SE,Internal,"Manager(F), EE(HQ)",Sushant Singh Negi,22-Apr-2021 11:51 AM,23-Apr-2021 11:00 AM,techsummary_66727.pdf (702.01 KB),Technical,Tender summary,Sushant Singh Negi,22-Apr-2021 11:34 AM,technical_66727.pdf,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed copy of agreement form,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,202554.0,RAHUL SHARMA,09-Mar-2021 03:05 PM,Rejected-Finance,Second lowest bidder,28-Apr-2021 12:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed copy of approved make for materials,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,202569.0,SANDEEP SHARMA,09-Mar-2021 03:43 PM,Rejected-Finance,Third lowest bidder,28-Apr-2021 12:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,200985.0,sher fibre,08-Mar-2021 08:40 AM,Rejected-Technical,The successfully completed similar type of one work not less than 40 percent of estimated cost has not submitted as per tender condition,22-Apr-2021 11:52 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that you have not more than two works in hand each of 100 lakh or above in any department,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration no.,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration number.,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of successfully completed work done certificate (as per tender condition),,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
