Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Public Works Roads Department,DRC-XIII/16/98/NIT/TSK/164,2021_PWD_20853_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Superintending Engineer, PWD, Dibrugarh Road Circl","O/O Superintending Engineer, PWD, Dibrugarh Road Circle, Dibrugarh","2,800","Empowered Officer ASRB, A/C No. 10566991479",GUWAHATI,Yes,04-Feb-2021 02:00 PM,11-Feb-2021 11:00 AM,04-Feb-2021 02:00 PM,10-Feb-2021 04:00 PM,04-Feb-2021 02:00 PM ,10-Feb-2021 04:00 PM ,04-Feb-2021 02:00 PM,10-Feb-2021 04:00 PM,20-Feb-2021 02:30 PM,1.0,Fee/PreQual/Technical,.pdf,Bid security,"2,00,000",Yes,fixed,,"EE, PWRD,Digboi and Margherita TRD",Margherita,1.0,DD - Demand Draft,Improvement of Road in Namdang TE (A) Labour Quarter Coloney Line Road (Ch 0.00 m To Ch. 750m) and (B) Namdang Pilkhana Road (Ch.0.00m To Ch.600) under SOPD (ODS) 2020-21.,Improvement of Road in Namdang TE (A) Labour Quarter Coloney Line Road (Ch 0.00 m To Ch. 750m) and (B) Namdang Pilkhana Road (Ch.0.00m To Ch.600) under SOPD (ODS) 2020-21.,Please refer tender document ,NA ,,Civil Works – Roads,NA ,Tender,180.0,270.0,Margherita,786181.0,NA ,NA ,NA ,"Superintending Engineer, PWD, Dibrugarh Road Circl",No ,No,AOC,Finance,Finance,Priyanka Kalita,23-Jul-2021 12:30 PM,finance_32406.pdf,BOQ Comparative Chart,B. C. Pangging,Internal,"R.Chetia, Jayashree Hazarika, P. Kalita",Runumoni Chetia,20-Feb-2021 02:02 PM,20-Feb-2021 02:30 PM,techsummary_32406.pdf (1014.57 KB),1.0,107101.0,Nurul Amin,INR,9499937.0,23-Jul-2021,INR 9999934.0,270.0,Priyanka Kalita,23-Jul-2021 12:36 PM,loa.pdf (446.00 KB),Improvement of Road in Namdang TE (A) Labour Quarter Coloney Line Road,Public Works Roads Department,2021_PWD_20853_9,DRC-XIII/16/98/NIT/TSK/164,Improvement of Road in Namdang TE (A) Labour Quarter Coloney Line Road (Ch 0.00 m To Ch. 750m) and (B) Namdang Pilkhana Road (Ch.0.00m To Ch.600) under SOPD (ODS) 2020-21.,Technical,Bid opening summary,Runumoni Chetia,20-Feb-2021 01:58 PM,,1,105995,Ari Arup Deka,08-Feb-2021 08:37 PM,Rejected-Technical,Technical disqualified,20-Feb-2021 02:02 PM,B. C. Pangging,Internal,"R.Chetia, Jayashree Hazarika, P. Kalita",Priyanka Kalita,23-Jul-2021 12:33 PM,finsummary_32406.pdf (481.61 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Document,,,,,,,2.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,106943,Babar Ali Khan,09-Feb-2021 08:06 PM,Rejected-AOC,Not awarded,23-Jul-2021 12:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical qualification details,,,,,,,3.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,107046,KANAI CHETIA,10-Feb-2021 05:51 AM,Rejected-Technical,Technical disqualified,20-Feb-2021 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,107132,M/S B.B. Enterprise,10-Feb-2021 10:28 AM,Rejected-AOC,Not awarded,23-Jul-2021 12:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,107141,NIRANJAN GOGOI,10-Feb-2021 10:29 AM,Rejected-Technical,Technical disqualified,20-Feb-2021 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,107101,Nurul Amin,10-Feb-2021 07:33 AM,Accepted-AOC,Aoc awarded,23-Jul-2021 12:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,106969,Pankaj Raidongia,10-Feb-2021 06:20 AM,Rejected-Technical,Technical disqualified,20-Feb-2021 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,107287,PINKU CHETIA,10-Feb-2021 03:48 PM,Rejected-Technical,Technical disqualified,20-Feb-2021 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,106554,Sri Pranjal Neog,09-Feb-2021 07:10 PM,Rejected-AOC,Not awarded,23-Jul-2021 12:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,106517,Sri Suchitra Baruah,09-Feb-2021 07:31 PM,Rejected-AOC,Not awarded,23-Jul-2021 12:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,107062,UDEEPTA PHUKAN,10-Feb-2021 09:23 AM,Rejected-Technical,Technical disqualified,20-Feb-2021 02:02 PM,,,,,,,AOC
