Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Executive Engineer,HPPWD Division Barsar,350.0,Nil,Nil,No,PWD,C/o link road Village Baditter Km. 0/0 to 0/500,2021_PWD_48768_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,C/o link road Village Baditter Km. 0/0 to 0/500,(Sh. Providing and Laying cement concrete pavement in between Km. 0/0 to 0/500) under OTMNP Head,NA ,NA ,,Civil Works,NA ,Tender,120.0,60.0,Barsar,174305.0,NA ,NA ,NA ,Barsar Division HPPWD Barsar,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,21-Jun-2021 10:30 AM,30-Jun-2021 10:30 AM,21-Jun-2021 10:30 AM,30-Jun-2021 10:30 AM,NA ,NA ,21-Jun-2021 10:30 AM,30-Jun-2021 10:30 AM,05-Jul-2021 11:00 AM,"11,400",No,fixed,,Nil,Nil,1.0,ICICI BANK,AOC,1.0,220352.0,ashwani kumar,29-Jun-2021 09:10 PM,Rejected-AOC,L1L2L3L4,20-Jul-2021 02:23 PM,Technical,Attached,Anil Kumar Sharma,03-Jul-2021 11:48 AM,technical_73090.pdf,1.0,218630.0,Subash Chand,INR,"587,826",Finance,Attached,Anil Kumar Sharma,20-Jul-2021 02:03 PM,finance_73090.pdf,BOQ Comparative Chart,Executive Engineer,Internal,SupdtG-IIDAOHDM,Anil Kumar Sharma,03-Jul-2021 11:57 AM,05-Jul-2021 11:00 AM,techsummary_73090.pdf (204.74 KB),PWD,2021_PWD_48768_1,C/o link road Village Baditter Km. 0/0 to 0/500,C/o link road Village Baditter Km. 0/0 to 0/500,20-Jul-2021,"INR 587,826",60.0,Anil Kumar Sharma,20-Jul-2021 02:23 PM,AOCSubhash20.07.2021.pdf (553.00 KB),Award Letter,Executive Engineer,Internal,"Supdt Gr-II,HDM,DAO",Anil Kumar Sharma,20-Jul-2021 02:19 PM,finsummary_73090.pdf (365.01 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2.0,220344.0,Dinesh Kumar Sharma,29-Jun-2021 09:03 PM,Rejected-AOC,L1L2L3L4,20-Jul-2021 02:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,AOC,3.0,220337.0,JEET CHAND GOVT. CONTRACTOR,29-Jun-2021 06:33 PM,Rejected-AOC,L1L2L3L4,20-Jul-2021 02:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar Work Done certificate (Only Completed Work),,,,,,,,,,,,,,,,,,AOC,4.0,218630.0,Subash Chand,29-Jun-2021 04:09 PM,Accepted-AOC,L1L2L3L4,20-Jul-2021 02:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST No. with latest clearance return, EPF No. with latest clearance return, Labour License, PAN Card",,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery tools and plant with ownership documents/ Affidavit Magistrate/ Notary,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive Eng,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Bidder should not have more than 2 contracts at a time each of Rs. 100.00 Lakhs or more in,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding seen the site,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
