Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Executive Director,Internal,"SPM, DME,DF,FM, MIS Manager",Dipjyoti Deka,03-Apr-2021 05:00 PM,finsummary_21464.pdf (83.65 KB),National Health Mission||State Programme Management Unit - NHM,2019_NHM_13891_1,NHM/RCH Register/2961/2016-17/12645,Printing and Supply of RCH Register,ED,Internal,"SPM,DME,DF,FM, MIS Manager",Dipjyoti Deka,03-Apr-2021 04:55 PM,techsummary_21464.pdf (83.65 KB),Finance,Opened,Kanak Deka,28-Aug-2019 05:26 PM,,BOQ Comparative Chart,1,63743,Art E Mide Construction Private Limited,24-Aug-2019 01:23 PM,Rejected-Finance,High rate,03-Apr-2021 05:00 PM,1.0,63908.0,Mittal Enterprises,INR,0.0,03-Apr-2021,INR 4400000.0,40.0,Dipjyoti Deka,03-Apr-2021 05:01 PM,TenderMinutes.pdf (84.00 KB),PIP approval,AOC,National Health Mission||State Programme Management Unit - NHM,NHM/RCH Register/2961/2016-17/12645,2019_NHM_13891_1,Yes,Open Limited,Supply,Goods,1.0,No,No,Not Applicable,No,No,No,Printing and Supply of RCH Register,Printing and Supply of RCH Register,Please refer Tender documents. ,NA ,"44,00,000",Publishing/Printing,NA ,Rate Contract,90.0,40.0,27 District Drug Warehous,781005.0,"O/O Mission Director, NHM,Assam ","O/O Mission Director, NHM,Assam, Saikia Commercial Complex, Christanbasti, G.S.Road, Guwahati ",21-Aug-2019 03:30 PM ,"O/o Mission Director, NHM,Assam",No ,No,0.0,Nil,Nil,No,"MD,NHM,Assam","O/O Mission Director, NHM,Assam, Saikia Commercial Complex, Christanbasti, G.S.Road, Guwahati",1.0,Fee/PreQual/Technical/Finance,.xls,Financial,0.0,No,fixed,,Nil,Nil,19-Aug-2019 06:00 PM,28-Aug-2019 03:30 PM,19-Aug-2019 06:00 PM,28-Aug-2019 02:00 PM,NA ,NA ,22-Aug-2019 09:00 AM,28-Aug-2019 02:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,2,63915,Aurora Fine Arts,28-Aug-2019 12:52 PM,Rejected-Finance,High rate,03-Apr-2021 05:00 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,63907,F M Printers,28-Aug-2019 12:02 PM,Rejected-Finance,High rate,03-Apr-2021 05:00 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,63894,Infinity Advertising Services Pvt Ltd,28-Aug-2019 10:44 AM,Rejected-Finance,High rate,03-Apr-2021 05:00 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,63912,MAA MANASHA PRINTERS,28-Aug-2019 12:27 PM,Rejected-Finance,High rate,03-Apr-2021 05:00 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,63908,Mittal Enterprises,28-Aug-2019 12:10 PM,Accepted-AOC,PIP approval,03-Apr-2021 05:01 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,63917,MS Navanita Printers,28-Aug-2019 01:04 PM,Rejected-Finance,High rate,03-Apr-2021 05:00 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,8,63904,Nova Publications and Printers Pvt. Ltd,28-Aug-2019 12:02 PM,Rejected-Finance,High rate,03-Apr-2021 05:00 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,9,63868,Singhania printing press LLP,27-Aug-2019 01:03 PM,Rejected-Finance,High rate,03-Apr-2021 05:00 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,10,63913,S S Graphics,28-Aug-2019 12:31 PM,Rejected-Finance,High rate,03-Apr-2021 05:00 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
