Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Augmentation of Sewerage Scheme Mandi Town and Providing sewerage facility to adjoining villages of Mandi Town in Distt Mandi HP,Upgradation of STPs of 3.83 MLD and 0.47 MLD capacity in MBBR technology including tertiary treatment automation of STPs to upgraded capacity of 9.08 MLD and 1.50 MLD respectively including operation and maintenance of both STPs for five years,Please refer Tender documents. ,NA ,"25,34,62,373",Civil Works,NA ,Tender,120.0,120.0,Mandi Town,175001.0,NA ,NA ,NA ,Jal Shakti Division Mandi,No ,No,"25,34,625",No,fixed,,EE Mandi,Mandi,"2,500",EE Mandi,Mandi,Yes,1.0,Fee,.pdf,Tender Form Cost,11-Sep-2020 05:00 PM,14-Oct-2020 11:30 AM,11-Sep-2020 05:00 PM,13-Oct-2020 05:00 PM,NA ,NA ,11-Sep-2020 05:00 PM,13-Oct-2020 05:00 PM,18-Dec-2020 03:35 PM,1.0,Extension of Date,Date,,"HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||Mandi,Irrigation and Public Health,HP",8186-8235,2020_HPIPH_40591_1,Yes,Open Tender,Item Rate,Works,3.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,Executive Engineer Jal Shakti Division Mandi,Executive Engineer Jal Shakti Division Mandi,AOC,Er Naveen Puri EnC,Internal,Er RK Verma CE DandM Er Dharmender Gill CEMZ Er Anil Mehta SED Kesahav Ram Kulvi SE SNR KS Thakur Joint Ctrl Er Vivek Hazri EE Mandi Er Anil Jaswal EED,Vivek Hazri,18-Dec-2020 03:31 PM,18-Dec-2020 03:35 PM,techsummary_59882.pdf (1636.23 KB),1.0,182003.0,CIVIL TECH CONSULTANT,12-Oct-2020 07:04 PM,Rejected-Finance,Other than lowest,27-Apr-2021 04:14 PM,27-Apr-2021,"INR 253,462,373",120.0,Vivek Hazri,27-Apr-2021 04:16 PM,Award.pdf (1042.00 KB),DNIT Amount,Finance,4 No bidder participated in the financial bid successfully,Vivek Hazri,18-Dec-2020 03:47 PM,finance_59882.pdf,BOQ Comparative Chart,Technical,4 No bidder participated in the bid successfully,Vivek Hazri,18-Dec-2020 03:25 PM,technical_59882.pdf,Er Naveen Puri EnC,Internal,Er RK Verma CE DandM Er Dharmendra Gill CEMZ Er Anil Verma SED Er Upender Vaidya SESNR Er KS Thakur Joint Cont Er Vivek Hazri EE MND Er Anil Jaswal EED,Vivek Hazri,27-Apr-2021 04:14 PM,finsummary_59882.pdf (1345.61 KB),1.0,182213.0,Oasis EPC (North) Pvt. Ltd.,INR,"237,820,800","HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||Mandi,Irrigation and Public Health,HP",2020_HPIPH_40591_1,8186-8235,Augmentation of Sewerage Scheme Mandi Town and Providing sewerage facility to adjoining villages of Mandi Town in Distt Mandi HP,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,,,,,,,,,,2.0,Pre Bid,Other,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,2.0,182220.0,Hydrotech Paryavaran India Pvt. Ltd.,13-Oct-2020 04:12 PM,Rejected-Finance,Other than lowest,27-Apr-2021 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate copy of registration in appropriate class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,178476.0,LEGEND INDIA ENVIRONMENT PROTECTION PRIVATE LIMITED,12-Oct-2020 05:33 PM,Rejected-Finance,Other than lowest,27-Apr-2021 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No GST No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,182213.0,Oasis EPC (North) Pvt. Ltd.,13-Oct-2020 04:35 PM,Accepted-AOC,Awarded as per negotiation,27-Apr-2021 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned c opy of undertaking that I have carefully studied all the terms and condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the firm/bidder has not ever been black listed by any govt semi govt board corporatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Authorization letter regarding digital signature certificate DSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average Annual financial turnover during last 3 years ending 31st march of the previous financial ye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Experience of having successful completed similar works during last 7 years ending last day of the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
