S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,FDR - Fixed Deposit,"34,500",No,fixed,,EE Nurpur,Nurpur,Const. of link road to Harijan Basti Minjgran road kms 0/0 to 1/500,Const. of retaining wall and breast wall at various reaches,Please refer Tender documents. ,NA ,"17,88,048",Civil Works - Roads,NA ,Tender,90.0,90.0,Nurpur,176202.0,NA ,NA ,NA ,Nurpur,No ,No,24-Feb-2021 04:00 PM,16-Mar-2021 10:30 AM,24-Feb-2021 04:00 PM,15-Mar-2021 04:00 PM,24-Feb-2021 04:00 PM ,15-Mar-2021 04:00 PM ,24-Feb-2021 04:00 PM,15-Mar-2021 04:00 PM,26-Mar-2021 04:45 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form in the shape of e-challan,PWD,PWN/CB/GA/E-27/20-21-6374-78 dt.19/2/21,2021_PWD_44765_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,EE Nurpur,Nurpur,No,Executive Engineer,"Nurpur Division, HP PWD, Nurpur",AOC,Er. DK Dhiman,Internal,"HDM, DAO, Supdt.GA",Dinesh Kumar Dhiman,26-Mar-2021 04:43 PM,26-Mar-2021 04:45 PM,techsummary_67219.pdf (152.53 KB),PWD,2021_PWD_44765_3,PWN/CB/GA/E-27/20-21-6374-78 dt.19/2/21,Const. of link road to Harijan Basti Minjgran road kms 0/0 to 1/500,28-Apr-2021,"INR 1,669,986",90.0,Dinesh Kumar Dhiman,28-Apr-2021 01:03 PM,MinjRwall.pdf (153.00 KB),AOC,Er. DK Dhiman,Internal,"GA, Supdt.HDM",Dinesh Kumar Dhiman,28-Apr-2021 12:39 PM,finsummary_67219.pdf (152.53 KB),1.0,201993.0,vikram pathania,INR,"1,669,986",Finance,Bid opening summary,Dinesh Kumar Dhiman,28-Apr-2021 12:16 PM,finance_67219.pdf,BOQ Comparative Chart,1,203534,ASHOK KUMAR SHARMA,15-Mar-2021 03:37 PM,Rejected-AOC,qualified,28-Apr-2021 01:03 PM,Technical,Bid opening summary,Dinesh Kumar Dhiman,26-Mar-2021 04:36 PM,technical_67219.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money in the shaper of FDR,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,203401,BALWAN SINGH,15-Mar-2021 12:17 PM,Rejected-AOC,qualified,28-Apr-2021 01:03 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of enlistment,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,203500,NARESH KATOCH,15-Mar-2021 03:02 PM,Rejected-AOC,qualified,28-Apr-2021 01:03 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,203485,PANKAJ MAHAJAN,15-Mar-2021 02:44 PM,Rejected-AOC,qualified,28-Apr-2021 01:03 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,202980,RAJESH SINGH,12-Mar-2021 04:57 PM,Rejected-AOC,qualified,28-Apr-2021 01:03 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,203430,Rajeshwar Singh,15-Mar-2021 01:10 PM,Rejected-AOC,qualified,28-Apr-2021 01:03 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,203462,ROHIT VERMA,15-Mar-2021 02:11 PM,Rejected-AOC,qualified,28-Apr-2021 01:03 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,203549,Sanjay Kumar Sharma,15-Mar-2021 03:54 PM,Rejected-AOC,qualified,28-Apr-2021 01:03 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,201993,vikram pathania,15-Mar-2021 12:45 PM,Accepted-AOC,qualified,28-Apr-2021 01:03 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,202876,VISHAL CHOUHAN,11-Mar-2021 07:13 PM,Rejected-AOC,qualified,28-Apr-2021 01:03 PM,,,,,,AOC
