Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
05-Apr-2021,INR 1472208.26,90.0,Md Hassan Ahmed Choudhury,05-Apr-2021 11:47 AM,Workorder.pdf (490.00 KB),Awarded Contract Value,D K Deka GM,Internal,"Sri D.K. Deka, GM, Sri B.C. Deori, DGMT, Sri D. K. Goswami, DGMT, Sri A. Mazumdar, DGMT, Sri A.Saikia, DGMT, Sri M Deka AO",JNAYAN PRASAD DEURI,04-Nov-2020 12:32 PM,04-Nov-2020 01:00 PM,techsummary_28616.pdf (253.94 KB),Technical,The ITC opened the bids of the above bidders.,JNAYAN PRASAD DEURI,04-Nov-2020 12:23 PM,technical_28616.pdf,D K Deka,Internal,"D K Deka, B C Deori, D K Goswami, A Mazumdar, A Saikia, Mantu Deka",Md Hassan Ahmed Choudhury,05-Apr-2021 11:43 AM,finsummary_28616.pdf (45.25 KB),Industries and Commerce Department||Assam Industrial Development Corporation Ltd - ICD,2020_ICD_18551_1,AIDC/EPIP/UGEIF/ROAD Ph-II/670,Work of Construction Up gradation of existing bituminous pavement to interlocking concrete block pavement ICBP at EPIP Amingaon District Kamrup R,Finance,ITC opened the financial bids of above bidders,JNAYAN PRASAD DEURI,13-Nov-2020 12:19 PM,finance_28616.pdf,BOQ Comparative Chart,1,88692,ANOWAR HUSSAIN,20-Sep-2020 01:12 PM,Rejected-Technical,Technically Not Qualified,04-Nov-2020 12:32 PM,1.0,88809.0,SHAHINUR HOQUE AND DEEPANKAR KALITA JV,INR,1472208.26,AOC,1.0,DD - Demand Draft,Industries and Commerce Department||Assam Industrial Development Corporation Ltd - ICD,AIDC/EPIP/UGEIF/ROAD Ph-II/670,2020_ICD_18551_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"42,000",Yes,fixed,,Assam Industrial Development Corporation Ltd.,Guwahati,01-Sep-2020 01:00 PM,21-Sep-2020 02:00 PM,01-Sep-2020 01:00 PM,21-Sep-2020 01:00 PM,01-Sep-2020 01:00 PM ,18-Sep-2020 01:00 PM ,01-Sep-2020 01:00 PM,21-Sep-2020 01:00 PM,04-Nov-2020 01:00 PM,Work of Construction Up gradation of existing bituminous pavement to interlocking concrete block pavement ICBP at EPIP Amingaon District Kamrup R,Work of Construction Up gradation of existing bituminous pavement to interlocking concrete block pavement ICBP at EPIP Amingaon District Kamrup R,Please refer Tender documents. ,NA ,"20,53,820",Civil Works – Roads,NA ,Tender,90.0,90.0,EPIP Amingaon District Kamrup R,781031.0,NA ,NA ,NA ,"AIDC Ltd., R. G. Baruah Road, Guwahati-781024",No ,No,"2,000",Assam Industrial Development Corporation Ltd.,Guwahati,No,1.0,Fee/PreQual/Technical,.pdf,EMD and Tender Fee,"The Managing Director, AIDC Ltd.","The Managing Director, AIDC Ltd., R. G. Baruah Road, Guwahati-781024.",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,88606,ARUP JYOTI MAJUMDAR,18-Sep-2020 12:24 PM,Rejected-AOC,Rejected,05-Apr-2021 11:47 AM,,,,,,AOC,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Bid,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,88819,DILIP KUMAR SINGH,20-Sep-2020 10:55 PM,Rejected-AOC,Rejected,05-Apr-2021 11:47 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Documents,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,88840,GAURAV KONWAR,20-Sep-2020 10:21 PM,Rejected-AOC,Rejected,05-Apr-2021 11:47 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,88688,MAFIDUL ISLAM,19-Sep-2020 01:51 PM,Rejected-AOC,Rejected,05-Apr-2021 11:47 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial Cover Letter,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,88732,MAHABAHU ENTERPRISE,19-Sep-2020 07:12 PM,Rejected-AOC,Rejected,05-Apr-2021 11:47 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,88780,M/S JMK CONSTRUCTION and SUPPLIER,20-Sep-2020 04:45 PM,Rejected-AOC,Rejected,05-Apr-2021 11:47 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,88755,M/S N.C.KALITA,20-Sep-2020 01:30 PM,Rejected-AOC,Rejected,05-Apr-2021 11:47 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,88808,Nurul Hussain,20-Sep-2020 08:07 PM,Rejected-Technical,Technically Not Qualified,04-Nov-2020 12:32 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,88852,PANKAJ TALUKDAR,21-Sep-2020 11:16 AM,Rejected-Technical,Technically Not Qualified,04-Nov-2020 12:32 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,88630,Rana Construction and Engineers Pvt. Ltd.,19-Sep-2020 12:47 PM,Rejected-Technical,Technically Not Qualified,04-Nov-2020 12:32 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
