Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
500.0,Executive Engineer RB MC Shimla,Shimla,No,Executive Engineer RB MC Shimla,Executive Engineer RB MC Shimla,"21,200",No,fixed,,Executive Engineer RB MC Shimla,Shimla,03-Mar-2021 06:30 PM,18-Mar-2021 02:00 PM,03-Mar-2021 06:30 PM,17-Mar-2021 05:00 PM,NA ,NA ,03-Mar-2021 06:30 PM,17-Mar-2021 05:00 PM,24-Mar-2021 12:05 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of form in shape of DD as per e procurement notice,Construction of Ambulance road from Reliance Office to Lehri Bhawan Dev Nagar RD 0 0 to 0 100 in ward No 29 Vikasnagar,Construction of Ambulance road from Reliance Office to Lehri Bhawan Dev Nagar RD 0 0 to 0 100 in ward No 29 Vikasnagar,Please refer Tender Documents ,NA ,"10,57,995",Civil Works,NA ,Tender,120.0,90.0,Shimla,171001.0,NA ,NA ,NA ,MC Shimla,No ,No,1.0,DD - Demand Draft,Municipal Corporation Shimla,626Dated23022021,2021_MC_45045_21,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,1,203971,Bharat Bhushan,17-Mar-2021 02:44 PM,Rejected-Finance,The rates are on higher side hence rejected,12-Apr-2021 02:34 PM,Technical,BOS,Gopesh Behl,24-Mar-2021 11:18 AM,technical_67717.pdf,Finance,bos,Rajesh Thakur,24-Mar-2021 01:25 PM,finance_67717.pdf,BOQ Comparative Chart,1.0,204019.0,Sohan Singh,INR,"1,253,908",Municipal Corporation Shimla,2021_MC_45045_21,626Dated23022021,Construction of Ambulance road from Reliance Office to Lehri Bhawan Dev Nagar RD 0 0 to 0 100 in ward No 29 Vikasnagar,EE,Internal,AO AE,Gopesh Behl,24-Mar-2021 12:01 PM,24-Mar-2021 12:05 PM,techsummary_67717.pdf (1355.27 KB),EE,Internal,AO AE,Rajesh Thakur,12-Apr-2021 02:33 PM,finsummary_67717.pdf (294.95 KB),12-Apr-2021,"INR 1,253,908.8",180.0,Rajesh Thakur,12-Apr-2021 02:36 PM,CD.pdf (295.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money in shape of FDR and exemption shall not be allowed,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,AOC,2,202731,Gian Chand,17-Mar-2021 03:17 PM,Rejected-Finance,The rates are on higher side hence rejected,12-Apr-2021 02:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of registration with HPPWD in appropriate class and latest renewal thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,203753,Hukam Singh,16-Mar-2021 04:49 PM,Rejected-Finance,The rates are on higher side hence rejected,12-Apr-2021 02:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income Tax GST and EPF registration PAN Permanent Account No and GST No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,203899,Jai Chand,17-Mar-2021 12:14 PM,Rejected-Finance,The rates are on higher side hence rejected,12-Apr-2021 02:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Scanned copy of Proforma, Tender Notice and Form MW-7 duly signed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,203116,Kaku Ram,13-Mar-2021 03:20 PM,Rejected-Technical,Tender document not submitted hence rejected,24-Mar-2021 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Schedule of Quantity (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,203917,PUSHPENDER SHARMA,17-Mar-2021 01:03 PM,Rejected-Finance,The rates are on higher side hence rejected,12-Apr-2021 02:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,203967,Rakesh Kumar Pundir,17-Mar-2021 02:16 PM,Rejected-Finance,The rates are on higher side hence rejected,12-Apr-2021 02:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,204019,Sohan Singh,17-Mar-2021 04:27 PM,Accepted-AOC,Accepted due to lowest rates,12-Apr-2021 02:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,203739,SUNIL SHARMA,16-Mar-2021 12:32 PM,Rejected-Finance,The rates are on higher side hence rejected,12-Apr-2021 02:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,202933,TARA CHAND,12-Mar-2021 04:08 PM,Rejected-Finance,The rates are on higher side hence rejected,12-Apr-2021 02:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
