Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Executive Engineer JSV Division Thural,O/O The Executive Engineer JSV Division Thural,27-Jun-2020 05:00 PM,14-Jul-2020 11:30 AM,27-Jun-2020 05:00 PM,13-Jul-2020 05:00 PM,NA ,NA ,27-Jun-2020 05:00 PM,13-Jul-2020 05:00 PM,07-Aug-2020 05:25 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of Bid Documents and Earnest money etc Shall be deposited both through online mode ( E-Payme,400.0,NIL,NIL,No,"48,300",Yes,fixed,,NIL,NIL,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",THL-KNG05-729 ( 3312-3367 dated 26.6.2020),2020_HPIPH_38402_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,"C,O RWHS on Mandh Khad With providing irrigation facilities to adjoining area in Tehsil","C,O RWHS on Mandh Khad With providing irrigation facilities to adjoining area in Tehsil Jaisinghpur Distt Kangra H.P.",Please refer Tender documents. ,NA ,"27,19,618",Civil Works - Lift Irrigation Schemes,NA ,Tender,120.0,365.0,"C,O RWHS on Mandh Khad With providing irrigation f",176107.0,NA ,NA ,NA ,O/O The Executive Engineer JSV Division Thural,No ,No,AOC,18-Sep-2020,"INR 2,555,555",365.0,Anil Kumar,09-Apr-2021 03:01 PM,38402.pdf (548.00 KB),Sanjay saini VPO Mansimble,Finance,BOQ Downloaded sucessfully summary attached,Anil Kumar,07-Aug-2020 05:50 PM,finance_56743.pdf,BOQ Comparative Chart,Technical,3 Nos contractor/Firms documents downloaded sucessfully summary attached,Anil Kumar,07-Aug-2020 05:18 PM,technical_56743.pdf,Superintending Enginner JSV Circle Dharamshala,External,"CHDJSV Circle Dharamshala, AE(D)JSV Circle Dharamshala,EE(D) Circle Dharamshala,EEJSV Division Thural",Anil Kumar,07-Aug-2020 05:22 PM,07-Aug-2020 05:25 PM,techsummary_56743.pdf (129.43 KB),1.0,166919.0,RAJE ENGINNERING WORKS,11-Jul-2020 06:39 PM,Rejected-AOC,accept,09-Apr-2021 03:01 PM,Executive Engineer JSV Division Thural,Internal,"Tender Asstt.JSV Division Thural,DAOJSV Division Thural,Supdtt,JSV Division Thural,HDMJSV Division Thural",Anil Kumar,07-Aug-2020 05:54 PM,finsummary_56743.pdf (51.39 KB),1.0,167030.0,SANJAY SAINI,INR,"2,555,555.41","HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",2020_HPIPH_38402_1,THL-KNG05-729 ( 3312-3367 dated 26.6.2020),"C,O RWHS on Mandh Khad With providing irrigation facilities to adjoining area in Tehsil",AOC
,,,,,,,,,,,,,.pdf,Certificate of Registration with IPH Department in appropriate class and latest renewal thereof,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,167030.0,SANJAY SAINI,12-Jul-2020 09:00 PM,Accepted-AOC,accept,09-Apr-2021 03:01 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Income Tax and GST registration and latest clearance certificate thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,166912.0,SUNIL KUMAR,11-Jul-2020 06:10 PM,Rejected-AOC,accept,09-Apr-2021 03:01 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,The list of similar nature work done/ completed /work in progress with performance certificate d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Registration copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,An affidavit that any Government/Semi Government/Board/Corporation/ Private Organization etc h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Copy of authorization DSC be uploaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,The bidder must have authorized dealership of pumping machinery manufactures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Other conditions as per terms and conditions folder be required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
