Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
EE,Internal,AO AE,Rajesh Thakur,12-Apr-2021 02:25 PM,finsummary_67705.pdf (294.95 KB),12-Apr-2021,"INR 1,755,386",180.0,Rajesh Thakur,12-Apr-2021 02:27 PM,2021_MC_45045_13.pdf (338.00 KB),AOC,Municipal Corporation Shimla,2021_MC_45045_13,626Dated23022021,Providing and Fixing M S Channel railing on M C road leading from HP Old Tribunal Court to Flowerdale via Dhobighat in ward No 17 Benmore,EE,Internal,AO AE,Gopesh Behl,24-Mar-2021 11:54 AM,24-Mar-2021 11:55 AM,techsummary_67705.pdf (1355.27 KB),1.0,203929.0,babu ram,INR,"1,755,386",Finance,bos,Rajesh Thakur,24-Mar-2021 01:19 PM,finance_67705.pdf,BOQ Comparative Chart,Technical,BOS,Gopesh Behl,24-Mar-2021 11:13 AM,technical_67705.pdf,1,203018,AJAY CHAUHAN,17-Mar-2021 07:50 AM,Rejected-Technical,Tender document not submitted hence rejected,24-Mar-2021 11:54 AM,AOC,Providing and Fixing M S Channel railing on M C road leading from HP Old Tribunal Court to Flowerdale via Dhobighat in ward No 17 Benmore,Providing and Fixing M S Channel railing on M C road leading from HP Old Tribunal Court to Flowerdale via Dhobighat in ward No 17 Benmore,Please refer Tender Documents ,NA ,"16,39,121",Civil Works,NA ,Tender,120.0,180.0,Shimla,171001.0,NA ,NA ,NA ,MC Shimla,No ,No,Municipal Corporation Shimla,626Dated23022021,2021_MC_45045_13,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,500.0,Executive Engineer RB MC Shimla,Shimla,No,"32,800",No,fixed,,Executive Engineer RB MC Shimla,Shimla,1.0,Fee/PreQual/Technical,.pdf,Cost of form in shape of DD as per e procurement notice,03-Mar-2021 06:00 PM,18-Mar-2021 02:00 PM,03-Mar-2021 06:00 PM,17-Mar-2021 05:00 PM,NA ,NA ,03-Mar-2021 06:00 PM,17-Mar-2021 05:00 PM,24-Mar-2021 11:55 AM,Executive Engineer RB MC Shimla,Executive Engineer RB MC Shimla,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,203929,babu ram,17-Mar-2021 01:19 PM,Accepted-AOC,Accepted due to lowest rates,12-Apr-2021 02:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,.pdf,Earnest money in shape of FDR and exemption shall not be allowed,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,203908,DINESH,17-Mar-2021 12:32 PM,Rejected-Finance,The rates are on higher side hence rejected,12-Apr-2021 02:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of registration with HPPWD in appropriate class and latest renewal thereof,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,203933,Gaurav Parihar,17-Mar-2021 01:23 PM,Rejected-Finance,The rates are on higher side hence rejected,12-Apr-2021 02:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income Tax GST and EPF registration PAN Permanent Account No and GST No,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,203957,Kapil Chand,17-Mar-2021 01:54 PM,Rejected-Finance,The rates are on higher side hence rejected,12-Apr-2021 02:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Scanned copy of Proforma, Tender Notice and Form MW-7 duly signed",,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,204030,PRADEEP THAKUR,17-Mar-2021 04:18 PM,Rejected-Finance,The rates are on higher side hence rejected,12-Apr-2021 02:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Schedule of Quantity (BOQ),,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,203921,PUSHPENDER SHARMA,17-Mar-2021 01:14 PM,Rejected-Finance,The rates are on higher side hence rejected,12-Apr-2021 02:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,203981,RAJINDER SINGH VERMA,17-Mar-2021 03:21 PM,Rejected-Finance,The rates are on higher side hence rejected,12-Apr-2021 02:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,204001,Ramesh Chand Verma,17-Mar-2021 03:39 PM,Rejected-Finance,The rates are on higher side hence rejected,12-Apr-2021 02:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,203502,SEEMA VERMA,15-Mar-2021 03:06 PM,Rejected-Technical,Tender document not submitted hence rejected,24-Mar-2021 11:54 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
