Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Executive Engineer,Kumarsain Division HPPWD Kumarsain,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (indicated in Schedule F),17-Dec-2020 05:30 PM,01-Jan-2021 11:00 AM,17-Dec-2020 06:00 PM,31-Dec-2020 06:00 PM,NA ,NA ,17-Dec-2020 06:00 PM,31-Dec-2020 06:00 PM,05-Jan-2021 11:30 AM,Construction of road from Kachineghatti Aur to Kalmu Galani Km 0/000 to 2/300 SH Construction of PCC Retaining wall and Breast wall at various RDs Construction of wire crate Retaining wall at Various Rds and Providing and laying Kharanja stone soli,Construction of road from Kachineghatti Aur to Kalmu Galani Km 0/000 to 2/300 SH Construction of PCC Retaining wall and Breast wall at various RDs Construction of wire crate Retaining wall at Various Rds and Providing and laying Kharanja stone solin,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Kumarsain,172029.0,NA ,NA ,NA ,Kumarsain,No ,No,"34,900",Yes,fixed,,EE Kumarsain,Kumarsain,PWD,PW-KMS-AB-NIT/2020-9263-64 dated 07.12.2020,2020_PWD_43256_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,EE Kumarsain,Kumarsain,No,AOC,Er.Manoj Sehgal,Internal,"XEN,Supdt. Account, HDM",Manoj Kumar Sehgal,05-Jan-2021 10:21 AM,05-Jan-2021 11:30 AM,techsummary_64066.pdf (397.21 KB),PWD,2020_PWD_43256_1,PW-KMS-AB-NIT/2020-9263-64 dated 07.12.2020,Construction of road from Kachineghatti Aur to Kalmu Galani Km 0/000 to 2/300 SH Construction of PCC Retaining wall and Breast wall at various RDs Construction of wire crate Retaining wall at Various Rds and Providing and laying Kharanja stone soli,28-Apr-2021,"INR 3,266,442",90.0,Manoj Kumar Sehgal,28-Apr-2021 11:05 AM,Kalmu.pdf (509.00 KB),AOC,Er. Manoj Sehgal,Internal,"XEN,Supdt.,HDM",Manoj Kumar Sehgal,28-Apr-2021 11:03 AM,finsummary_64066.pdf (397.21 KB),1.0,194491.0,NISHANT BHARDWAJ,INR,"3,266,442",Finance,Summary of Technical Bid Evaluation,Manoj Kumar Sehgal,05-Jan-2021 11:48 AM,finance_64066.pdf,BOQ Comparative Chart,1.0,194548.0,MITLESH BISHT,31-Dec-2020 05:44 PM,Rejected-Finance,Due to 3rd lowest contractor,28-Apr-2021 11:03 AM,Technical,Bid Opening Summary,Manoj Kumar Sehgal,04-Jan-2021 03:14 PM,technical_64066.pdf,AOC
,,2.0,BC - Bankers Cheque,,,.pdf,Earnest Money Deposit (indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,194491.0,NISHANT BHARDWAJ,31-Dec-2020 11:57 AM,Accepted-AOC,Accept,28-Apr-2021 11:05 AM,,,,,,AOC
,,3.0,FDR - Fixed Deposit,,,.pdf,Contractors Registration (Refer General Rule No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,194474.0,PANKUSH BHARDWAJ,31-Dec-2020 03:59 PM,Rejected-Finance,Due to 4th Lowest Bedder,28-Apr-2021 11:03 AM,,,,,,AOC
,,,,,,.pdf,G.S.T Registration Number (Refer General Rule No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,194534.0,VIDYA DUTT GAUTAM,31-Dec-2020 04:12 PM,Rejected-Finance,Due to 2nd Lowest Contractor,28-Apr-2021 11:03 AM,,,,,,AOC
,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,. EPF Registration Number Refer General Rule 25-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,"List of Machinery, Tool, Plant along with documentary proof of ownership (Refer Schedule F with ref",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Form No. 8 (Refer General Rule No 26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Affidavit regarding not more than two works in hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
