EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
0.0,No,fixed,,Nil,Nil,0.0,Nil,Nil,No,Printing and supply of Training Module Under NMHP,Printing and supply of Training Module Under NMHP,Please refer Tender documents. ,NA ,"16,20,000",Publishing/Printing,NA ,Rate Contract,90.0,120.0,27 District Drug Warehouse,781005.0,"O/O Mission Director,NHM,Assam ","O/o Mission Director, NHM,Assam, Saikia Commercial Complex, Christanbasti, G.S.Road, Guwahati ",20-Jul-2019 03:30 PM ,"O/O Mission Director, NHM,Assam",No ,No,19-Jul-2019 09:00 AM,31-Jul-2019 05:00 PM,19-Jul-2019 09:00 AM,31-Jul-2019 02:00 PM,NA ,NA ,24-Jul-2019 09:00 AM,31-Jul-2019 02:00 PM,National Health Mission||State Programme Management Unit - NHM,NHM-47022/1/2018-NMHP/10226,2019_NHM_13623_1,Yes,Open Limited,Supply,Goods,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.xls,Financial,"MD,NHM,Assam","O/o Mission Director, NHM,Assam, Saikia Commercial Complex, Christanbasti, G.S.Road, Guwahati",AOC,ED,Internal,"SPM, DME(SHQ), DF FM, Consultant(NMHP)",Dipjyoti Deka,03-Apr-2021 03:50 PM,techsummary_21070.pdf (97.19 KB),ED,Internal,"SPM,DME,DF,FM Consultant(NMHP)",Dipjyoti Deka,03-Apr-2021 04:04 PM,finsummary_21070.pdf (97.19 KB),National Health Mission||State Programme Management Unit - NHM,2019_NHM_13623_1,NHM-47022/1/2018-NMHP/10226,Printing and supply of Training Module Under NMHP,1.0,62664.0,Darpan Publications International Limited,INR,0.0,03-Apr-2021,INR 1620000.0,120.0,Dipjyoti Deka,03-Apr-2021 04:05 PM,TenderMinutes.pdf (97.00 KB),PIP approval,1,62656,Aurora Fine Arts,31-Jul-2019 11:54 AM,Rejected-Finance,High Rate,03-Apr-2021 04:04 PM,Finance,Opend,Kanak Deka,31-Jul-2019 05:20 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,62645,Baju Associates,31-Jul-2019 01:30 AM,Rejected-Finance,High Rate,03-Apr-2021 04:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,62569,CDC PRINTERS PVT. LTD,29-Jul-2019 02:46 PM,Rejected-Finance,High Rate,03-Apr-2021 04:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,62664,Darpan Publications International Limited,31-Jul-2019 01:06 PM,Accepted-AOC,PIP approval,03-Apr-2021 04:05 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,62662,F M Printers,31-Jul-2019 12:57 PM,Rejected-Finance,High Rate,03-Apr-2021 04:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,62672,Infinity Advertising Services Pvt Ltd,31-Jul-2019 01:49 PM,Rejected-Finance,High Rate,03-Apr-2021 04:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,62666,MAA MANASHA PRINTERS,31-Jul-2019 01:22 PM,Rejected-Finance,High Rate,03-Apr-2021 04:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,62624,Mittal Enterprises,30-Jul-2019 02:23 PM,Rejected-Finance,High Rate,03-Apr-2021 04:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,62667,Nova Publications and Printers Pvt. Ltd,31-Jul-2019 01:35 PM,Rejected-Finance,High Rate,03-Apr-2021 04:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,62659,Singhania printing press LLP,31-Jul-2019 12:01 PM,Rejected-Finance,High Rate,03-Apr-2021 04:04 PM,,,,,,,AOC
