Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Executive Engineer,"Nurpur Division, HP PWD., Nurpur",500.0,EE Nurpur,Nurpur,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form in the shape of e-challan,Const.of link road to Harijan Basti Minjgran kms 0/0 to 2/500,P/L Interlocking paver block ISI marked and Const. of V-shape drain with edge wall at various reaches,Please refer Tender documents. ,NA ,"16,32,990",Civil Works - Roads,NA ,Tender,90.0,90.0,Nurpur,176202.0,NA ,NA ,NA ,Nurpur,No ,No,PWD,PWN/CB/GA/E-27/20-21-6374-78 dt.19/2/21,2021_PWD_44765_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"32,000",No,fixed,,EE Nurpur,Nurpur,24-Feb-2021 04:00 PM,16-Mar-2021 10:30 AM,24-Feb-2021 04:00 PM,15-Mar-2021 04:00 PM,24-Feb-2021 04:00 PM ,15-Mar-2021 04:00 PM ,24-Feb-2021 04:00 PM,15-Mar-2021 04:00 PM,26-Mar-2021 04:45 PM,1.0,FDR - Fixed Deposit,AOC,Er. DK Dhiman,Internal,"HDM, Supdt. DAO, GA",Dinesh Kumar Dhiman,26-Mar-2021 04:42 PM,26-Mar-2021 04:45 PM,techsummary_67215.pdf (162.51 KB),PWD,2021_PWD_44765_2,PWN/CB/GA/E-27/20-21-6374-78 dt.19/2/21,Const.of link road to Harijan Basti Minjgran kms 0/0 to 2/500,28-Apr-2021,"INR 1,586,335",90.0,Dinesh Kumar Dhiman,28-Apr-2021 12:32 PM,MinjInterlocking.pdf (163.00 KB),AOC,Er. DK Dhiman,Internal,"GA,HDM, Supdt.",Dinesh Kumar Dhiman,28-Apr-2021 12:26 PM,finsummary_67215.pdf (162.51 KB),Finance,Bid opening summary,Dinesh Kumar Dhiman,28-Apr-2021 12:18 PM,finance_67215.pdf,BOQ Comparative Chart,1.0,203030.0,SOHAN SINGH CONTRACTOR,INR,"1,586,335",1,203417,BALWAN SINGH,15-Mar-2021 12:23 PM,Rejected-AOC,qualified,28-Apr-2021 12:32 PM,Technical,Bid opening summary,Dinesh Kumar Dhiman,26-Mar-2021 04:38 PM,technical_67215.pdf,AOC
,,,,,,,,.pdf,Earnest money in the shaper of FDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,203470,Bhiwani Singh,15-Mar-2021 02:27 PM,Rejected-AOC,qualified,28-Apr-2021 12:32 PM,,,,,,AOC
,,,,,,,,.pdf,Copy of enlistment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,202879,Karan Singh,11-Mar-2021 07:30 PM,Rejected-AOC,qualified,28-Apr-2021 12:32 PM,,,,,,AOC
,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,202963,M/S AJAY KUMAR GOVT CONTRACTOR,12-Mar-2021 03:41 PM,Rejected-AOC,qualified,28-Apr-2021 12:32 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,203390,M/S ASHISH KUMAR GOVT CONTRACTOR,15-Mar-2021 02:22 PM,Rejected-AOC,qualified,28-Apr-2021 12:32 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,203508,NARESH KATOCH,15-Mar-2021 03:08 PM,Rejected-AOC,qualified,28-Apr-2021 12:32 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,203475,PANKAJ MAHAJAN,15-Mar-2021 02:33 PM,Rejected-AOC,qualified,28-Apr-2021 12:32 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,203427,Rajeshwar Singh,15-Mar-2021 01:00 PM,Rejected-AOC,qualified,28-Apr-2021 12:32 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,203456,ROHIT VERMA,15-Mar-2021 02:05 PM,Rejected-AOC,qualified,28-Apr-2021 12:32 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,203030,SOHAN SINGH CONTRACTOR,14-Mar-2021 10:43 AM,Accepted-AOC,qualified,28-Apr-2021 12:32 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,202928,Tarsem Singh,12-Mar-2021 01:00 PM,Rejected-AOC,qualified,28-Apr-2021 12:32 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,203514,VIVEK MAHAJAN,15-Mar-2021 03:17 PM,Rejected-AOC,qualified,28-Apr-2021 12:32 PM,,,,,,AOC
