S.No,Instrument Type,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD,"Construction of Rajasav Sadan Building at Nagrota Bagwan in District Kangra (H.P.). (Deposit Work) (SH-Construction of building portion including water supply and sanitary installation, Construction of Septic Tank and Rain water Harvesting system)","Construction of Rajasav Sadan Building at Nagrota Bagwan in District Kangra (H.P.). (Deposit Work) (SH-Construction of building portion including water supply and sanitary installation, Construction of Septic Tank and Rain water Harvesting system)",Please refer Tender documents. ,NA ,"35,05,032",Civil Works - Buildings,NA ,Tender,120.0,180.0,Tanda,176002.0,NA ,NA ,NA ,Executive Engineer HP PWD Division Tanda,No ,No,"1,500",Executive Engineer HP PWD Divison Tanda,kangra,No,Executive Engineer,Executive Engineer HP PWD Division Tanda,PWD,PWD-Civil-11111-40-Tanda,2020_PWD_43268_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"60,000",No,fixed,,Executive Engineer HP PWD Divison Tanda,Tanda at Nagrota Bagwan,16-Dec-2020 05:00 PM,29-Dec-2020 11:30 AM,16-Dec-2020 05:00 PM,28-Dec-2020 05:00 PM,NA ,NA ,16-Dec-2020 05:00 PM,28-Dec-2020 05:00 PM,02-Jan-2021 02:00 PM,AOC,Dr Suresh Kumar Walia,Internal,Er Surinder AE Ajit Kumar Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,31-Dec-2020 03:47 PM,02-Jan-2021 02:00 PM,techsummary_64096.pdf (757.43 KB),PWD,2020_PWD_43268_1,PWD-Civil-11111-40-Tanda,"Construction of Rajasav Sadan Building at Nagrota Bagwan in District Kangra (H.P.). (Deposit Work) (SH-Construction of building portion including water supply and sanitary installation, Construction of Septic Tank and Rain water Harvesting system)",09-Apr-2021,"INR 4,257,226",180.0,Suresh Kumar Walia,12-Apr-2021 04:23 PM,Award.pdf (601.00 KB),Award,Dr Suresh Kumar Walia,Internal,Er Surinder AE Ajit Kumar Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Ankit Kumar,06-Jan-2021 12:44 PM,finsummary_64096.pdf (195.25 KB),1.0,194143.0,Ankit Garg,28-Dec-2020 04:27 PM,Rejected-Technical,Not Fullfill caretaria,31-Dec-2020 03:51 PM,Technical,Sum,Suresh Kumar Walia,31-Dec-2020 03:39 PM,technical_64096.pdf,Finance,Sum,Ankit Kumar,06-Jan-2021 12:40 PM,finance_64096.pdf,BOQ Comparative Chart,1.0,193904.0,Puneet Khosla,INR,"4,257,226",AOC
2.0,FDR - Fixed Deposit,,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,194037.0,parveen kumar,28-Dec-2020 11:36 AM,Rejected-Finance,Lowest 3,06-Jan-2021 12:48 PM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Copy of Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,193904.0,Puneet Khosla,28-Dec-2020 11:47 AM,Accepted-AOC,Award,12-Apr-2021 04:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,194127.0,Shubham Kashyap,28-Dec-2020 04:41 PM,Rejected-Technical,Not Fullfill caretaria,31-Dec-2020 03:51 PM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,193984.0,VENYA CONSTRUCTIONS AND SUPPLIER,27-Dec-2020 07:35 PM,Rejected-Finance,Lowest 2,06-Jan-2021 12:48 PM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Work done Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Detail of Machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
