S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,197928.0,LSR Medical Private Limited,INR,"2,656,840",Finance,Sum,Suresh Kumar Walia,17-Mar-2021 03:12 PM,finance_65656.pdf,BOQ Comparative Chart,Technical,Sum,Suresh Kumar Walia,08-Mar-2021 04:27 PM,technical_65656.pdf,1.0,197542.0,j k m consultant,09-Feb-2021 11:39 AM,Rejected-Finance,Lowest 2,12-Apr-2021 03:39 PM,12-Apr-2021,"INR 2,656,840",90.0,Suresh Kumar Walia,12-Apr-2021 03:40 PM,Award.pdf (215.00 KB),Award,Dr Suresh Kumar walia,Internal,Er Surinder AE Kartar Chand Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,12-Apr-2021 03:38 PM,finsummary_65656.pdf (193.16 KB),Dr Suresh Kumar Walia,Internal,"SP Verma DAO Ashok Kumar Elct. AE Vinay Mehra AE, Dr Dheeraj Sharma , Dr Jai Singh",Suresh Kumar Walia,08-Mar-2021 04:28 PM,10-Mar-2021 11:00 AM,techsummary_65656.pdf (684.24 KB),PWD,2020_PWD_43415_6,PWD-Civil-11175-11205-Tanda,Providing fixing supply and Installation of Medical Gas pipe line system at Dr RPGMC Kangra at Tanda in Distt Kangra (HP),AOC,Executive Engineer,Executive Engineer HP PWD Division Tanda,1.0,Corrigendum,Fee,,"1,500",Executive Engineer HP PWD Divison Tanda,Kangra,No,1.0,DD - Demand Draft,PWD,PWD-Civil-11175-11205-Tanda,2020_PWD_43415_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD,01-Feb-2021 06:00 PM,12-Feb-2021 11:30 AM,01-Feb-2021 06:00 PM,11-Feb-2021 05:00 PM,NA ,NA ,01-Feb-2021 06:00 PM,11-Feb-2021 05:00 PM,10-Mar-2021 11:00 AM,"54,000",No,fixed,,Executive Engineer HP PWD Divison Tanda,Tanda at Nagrota Bagwan,Providing fixing supply and Installation of Medical Gas pipe line system at Dr RPGMC Kangra at Tanda in Distt Kangra (HP),"Providing and fixing, Supply and installation of Medical Gas pipe line system at Burn Unit including maintenance for five year (Deposit Work).",Please refer Tender documents. ,NA ,"30,94,800",Civil Works,NA ,Tender,120.0,90.0,Tanda,176002.0,NA ,NA ,NA ,Executive Engineer HP PWD Division Tanda,No ,No,AOC
,,,,,,,,,,,,,,,,2.0,197928.0,LSR Medical Private Limited,11-Feb-2021 10:42 AM,Accepted-AOC,Award,12-Apr-2021 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Corrigendum,Other,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,197243.0,Medical Products Service,11-Feb-2021 03:01 PM,Rejected-Finance,Lowest 3,12-Apr-2021 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done Certificate as per Schedule F and read the makes and TS at Page no 96-109 in SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking no arbitration/litigation with PWD in pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
