Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,S.No.2,Category,Sub Category,Sub Category Description,Format/File,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.3,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
PWD,6364-6400,2021_PWD_44243_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Restoration of Pinjore Baddi Nalagarh Swarghat Road on NH 21A New NH105 from km 35/00 to 66/275,Restoration of Kundlu Bridge at RD 48/918 with Gabion structure and floor mattress Job No.4 Against NDRF and CRF,As per tender document ,NA ,,Civil Works - Bridges,NA ,Tender,120.0,180.0,Nalagarh,174101.0,NA ,NA ,NA ,Solan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and earnest money deposit,1.0,DD - Demand Draft,1.0,Change in key dates,Date,,Executive Engineer NH Division HPPWD Solan,Executive Engineer NH Division HPPWD Solan,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,11-Feb-2021 05:00 PM,02-Mar-2021 11:00 AM,11-Feb-2021 05:00 PM,02-Mar-2021 10:30 AM,NA ,NA ,11-Feb-2021 05:00 PM,02-Mar-2021 10:30 AM,24-Mar-2021 11:00 AM,"51,500",No,fixed,,Executive Engineer NH Division HPPWD Solan,Solan,"1,500",Executive Engineer NH Division HPPWD Solan,Solan,No,1.0,199863.0,MANPREET KUMAR GOVT. CONTRACTOR,01-Mar-2021 06:40 PM,Accepted-AOC,Being L1,07-Aug-2023,Technical,technical summary,Kulbir Singh Thakur,24-Mar-2021 10:42 AM,technical_66345.pdf,1.0,199863.0,MANPREET KUMAR GOVT. CONTRACTOR,INR,"2,398,193",Finance,financial summary,Kulbir Singh Thakur,24-Mar-2021 12:54 PM,finance_66345.pdf,BOQ Comparative Chart,Er Kulbir Singh Thakur EE,Internal,Miss Akriti Aggrawal AO Sh Ghanshyam Mehta HDM Sh Rajinder Singh Supdtt Gr II Smt Samriti Verma TA,Kulbir Singh Thakur,24-Mar-2021 10:48 AM,24-Mar-2021 11:00 AM,techsummary_66345.pdf (540.65 KB),PWD,2021_PWD_44243_4,6364-6400,Restoration of Pinjore Baddi Nalagarh Swarghat Road on NH 21A New NH105 from km 35/00 to 66/275,01-Apr-2021,"INR 2,398,193",180.0,Kulbir Singh Thakur,07-Aug-2023 04:36 PM,LOAkundlumanpreet.pdf (511.00 KB),LOA,Er Kulbir Singh Thakur EE,Internal,Miss Akriti Aggrawal AO Sh Ghanshyam Mehta HDM Sh Rajinder Singh Supdtt Gr II Smt Samriti Verma TA,Kulbir Singh Thakur,24-Mar-2021 12:58 PM,finsummary_66345.pdf (256.74 KB)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,2.0,FDR - Fixed Deposit,2.0,Change in earnest money and nomenclature of Schedule of Quantity,Other,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,,,,,,,,,,,2.0,199832.0,RAJINDER KUMAR CONTRACTOR,01-Mar-2021 05:59 PM,Rejected-Finance,Being L2,24-Mar-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Sales tax / GST,,,,,,,,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tools and plant",,,,,,,,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of correctness of all the documents,,,,,,,,,5.0,Machinery Details ,Machinery Details ,Machinery Details ,HP_Machinery.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding both gazetted and non-gazetted employees of HPPWD related to him.,,,,,,,,,6.0,Miscellaneous ,Existing Work Order Commitment ,Ongoing Work Order Details with percentage of work completed ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of bid,,,,,,,,,7.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF number as mentioned in SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
