Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","Job 10 Link road from Chetran Umrali road to Barhe mohalla of village Dulehar km.0-0 to 0-360 Sub Head Providing and Laying embankment, WMM and BC at RD 0-0 to 0-360 Under MMGSY","Job 10 Link road from Chetran Umrali road to Barhe mohalla of village Dulehar km.0-0 to 0-360 Sub Head Providing and Laying embankment, WMM and BC at RD 0-0 to 0-360 Under MMGSY",Please refer to Bidding Documents ,NA ,,Civil Works - Roads,NA ,Tender,75.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),23-Feb-2021 05:00 PM,02-Mar-2021 11:00 AM,23-Feb-2021 05:30 PM,02-Mar-2021 09:00 AM,NA ,NA ,23-Feb-2021 05:30 PM,02-Mar-2021 09:00 AM,09-Mar-2021 10:00 AM,PWD,Job 10 Link road from Chetran Umrali road to Barhe,2021_PWD_44715_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"16,000",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,1.0,FDR - Fixed Deposit,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,AOC,1.0,201205.0,ganesh,02-Mar-2021 12:28 AM,Rejected-AOC,ok,05-Apr-2021 04:34 PM,Technical,TechnicalBidOpeningSummary,Gurcharan Singh Rana,03-Mar-2021 03:30 PM,technical_67121.pdf,Finance,Proceedingregardingopeningoffinancialbids,Arvind Chaudhary,10-Mar-2021 11:32 AM,finance_67121.pdf,BOQ Comparative Chart,1.0,200969.0,R.D. DUVEDI,INR,"811,232",PWD,2021_PWD_44715_1,Job 10 Link road from Chetran Umrali road to Barhe,"Job 10 Link road from Chetran Umrali road to Barhe mohalla of village Dulehar km.0-0 to 0-360 Sub Head Providing and Laying embankment, WMM and BC at RD 0-0 to 0-360 Under MMGSY",Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Gurcharan Singh Rana,08-Mar-2021 07:26 PM,09-Mar-2021 10:00 AM,techsummary_67121.pdf (511.82 KB),Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Arvind Chaudhary,10-Mar-2021 12:41 PM,finsummary_67121.pdf (430.31 KB),27-Mar-2021,"INR 795,363",30.0,Arvind Chaudhary,05-Apr-2021 04:34 PM,Awardletter.pdf (825.00 KB),Awardletter,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,200969.0,R.D. DUVEDI,01-Mar-2021 06:46 PM,Accepted-AOC,ok,05-Apr-2021 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,201178.0,SS CONSTRUCTION COMPANY,01-Mar-2021 11:20 PM,Rejected-AOC,ok,05-Apr-2021 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
