Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Baddi Barotiwala Nalagarh Development Authority||Director Industries to the Govt. of H.P.Shimla||CEO BBNDA at Baddi Distt.Solan (H.P.)||Executive Engineer (Project Division) BBNDA,BBNDA-06(PROJECT)NIT/685-695 DATED 04.02.2021,2021_BBNDA_44185_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,500.0,EE BBNDA BADDI,BBNDA BADDI,No,10-Feb-2021 05:00 PM,23-Feb-2021 11:00 AM,10-Feb-2021 05:00 PM,20-Feb-2021 05:00 PM,10-Feb-2021 05:00 PM ,19-Feb-2021 05:00 PM ,10-Feb-2021 05:00 PM,20-Feb-2021 05:00 PM,10-Mar-2021 11:00 AM,1.0,EMD changed,Fee,,EE BBNDA BADDI,BBNDA BADDI,"27,700",No,fixed,,EE BBNDA BADDI,BBNDA BADDI,"Link road from Nalagarh Dabhota Road to Shivalik Solid Waste Management Plant.(SH - C/o drain, Retaining wall AND RCC Hume pipe culvert )","Link road from Nalagarh Dabhota Road to Shivalik Solid Waste Management Plant.(SH - C/o drain, Retaining wall AND RCC Hume pipe culvert )",Please refer Tender documents. ,NA ,"13,83,477",Civil Works - Roads,NA ,Tender,90.0,60.0,NALAGARH,174101.0,NA ,NA ,NA ,BBNDA BADDI,No ,No,1.0,FDR - Fixed Deposit,AOC,Jt. CEO,Internal,"EE, JC, AE I, AE II, HDM and Clerk",pardeep kumar,18-Mar-2021 03:14 PM,finsummary_66205.pdf (387.79 KB),1.0,199448.0,YOGESH GOVT.CONTRACTOR,INR,"1,088,393",Baddi Barotiwala Nalagarh Development Authority||Director Industries to the Govt. of H.P.Shimla||CEO BBNDA at Baddi Distt.Solan (H.P.)||Executive Engineer (Project Division) BBNDA,2021_BBNDA_44185_1,BBNDA-06(PROJECT)NIT/685-695 DATED 04.02.2021,"Link road from Nalagarh Dabhota Road to Shivalik Solid Waste Management Plant.(SH - C/o drain, Retaining wall AND RCC Hume pipe culvert )",05-Apr-2021,"INR 1,383,477",60.0,pardeep kumar,19-Apr-2021 04:02 PM,YogeshKumarAOC.pdf (402.00 KB),AOC,Finance,Financial Summary,pardeep kumar,18-Mar-2021 03:08 PM,finance_66205.pdf,BOQ Comparative Chart,Technical,Bid Opening Summary,Satpal Singh,06-Mar-2021 03:54 PM,technical_66205.pdf,Addl. CEO,Internal,"EE, JC, AE I , AE II, HDM and Clerk",Satpal Singh,06-Mar-2021 04:39 PM,10-Mar-2021 11:00 AM,techsummary_66205.pdf (586.77 KB),1,198993,BHAJAN SINGH,17-Feb-2021 05:44 PM,Rejected-Finance,Reject,18-Mar-2021 03:14 PM,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,199342,Chander Mohan Chawla,19-Feb-2021 10:57 PM,Rejected-Finance,Reject,18-Mar-2021 03:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,199254,DILWAR GOVT CONTRACTOR,19-Feb-2021 11:12 AM,Rejected-Finance,Reject,18-Mar-2021 03:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,198902,Gurjeet singh,19-Feb-2021 12:17 PM,Rejected-Finance,Reject,18-Mar-2021 03:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,199294,Gursewak singh govt contractor,20-Feb-2021 10:02 AM,Rejected-Technical,As mentioned in technical Evaluation,06-Mar-2021 04:39 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,199227,HARJOT SINGH CONTRACTOR,18-Feb-2021 11:04 PM,Rejected-Finance,Reject,18-Mar-2021 03:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,199233,HARKIT SINGH,19-Feb-2021 12:09 AM,Rejected-Finance,Reject,18-Mar-2021 03:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,199174,IQBAL MOHAMAD,18-Feb-2021 04:18 PM,Rejected-Technical,As mentioned in technical Evaluation,06-Mar-2021 04:39 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,199202,JASWINDER KUMAR,18-Feb-2021 06:22 PM,Rejected-AOC,Reject,19-Apr-2021 04:02 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,199480,LAJJA RAM,20-Feb-2021 04:26 PM,Rejected-Finance,Reject,18-Mar-2021 03:14 PM,AOC
