Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
EXECUTIVE ENGINEER,HPPWD DIVISION JAWALI EXECUTIVE ENGINEER,1.0,ICICI BANK,PWD,PWJ/CB/TENDER/20-9478-9508 Dt 13-08-20,2020_PWD_42051_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender online or offline (indicated in Schedule F),30-Oct-2020 04:00 PM,10-Nov-2020 11:30 AM,30-Oct-2020 04:00 PM,09-Nov-2020 04:00 PM,NA ,NA ,30-Oct-2020 04:00 PM,09-Nov-2020 04:00 PM,17-Nov-2020 11:30 AM,"3,06,150",No,fixed,,EE JAWALI,JAWALI,"5,000",EE JAWALI,JAWALI,No,Construction of Additional Block in Community Health Centre Building at Nagrota Surian,"Construction of Building Portion Ground Floor, First Floor, Second floor and Third floor including Water Supply and Sanitary Installation work, Rain Water Harvesting System",Please refer Tender documents. ,NA ,"2,73,64,765",Civil Works - Buildings,NA ,Tender,90.0,540.0,JAWALI,176023.0,NA ,NA ,NA ,HPPWD DIVISION JAWALI,No ,No,AOC,PWD,2020_PWD_42051_1,PWJ/CB/TENDER/20-9478-9508 Dt 13-08-20,Construction of Additional Block in Community Health Centre Building at Nagrota Surian,Er.J.S.Thakur EE,Internal,"AE jawali,DAO,Supdt-Gr-II,D/Man",Jagtar Singh Thakur,12-Nov-2020 03:41 PM,17-Nov-2020 11:30 AM,techsummary_62065.pdf (703.33 KB),Er. J.S Thakur EE,Internal,"Assistant Engineer,DAO,Supdt-Gr-II,D/Man",Jagtar Singh Thakur,27-Apr-2021 11:18 AM,finsummary_62065.pdf (703.62 KB),27-Apr-2021,"INR 31,826,123",540.0,Jagtar Singh Thakur,27-Apr-2021 11:21 AM,Award.pdf (1671.00 KB),Award,1.0,185732.0,Naveen sharma,INR,"31,826,123",Finance,Proceeding,Jagtar Singh Thakur,27-Apr-2021 11:13 AM,finance_62065.pdf,BOQ Comparative Chart,1.0,185633.0,Kumar,07-Nov-2020 04:19 PM,Rejected-AOC,Reject,27-Apr-2021 11:21 AM,Technical,Proceeding,Jagtar Singh Thakur,12-Nov-2020 03:38 PM,technical_62065.pdf,AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Earnest of Money online or offline (indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,185732.0,Naveen sharma,09-Nov-2020 10:46 AM,Accepted-AOC,Accepted,27-Apr-2021 11:21 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rules No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,185656.0,suresh kumar gupta,09-Nov-2020 09:28 AM,Rejected-AOC,Reject,27-Apr-2021 11:21 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"GST No, PAN No, EPF (Refer General Rules No.21)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,185709.0,Ujjawal Singh,08-Nov-2020 09:52 PM,Rejected-AOC,Reject,27-Apr-2021 11:21 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"Work done, one similar nature work not less than forty percent amount put to tender last five years",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Detail of machinery and equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Detail regarding arbitration litigation cases for the last five years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that the information furnished with BID documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit not more than two works in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and upload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
