Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
500.0,EE Kumarsain,Kumarsain,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (indicated in Schedule F),PWD,PW-KMS-AB-NIT/2020-21-12267-69 dated 01.02.2021,2021_PWD_44052_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,"29,300",No,fixed,,EE Kumarsain,Kumarsain,"Construction of Batra Nallah to Bijlidhar road Km 0/000 to 2/000 SH Formation Cutting 5/7 mtr wide Road Km. 0/735 to 1/270 and Construction of 900mm dia Hume Pipe Culvert at various RD including both side wing wall, C/O Wire Crate Retaining Wall/Wire","Construction of Batra Nallah to Bijlidhar road Km 0/000 to 2/000 SH Formation Cutting 5/7 mtr wide Road Km. 0/735 to 1/270 and Construction of 900mm dia Hume Pipe Culvert at various RD including both side wing wall, C/O Wire Crate Retaining Wall/Wire",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,180.0,Kumarsain,172029.0,NA ,NA ,NA ,Kumarsain,No ,No,1.0,DD - Demand Draft,Executive Engineer,"Kumarsain Division, HP.PWD., Kumarsain",11-Feb-2021 05:00 PM,19-Feb-2021 11:00 AM,11-Feb-2021 05:30 PM,18-Feb-2021 06:00 PM,NA ,NA ,11-Feb-2021 05:30 PM,18-Feb-2021 06:00 PM,25-Feb-2021 11:00 AM,AOC,PWD,2021_PWD_44052_1,PW-KMS-AB-NIT/2020-21-12267-69 dated 01.02.2021,"Construction of Batra Nallah to Bijlidhar road Km 0/000 to 2/000 SH Formation Cutting 5/7 mtr wide Road Km. 0/735 to 1/270 and Construction of 900mm dia Hume Pipe Culvert at various RD including both side wing wall, C/O Wire Crate Retaining Wall/Wire",Er.Manoj Sehgal,Internal,"XEN,SUPDT,HDM",Manoj Kumar Sehgal,25-Feb-2021 10:03 AM,25-Feb-2021 11:00 AM,techsummary_65991.pdf (296.51 KB),Er. Manoj Sehgal,Internal,"XEN,Supdt, HDM",Manoj Kumar Sehgal,28-Apr-2021 10:42 AM,finsummary_65991.pdf (296.51 KB),28-Apr-2021,"INR 2,094,462",180.0,Manoj Kumar Sehgal,28-Apr-2021 10:43 AM,Bijlidhar.pdf (681.00 KB),AOC,1.0,199183.0,MITLESH BISHT,18-Feb-2021 04:45 PM,Accepted-AOC,Accept,28-Apr-2021 10:43 AM,Technical,Technical Bid Opening Summary,Manoj Kumar Sehgal,24-Feb-2021 03:03 PM,technical_65991.pdf,Finance,Summary Techanical Bid Evaluation,Manoj Kumar Sehgal,25-Feb-2021 11:47 AM,finance_65991.pdf,BOQ Comparative Chart,1.0,199183.0,MITLESH BISHT,INR,"2,094,462",AOC
,,,,,,.pdf,Earnest Money Deposit (indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,198875.0,parveen,18-Feb-2021 04:05 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Feb-2021 03:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Contractors Registration (Refer General Rule No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,199128.0,Rajan Rathore,18-Feb-2021 02:25 PM,Rejected-Finance,Due to 2nd Lowest Bedder,28-Apr-2021 10:42 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,G.S.T Registration Number (Refer General Rule No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,199155.0,REENA DEVI,18-Feb-2021 04:47 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Feb-2021 03:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,EPF Registration Number Refer General Rule 25-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,"List of Machinery, Tool, Plant along with documentary proof of ownership (Refer Schedule F with ref",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Form No. 8 (Refer General Rule No 26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Affidavit regarding not more than two works in hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
