Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","42,000",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,"Job 2 Restoration of Rain damages on Una Santokhgarh Road Km. 0-0 to 4-200 Sub Head C.o U-shape drain RD 1-435 to 1-626, 2-390 to 2-810, 3-255 to 3-650 Both side RD 13-050 to 13-250 and Retaining wall RD 0-960 to 1-005","Job 2 Restoration of Rain damages on Una Santokhgarh Road Km. 0-0 to 4-200 Sub Head C.o U-shape drain RD 1-435 to 1-626, 2-390 to 2-810, 3-255 to 3-650 Both side RD 13-050 to 13-250 and Retaining wall RD 0-960 to 1-005",Please refer to Bidding Documents ,NA ,,Civil Works - Roads,NA ,Tender,120.0,90.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,11-Dec-2020 10:00 AM,19-Dec-2020 11:00 AM,11-Dec-2020 10:30 AM,19-Dec-2020 09:00 AM,NA ,NA ,11-Dec-2020 10:30 AM,19-Dec-2020 09:00 AM,24-Dec-2020 10:00 AM,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,PWD,Job 2 Restoration of Rain damages on Una Santokhga,2020_PWD_43144_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),1.0,FDR - Fixed Deposit,AOC,1.0,192108.0,Shallu Malik Govt Contractor,17-Dec-2020 12:30 PM,Rejected-AOC,ok,12-Apr-2021 01:31 PM,Technical,TechnicalBidOpeningSummary,Gurcharan Singh Rana,23-Dec-2020 03:33 PM,technical_63903.pdf,1.0,192092.0,Shivalik Construction Company,INR,"2,534,528",Finance,Proceedingregardingopeningoffinancialbids,Gurcharan Singh Rana,29-Dec-2020 11:44 AM,finance_63903.pdf,BOQ Comparative Chart,PWD,2020_PWD_43144_1,Job 2 Restoration of Rain damages on Una Santokhga,"Job 2 Restoration of Rain damages on Una Santokhgarh Road Km. 0-0 to 4-200 Sub Head C.o U-shape drain RD 1-435 to 1-626, 2-390 to 2-810, 3-255 to 3-650 Both side RD 13-050 to 13-250 and Retaining wall RD 0-960 to 1-005",Er.G.S. Rana E.E.,Internal,TechnicalBidEvaluationSummary,Gurcharan Singh Rana,23-Dec-2020 03:43 PM,24-Dec-2020 10:00 AM,techsummary_63903.pdf (564.54 KB),Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Gurcharan Singh Rana,29-Dec-2020 12:10 PM,finsummary_63903.pdf (466.66 KB),31-Mar-2021,"INR 2,282,394",90.0,Arvind Chaudhary,12-Apr-2021 01:31 PM,Awardletter.pdf (839.00 KB),Awardletter,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,AOC,2.0,192092.0,Shivalik Construction Company,18-Dec-2020 01:53 PM,Accepted-AOC,ok,12-Apr-2021 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
