Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"5,000",Director Social Welfare Assam,Guwahti,No,1.0,Date Extension 2016_SWD_1199_1,Date,,1.0,Fee/PreQual/Technical,.pdf,Tender Fee and EMD,"3,43,500",No,percentage,2.0%,Director Social Welfare Assam,Guwahati,Social Welfare Department||Directorate of Social Welfare - SWD,"DSW(ICDS)G/59/2016/10, dtd. 9/11/2016",2016_SWD_1199_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,Uniform Saree/Chadar and Mekhela to 14936 AWWs and 13689 AWHs,"Supply of Uniform to AWWs and AWHs of the General Areas of district Cachar, Hailakandi, Karimganj, Morigaon, Nagaon",Please refer Tender documents. ,NA ,"1,71,75,000",Uniforms/Curtains/Clothes,NA ,Tender,45.0,60.0,Guwahati,781001.0,Directorate Social Welfare Assam ,Bal Bhawan M.G. Road Uzan Bazar Guwahati 781001  ,21-Nov-2016 02:00 PM ,Directorate Social Welfare Assam,No ,No,1.0,DD - Demand Draft,10-Nov-2016 10:00 AM,22-Dec-2016 11:00 AM,10-Nov-2016 11:00 AM,20-Dec-2016 03:00 PM,NA ,NA ,10-Nov-2016 12:00 PM,20-Dec-2016 03:00 PM,08-May-2017 11:00 AM,Director Social Welfare Assam,Bal Bhawan M.G. Road Uzan Bazar Guwahati 781001,AOC,Social Welfare Department||Directorate of Social Welfare - SWD,2016_SWD_1199_1,"DSW(ICDS)G/59/2016/10, dtd. 9/11/2016",Uniform Saree/Chadar and Mekhela to 14936 AWWs and 13689 AWHs,1,6452,Aman Udyog Private Limited,09-Dec-2016 12:38 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 01:56 PM,AOC
,,,,2.0,Corrigendum for Uniform Saree/Chadar and Mekhela to 14936 AWWs and 13689 AWHs,Technical Bid,,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,AOC,,,,,2,6370,ASSAM GOVERNMENT MARKETING CORPORATION LIMITED,09-Dec-2016 01:06 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 01:56 PM,AOC
,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,6681,AUNTYS CREATION,20-Dec-2016 04:08 AM,Rejected-Finance,Rejected in Technical Evaluation details in minutes,03-Jun-2017 12:34 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,6378,B K ENTERPRISE,20-Dec-2016 01:57 AM,Accepted-AOC,As per TIA,20-Jun-2018 04:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,6709,J D DREAMZ,20-Dec-2016 01:49 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 01:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,6455,Karma Enterprise,20-Dec-2016 11:48 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 01:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,6248,M/S PURBANCHAL HANDLOOM,09-Dec-2016 09:55 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 01:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8,6456,MS SEASONS,20-Dec-2016 12:57 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 01:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9,6634,M/S S.N.ENTERPRISE,19-Dec-2016 11:41 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 01:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10,6281,SAHAY,19-Dec-2016 06:48 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 01:56 PM,AOC
