Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Director Social Welfare,Internal,Director FAO Quality control officer industry dept technical person printing and stationery dept,Prabir Kumar Chakravarty,04-May-2017 02:36 PM,08-May-2017 11:00 AM,techsummary_1843.pdf (992.60 KB),Director,Internal,Director FA FAO Quality control officer Industry technical person printing and stationery Pediatric from Jt. Director Health Service,S. S. Meenakshi Sundaram,03-Jun-2017 01:19 PM,finsummary_1843.pdf (1553.06 KB),1,6334,Aman Udyog Private Limited,08-Dec-2016 09:41 PM,Rejected-AOC,As Per TIA,20-Jun-2018 03:59 PM,Technical,Minutes Printing Materials,Prabir Kumar Chakravarty,04-May-2017 02:34 PM,technical_1843.pdf,1.0,6650.0,Singhania printing press LLP,INR,5108225.0,Social Welfare Department||Directorate of Social Welfare - SWD,2016_SWD_1206_1,DSW(ICDS)G/35/2016/45 dtd. 9/11/2016,"Printing Materials (MPR of AWW, MPR of CDPO, APR of CDPO, ECCE Curriculum, APR of AWW)",Finance,TIA downloaded the BoQs of the bidders qualified in the technical evaluation stage and generated the CS of financial bids for each of the tenders.After detailed evaluation of the financial bid the CS and selection of successful bid would be posted.,Prabir Kumar Chakravarty,12-May-2017 05:05 PM,,BOQ Comparative Chart,04-Aug-2017,INR 5108225.0,60.0,Jayanta Kalita,20-Jun-2018 03:59 PM,PrintingofMPREtc.pdf (4932.00 KB),AOC,10-Nov-2016 10:00 AM,22-Dec-2016 11:00 AM,10-Nov-2016 11:00 AM,20-Dec-2016 03:00 PM,NA ,NA ,10-Nov-2016 12:00 PM,20-Dec-2016 03:00 PM,08-May-2017 11:00 AM,1.0,DD - Demand Draft,"Printing Materials (MPR of AWW, MPR of CDPO, APR of CDPO, ECCE Curriculum, APR of AWW)",Supply of Printing Materials to 46817 AWCs and 4094 Mini AWCs of the General Areas of Assam,Please refer Tender documents. ,NA ,"1,05,51,535",Miscellaneous Goods,NA ,Tender,45.0,60.0,Guwahati,781001.0,Directorate Social Welfare Assam ,Bal Bhawan M.G. Road Uzan Bazar Guwahati 781001  ,21-Nov-2016 02:00 PM ,Directorate Social Welfare Assam,No ,No,"2,11,031",No,percentage,2.0%,Director Social Welfare Assam,SWD,Social Welfare Department||Directorate of Social Welfare - SWD,DSW(ICDS)G/35/2016/45 dtd. 9/11/2016,2016_SWD_1206_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,Director Social Welfare Assam,Bal Bhawan M.G. Road Uzan Bazar Guwahati 781001,1.0,Fee/PreQual/Technical,.pdf,Tender Fee and EMD,1.0,Date Extension 2016_SWD_1206_1,Date,,"5,000",Director Social Welfare Assam,Guwahati,No,AOC
,,,,,,,,,,,,,2,6311,BHABANI OFFSET & IMAGING SYSTEMS PVT. LTD.,09-Dec-2016 12:20 PM,Rejected-Finance,Rejected in Technical Evaluation Details in Minutes,03-Jun-2017 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Details,,,,,,,,,AOC
,,,,,,,,,,,,,3,6215,D.P PRINTING UDYOG PVT LTD,08-Dec-2016 07:53 PM,Rejected-AOC,As Per TIA,20-Jun-2018 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,AOC
,,,,,,,,,,,,,4,6327,F M Printers,08-Dec-2016 08:29 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,6678,Genesis Printers & Publishers Pvt. Ltd,20-Dec-2016 02:04 AM,Rejected-AOC,As Per TIA,20-Jun-2018 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,6425,Janambhumi Press Private Limited,20-Dec-2016 01:20 PM,Rejected-AOC,As Per TIA,20-Jun-2018 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,6346,MAA MANASHA PRINTERS,19-Dec-2016 08:36 PM,Rejected-AOC,As Per TIA,20-Jun-2018 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,6342,Print Xpress,08-Dec-2016 09:46 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,6423,PRIYANKA PRINTERS,09-Dec-2016 11:19 AM,Rejected-AOC,As Per TIA,20-Jun-2018 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,6417,Purbashree Printing House,09-Dec-2016 11:03 AM,Rejected-AOC,As Per TIA,20-Jun-2018 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
