Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Social Welfare Department||Directorate of Social Welfare - SWD,2016_SWD_1202_1,No.DSW(ICDS)G/59/2016/13 dtd. 9/11/2016,Uniform Chadar and Mekhela to 11022 AWWs and 9982 AWHs,1,6290,ASSAM GOVERNMENT MARKETING CORPORATION LIMITED,08-Dec-2016 03:38 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:20 PM,AOC,"5,000",Director Social Welfare Assam,Guwahati,No,1.0,Date Extension 2016_SWD_1202_1,Date,,Uniform Chadar and Mekhela to 11022 AWWs and 9982 AWHs,"Supply of Uniform to AWWs and AWHs of the General Areas of district Nalbari, Barpeta, Bongaigaon, Dhubri, Goalpara",Please refer Tender documents. ,NA ,"1,26,02,400",Uniforms/Curtains/Clothes,NA ,Tender,45.0,60.0,Guwahati,781001.0,Directorate Social Welfare Assam ,Bal Bhawan M.G. Road Uzan Bazar Guwahati 781001 ,21-Nov-2016 02:00 PM ,Directorate Social Welfare Assam,No ,No,"2,52,048",No,percentage,2.0%,Director Social Welfare Assam,Guwahati,1.0,DD - Demand Draft,10-Nov-2016 10:00 AM,22-Dec-2016 11:00 AM,10-Nov-2016 11:00 AM,20-Dec-2016 03:00 PM,NA ,NA ,10-Nov-2016 12:00 PM,20-Dec-2016 03:00 PM,08-May-2017 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Details,Director Social Welfare Assam,Bal Bhawan M.G. Road Uzan Bazar Guwahati 781001,Social Welfare Department||Directorate of Social Welfare - SWD,No.DSW(ICDS)G/59/2016/13 dtd. 9/11/2016,2016_SWD_1202_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,AOC
,,,,2,6684,AUNTYS CREATION,20-Dec-2016 04:39 AM,Rejected-Finance,Rejected in technical evaluation details in minutes,03-Jun-2017 12:48 PM,AOC,,,,,2.0,Corrigendum for Uniform Chadar and Mekhela to 11022 AWWs and 9982 AWHs,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,.pdf,Tender Fee and EMD,,,,,,,,,,,,,,,,,AOC
,,,,3,6382,B K ENTERPRISE,20-Dec-2016 02:24 AM,Rejected-AOC,As Per TIA,20-Jun-2018 04:15 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,AOC
,,,,4,6337,Hanif Ali Ahmed,19-Dec-2016 07:05 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,6706,J D DREAMZ,20-Dec-2016 01:15 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,6450,Karma Enterprise,20-Dec-2016 11:43 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,6463,Luit Associates,09-Dec-2016 01:45 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,6660,MEGHALAYA TRADE AGENCY,19-Dec-2016 07:29 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,6624,M/S N.A. ENTERPRISE,18-Dec-2016 05:41 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,6266,MS Ocean Pearl Enterprise,08-Dec-2016 02:10 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
