Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
07-Feb-2018 12:15 PM,15-Feb-2018 02:00 PM,07-Feb-2018 12:20 PM,15-Feb-2018 02:00 PM,NA ,NA ,10-Feb-2018 10:05 AM,15-Feb-2018 02:00 PM,15-Feb-2018 06:55 PM,1.0,DD - Demand Draft,Department of Water Resources||Chief Engineer - DoWR,DIBRUGARH/SDRF/17-18/3,2018_DoWR_5572_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,Chief Engineer,O/O Chief Engineer Water Resources Department Chandmari,1.0,Fee,.pdf,Cost of Tender and EMD,Im at Saikhowa Bund Pk-1,Immediate measures at Saikhowa Bund Ph-III from ch. 700m to 1050m for the year 2017-18,Please refer Tender documents. ,NA ,"2,11,59,174",Civil Works,NA ,Tender,180.0,60.0,Dibrugarh,786001.0,NA ,NA ,NA ,O/O Chief Engineer Water Resources Department Chan,No ,No,"4,23,183",Yes,percentage,2.0%,"The Executive Engineer, Dibrugarh W.R. Division",Dibrugarh,"5,000","The Executive Engineer, Dibrugarh W.R. Division",Dibrugarh,No,AOC,28-Jun-2018,INR 21159174.08,60.0,Priyanka Bora,28-Jun-2018 02:30 PM,saikhowa1.pdf (1592.00 KB),Immediate measures at Saikhowa Bund Ph-III from ch. 700m to 1050m for the year 2017-18,1.0,29143.0,SURESH KUMAR AGARWALLA ROYAL TRADING TRIBENI DAS - JV,INR,2321900.0,Department of Water Resources||Chief Engineer - DoWR,2018_DoWR_5572_1,DIBRUGARH/SDRF/17-18/3,Im at Saikhowa Bund Pk-1,1,29190,AHSANUL MAZID INAMUL MAZID JV,14-Feb-2018 11:08 AM,Accepted-AOC,proper,28-Jun-2018 02:30 PM,A. Kalita,Internal,"S. Deka, G.C. Sarma, D. Pegu",Priyanka Bora,15-Feb-2018 06:53 PM,15-Feb-2018 06:55 PM,techsummary_8634.pdf (54.61 KB),Finance,Updated CS may be prepared,Priyanka Bora,28-Jun-2018 02:04 PM,,BOQ Comparative Chart,A. Kalita,Internal,"G. C. Sarma, D. Pegu",Priyanka Bora,28-Jun-2018 02:12 PM,finsummary_8634.pdf (54.61 KB),Technical,Financial bid of the successful bidder may be opened,Priyanka Bora,15-Feb-2018 06:51 PM,technical_8634.pdf,AOC
,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,29163.0,SARJUG SAH,INR,2538194.0,,,,,2,29389,NK AGARWALLA,15-Feb-2018 12:16 PM,Accepted-AOC,proper,28-Jun-2018 02:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,29188.0,Sailendra Kalita,INR,2534353.0,,,,,3,29189,RANJAN DUTTA,14-Feb-2018 10:13 AM,Accepted-AOC,proper,28-Jun-2018 02:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,29189.0,RANJAN DUTTA,INR,2458157.0,,,,,4,29188,Sailendra Kalita,14-Feb-2018 12:39 PM,Accepted-AOC,proper,28-Jun-2018 02:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5.0,29190.0,AHSANUL MAZID INAMUL MAZID JV,INR,2344812.0,,,,,5,29163,SARJUG SAH,14-Feb-2018 02:22 PM,Accepted-AOC,proper,28-Jun-2018 02:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6.0,29212.0,Sri Pranab Chetia,INR,2281430.0,,,,,6,29300,Sri Pradip Kumar Adhyapak,15-Feb-2018 12:00 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,15-Feb-2018 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7.0,29348.0,SWAPAN DAS,INR,2282579.0,,,,,7,29212,Sri Pranab Chetia,14-Feb-2018 09:15 PM,Accepted-AOC,proper,28-Jun-2018 02:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8.0,29389.0,NK AGARWALLA,INR,2280775.0,,,,,8,29225,SRI SUDIP KUMAR DAS,14-Feb-2018 02:43 PM,Rejected-AOC,official,28-Jun-2018 02:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,9,29143,SURESH KUMAR AGARWALLA ROYAL TRADING TRIBENI DAS - JV,13-Feb-2018 08:12 PM,Accepted-AOC,proper,28-Jun-2018 02:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,10,29348,SWAPAN DAS,15-Feb-2018 08:40 AM,Accepted-AOC,proper,28-Jun-2018 02:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC
