S.No,Instrument Type,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,DD - Demand Draft,Chief Engineer,O/O Chief Engineer Water Resources Department Chandmari,1.0,Fee,.pdf,Cost of Tender and EMD,"2,000","The Executive Engineer, Dibrugarh W.R. Division",Dibrugarh,No,Department of Water Resources||Chief Engineer - DoWR,DIBRUGARH/SDRF/17-18/3,2018_DoWR_5571_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,IM at Saikhowa Bund Pk-2,Immediate measures at Saikhowa Bund Ph-III from ch. 700m to 1050m for the year 2017-18,Please refer Tender documents. ,NA ,"53,07,386",Civil Works,NA ,Tender,180.0,60.0,Dibrugarh,786001.0,NA ,NA ,NA ,O/O Chief Engineer Water Resources Department Chan,No ,No,"1,06,148",Yes,percentage,2.0%,"The Executive Engineer, Dibrugarh W.R. Division",Dibrugarh,07-Feb-2018 12:00 PM,15-Feb-2018 02:00 PM,07-Feb-2018 12:05 PM,15-Feb-2018 02:00 PM,NA ,NA ,10-Feb-2018 10:00 AM,15-Feb-2018 02:00 PM,05-Mar-2018 09:00 AM,AOC,A. Kalita,Internal,"G. C. Sarma, D. Pegu",Priyanka Bora,28-Jun-2018 01:00 PM,finsummary_8637.pdf (54.61 KB),Finance,Updated CS may be prepared,Priyanka Bora,12-Mar-2018 04:33 PM,finance_8637.pdf,BOQ Comparative Chart,Technical,Financial bid of the successful bidder may be opened,Priyanka Bora,04-Mar-2018 10:34 AM,technical_8637.pdf,A. Kalita,Internal,"S. Deka, G.C. Sarma, D. Pegu",Priyanka Bora,04-Mar-2018 04:44 PM,05-Mar-2018 09:00 AM,techsummary_8637.pdf (54.61 KB),Department of Water Resources||Chief Engineer - DoWR,2018_DoWR_5571_1,DIBRUGARH/SDRF/17-18/3,IM at Saikhowa Bund Pk-2,28-Jun-2018,INR 5307386.0,60.0,Priyanka Bora,28-Jun-2018 01:06 PM,saikhowa2.pdf (1099.00 KB),Immediate measures at Saikhowa Bund Ph-III from ch. 700m to 1050m for the year 2017-18,1.0,29164.0,Navish Tulshyan,INR,762774.0,1,29370,Ankuran Adhyapak,15-Feb-2018 12:57 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,04-Mar-2018 10:34 AM,AOC
2.0,BC - Bankers Cheque,,,2.0,PreQual/Technical,.pdf,Technical Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,29166.0,BIJAY KUMAR SWAMI,INR,674654.0,2,29166,BIJAY KUMAR SWAMI,14-Feb-2018 03:34 AM,Accepted-AOC,proper,28-Jun-2018 01:06 PM,AOC
3.0,BG - Bank Guarantee Irrevocable,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,29231.0,SARJUG SAH,INR,745150.0,3,29132,Manjur Hussain Ansari,14-Feb-2018 06:27 PM,Rejected-AOC,official,28-Jun-2018 01:06 PM,AOC
4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,29293.0,PRADYUT GOSWAMI,INR,762774.0,4,29298,NAVAJYOTI BURAGOHAIN,14-Feb-2018 11:18 PM,Rejected-AOC,official,28-Jun-2018 01:06 PM,AOC
5.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,29334.0,Sujit Maheswari,INR,915516.0,5,29164,Navish Tulshyan,13-Feb-2018 10:54 PM,Accepted-AOC,proper,28-Jun-2018 01:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,29351.0,SWAPAN DAS,INR,915516.0,6,29293,PRADYUT GOSWAMI,15-Feb-2018 12:04 AM,Accepted-AOC,proper,28-Jun-2018 01:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,29227,ROBIN MORAN,14-Feb-2018 03:08 PM,Not Admitted-Finance,Price Bid not complied,12-Mar-2018 04:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,29340,SANJIB CHUTIA,15-Feb-2018 03:20 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,04-Mar-2018 10:34 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,29231,SARJUG SAH,14-Feb-2018 03:45 PM,Accepted-AOC,proper,28-Jun-2018 01:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,29179,SRI HRIDAY CHUTIA,14-Feb-2018 11:18 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,04-Mar-2018 10:34 AM,AOC
