S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Tender Stage
1.0,DD - Demand Draft,10-Nov-2016 10:00 AM,22-Dec-2016 11:00 AM,10-Nov-2016 11:00 AM,20-Dec-2016 03:00 PM,NA ,NA ,10-Nov-2016 12:00 PM,20-Dec-2016 03:00 PM,08-May-2017 11:00 AM,"2,75,532",No,percentage,2.0%,Director Social Welfare Assam,Guwahati,Uniform Chadar and Mekhela to 12080 AWWs and 10881 AWHs,"Supply of Uniform to AWWs and AWHs of the General Areas of district Golaghat, Jorhat, Sivsagar, Dibrugarh, Tinsukia, Dhemaji",Please refer Tender documents. ,NA ,"1,37,76,600",Uniforms/Curtains/Clothes,NA ,Tender,45.0,60.0,Guwahati,781001.0,Directorate Social Welfare Assam ,Bal Bhawan M.G. Road Uzan Bazar Guwahati 781001 ,21-Nov-2016 02:00 PM ,Directorate Social Welfare Assam,No ,No,Director Social Welfare Assam,Bal Bhawan M.G. Road Uzan Bazar Guwahati 781001,1.0,Fee/PreQual/Technical,.pdf,Tender Fee and EMD,Social Welfare Department||Directorate of Social Welfare - SWD,No.DSW(ICDS)G/59/2016/11 dtd. 9/11/2016,2016_SWD_1200_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,"5,000",Director Social Welfare Assam,Guwahati,No,1.0,Date Extension 2016_SWD_1200_1,Date,,AOC,1,6285,ASSAM GOVERNMENT MARKETING CORPORATION LIMITED,08-Dec-2016 02:27 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:02 PM,Social Welfare Department||Directorate of Social Welfare - SWD,2016_SWD_1200_1,No.DSW(ICDS)G/59/2016/11 dtd. 9/11/2016,Uniform Chadar and Mekhela to 12080 AWWs and 10881 AWHs,Technical,Minutes Uniform Chadar and Mekhela to 12080 AWWs and 10881 AWHs,Prabir Kumar Chakravarty,04-May-2017 02:02 PM,technical_1837.pdf,AOC
2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,2.0,Corrigendum for Uniform Chadar and Mekhela to 12080 AWWs and 10881 AWHs,Technical Bid,,AOC,2,6682,AUNTYS CREATION,20-Dec-2016 04:17 AM,Rejected-Finance,Rejected in Technical Evaluation details in minutes,03-Jun-2017 12:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,AOC,3,6379,B K ENTERPRISE,20-Dec-2016 02:08 AM,Accepted-AOC,As Per TIA,20-Jun-2018 04:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,6663,J D DREAMZ,20-Dec-2016 12:21 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,6461,Luit Associates,09-Dec-2016 01:29 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,6363,MODI ENTERPRISE,09-Dec-2016 07:00 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,6201,M/S PURBANCHAL HANDLOOM,09-Dec-2016 09:48 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,6635,M/S S.N.ENTERPRISE,19-Dec-2016 11:55 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,6224,SAPTARSHI INDUSTRIES,20-Dec-2016 12:54 AM,Accepted-AOC,As Per TIA,20-Jun-2018 04:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,6352,sarna industries,09-Dec-2016 11:43 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:02 PM,,,,,,,,,,AOC
