Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
10-Nov-2016 10:00 AM,22-Dec-2016 11:00 AM,10-Nov-2016 11:00 AM,20-Dec-2016 03:00 PM,NA ,NA ,10-Nov-2016 12:00 PM,20-Dec-2016 03:00 PM,08-May-2017 11:00 AM,"5,000",Director Social Welfare Assam,Guwahati,No,"2,92,229",No,percentage,2.0%,Director Social Welfare Assam,Guwahati,"Printing Materials (Pictorial Chart, Activity Book)",Supply of Printing Materials to 46817 AWCs and 4094 Mini AWCs of the General Areas of Assam,Please refer Tender documents. ,NA ,"1,46,11,457",Miscellaneous Goods,NA ,Tender,45.0,60.0,Guwahati,781001.0,Directorate Social Welfare Assam ,Bal Bhawan M.G. Road Uzan Bazar Guwahati 781001 ,21-Nov-2016 02:00 PM ,Directorate Social Welfare Assam,No ,No,1.0,Date Extension 2016_SWD_1207_1,Date,,Director Social Welfare Assam,Bal Bhawan M.G. Road Uzan Bazar Guwahati 781001,Social Welfare Department||Directorate of Social Welfare - SWD,DSW(ICDS)G/35/2016/46 dtd. 9/11/2016,2016_SWD_1207_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Tender Fee and EMD,AOC,Finance,TIA downloaded the BoQs of the bidders qualified in the technical evaluation stage and generated the CS of financial bids for each of the tenders.After detailed evaluation of the financial bid the CS and selection of successful bid would be posted.,Prabir Kumar Chakravarty,12-May-2017 05:05 PM,,BOQ Comparative Chart,1,6344,Aman Udyog Private Limited,08-Dec-2016 09:53 PM,Rejected-AOC,As Per TIA,20-Jun-2018 04:01 PM,Director Social Welfare,Internal,Director FAO quality control officer industry dept technical person printing and stationery dept,Prabir Kumar Chakravarty,04-May-2017 02:42 PM,08-May-2017 11:00 AM,techsummary_1844.pdf (1064.49 KB),Technical,Minutes Printing Materials,Prabir Kumar Chakravarty,04-May-2017 02:40 PM,technical_1844.pdf,Director,Internal,Director FA FAO Quality control officer industry technical person handloom and textile technical person printing and stationery pediatric from DHS,S. S. Meenakshi Sundaram,03-Jun-2017 02:21 PM,finsummary_1844.pdf (1555.45 KB),Social Welfare Department||Directorate of Social Welfare - SWD,2016_SWD_1207_1,DSW(ICDS)G/35/2016/46 dtd. 9/11/2016,"Printing Materials (Pictorial Chart, Activity Book)",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,.pdf,Technical Qualification Details,AOC,,,,,,,2,6289,Balaji Industries Bamunimaidan,09-Dec-2016 12:24 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:40 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC,,,,,,,3,6301,BHABANI OFFSET & IMAGING SYSTEMS PVT. LTD.,08-Dec-2016 08:10 PM,Rejected-AOC,As Per TIA,20-Jun-2018 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,6241,D.P PRINTING UDYOG PVT LTD,08-Dec-2016 07:40 PM,Rejected-AOC,As Per TIA,20-Jun-2018 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,6659,Genesis Printers & Publishers Pvt. Ltd,20-Dec-2016 01:22 AM,Rejected-AOC,As Per TIA,20-Jun-2018 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,6443,Janambhumi Press Private Limited,20-Dec-2016 01:13 PM,Rejected-AOC,As Per TIA,20-Jun-2018 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,6656,MS Navanita Printers,19-Dec-2016 06:02 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:40 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,6345,Print Xpress,08-Dec-2016 09:58 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-May-2017 02:40 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,6430,PRIYANKA PRINTERS,09-Dec-2016 11:26 AM,Rejected-AOC,As Per TIA,20-Jun-2018 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,6406,Purbashree Printing House,09-Dec-2016 10:13 AM,Rejected-AOC,As Per TIA,20-Jun-2018 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
