Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
C/O Govt. Sen. Sec. School Building at Habban Tehsil Rajgarh Distt. Sirmour H.P,"C/O building portion, septic tank, soak pit, Rain water Harvesting tank, sanitary instaletion work and site development, etc.",Please refer Tender documents. ,NA ,"2,12,02,540",Civil Works - Buildings,NA ,Tender,75.0,365.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,EXECUTIVE ENGINEER RAJGARH DIVISION HPPWD RAJGARH,No ,No,1.0,ICICI BANK,PWD,No.PW/RGH/Tender/21-8047-60 dt. 07.12.2021,2021_PWD_54534_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,10-Dec-2021 11:00 AM,17-Dec-2021 11:00 AM,10-Dec-2021 11:00 AM,17-Dec-2021 10:30 AM,NA ,NA ,10-Dec-2021 11:00 AM,17-Dec-2021 10:30 AM,17-Dec-2021 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,"4,24,000",No,fixed,,Nil,Nil,"5,000",Nil,Nil,No,AOC,Finance,SUMMARY,Narender verma,20-Jul-2022 06:40 PM,finance_81662.pdf,BOQ Comparative Chart,1.0,250092.0,M/S Himalayan Engineer & Construction Private Limited,INR,"21,083,396",1.0,250092.0,M/S Himalayan Engineer & Construction Private Limited,17-Dec-2021 09:58 AM,Accepted-AOC,L1,20-Jul-2022 06:52 PM,Technical,SUMMARY,Narender verma,17-Dec-2021 01:28 PM,technical_81662.pdf,PWD,2021_PWD_54534_1,No.PW/RGH/Tender/21-8047-60 dt. 07.12.2021,C/O Govt. Sen. Sec. School Building at Habban Tehsil Rajgarh Distt. Sirmour H.P,Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE, Sh.Ghanshyam Dass Supdt. G-II, Sh.Krishan Singh Supdt. G-II, Smt.Asha Kamal DHD, Sh. Ghan Shyam Jr. Asstt.",Narender verma,17-Dec-2021 01:30 PM,17-Dec-2021 03:00 PM,techsummary_81662.pdf (1926.26 KB),Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE Sh. Ghanshyam Supdt. G-II,Smt. Asha Kamal DHD Sh. Ghan Shyam Jr.Asstt.",Narender verma,20-Jul-2022 06:44 PM,finsummary_81662.pdf (468.11 KB),20-Jul-2022,"INR 21,202,540",365.0,Narender verma,20-Jul-2022 06:52 PM,AOC.pdf (368.00 KB),work awarded to M/s Himalayan Engineers and Const. Pvt. Ltd.,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of work completed and in Hand As per Gen. Rule and Direction Sr.No.19 of bid document,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum Work Done Certificate as per Gen. Rule,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Equipment detail Schedule F,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PROOF OF MANDATORY MACHINERY TOOL AND PLANTS as per Gen. Rules 25 and Schedule F,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
