S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
1.0,267966.0,R.G. INDUSTRIES,05-Mar-2022 10:39 AM,Rejected-Finance,L2,11-Jul-2022 11:56 AM,ENC P JSV Mandi,Internal,CE PMU Mandi CE HZ hamirpur SE ENC P SE PMU SE Bilaspur EE ENCP EE PMU EE JSD Bilaspur Dy controller,Suresh Mahajan,02-Apr-2022 01:26 PM,02-Apr-2022 02:30 PM,techsummary_85032.pdf (1230.43 KB),Technical,Proceeding Technical H2,Suresh Mahajan,02-Apr-2022 01:23 PM,technical_85032.pdf,Finance,Proceeding,Suresh Mahajan,11-Jul-2022 11:51 AM,finance_85032.pdf,BOQ Comparative Chart,11-Jul-2022,"INR 719,556,458.15",730.0,Suresh Mahajan,11-Jul-2022 11:59 AM,AwardH2.pdf (786.00 KB),Award of Contract,HP Irrigation and Public Health||JSV (Project) Mandi||Project Director (PMU) HPRWSP JSV Mandi,2022_HPIPH_56454_1,3325-3374,Engineering procurement construction testing commissioning trial run and operation and maintenance of various components for Source level Augmentation of various water supply schemes under JSV Sub Division Swarghat in Tehsil Shri Naina Devi Ji,1.0,267826.0,R K ENGINNERS SALES LTD,INR,"701,647,508",ENC P JSV mandi,Internal,CE PMU Mandi CE HZ Hamirpur SE Bilaspur SE ENCP SE PMU EE ENC P EE PMU EE Bilaspur Dy Controller,Suresh Mahajan,11-Jul-2022 11:56 AM,finsummary_85032.pdf (3935.94 KB),AOC,"2,500",Nil,Nil,No,1.0,Fee,.pdf,Bid Security,Engineering procurement construction testing commissioning trial run and operation and maintenance of various components for Source level Augmentation of various water supply schemes under JSV Sub Division Swarghat in Tehsil Shri Naina Devi Ji,Intake at Bhakhra river WTP of 6 90 MLD 4 Nos Pump house Sump well Main storage tanks and Sector storage tanks of various capacity Boundary wall around the WTP and Barbed wire fencing around the pump houses PL Rising main and gravity main,As per tender documents ,NA ,"58,88,08,289",Civil Works,NA ,Tender,180.0,730.0,Swarghat,174011.0,Mandi ,CE PMU JSV Mandi ,18-Feb-2022 11:00 AM ,CE PMU JSV Mandi,No ,No,1.0,ICICI BANK,"58,88,000",No,fixed,,Nil,Nil,HP Irrigation and Public Health||JSV (Project) Mandi||Project Director (PMU) HPRWSP JSV Mandi,3325-3374,2022_HPIPH_56454_1,Yes,Global Tenders,Item Rate,Works,3.0,No,No,Online,No,No,No,1.0,WTP Contour Plan,Other,,05-Feb-2022 06:00 PM,05-Mar-2022 11:30 AM,05-Feb-2022 06:30 PM,05-Mar-2022 11:00 AM,NA ,NA ,05-Feb-2022 06:30 PM,05-Mar-2022 11:00 AM,02-Apr-2022 02:30 PM,CE PMU JSV Mandi,CE PMU JSV Mandi,AOC
2.0,267826.0,R K ENGINNERS SALES LTD,05-Mar-2022 09:47 AM,Accepted-AOC,Accepted,11-Jul-2022 11:59 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Cost of Bid Form,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3.0,267953.0,Unipro Techno Infrastructure Pvt Ltd,05-Mar-2022 09:37 AM,Rejected-Finance,L3,11-Jul-2022 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Certificate of Registration with JSV and other State Govt. of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Copy of Certificate of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Annual Turnover of last three years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Bid form as per Chapter IV form 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Work done Experience Certificates as per Pre-qualification criteria.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,PAN GST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Authorization letter regarding digital signature certificate DSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,A scanned copy of undertaking as per Chapter IV of Form 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,PreQual/Technical,.pdf,Make model of the proposed pumping machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Flow diagram of the WTP booster stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
