S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,"Himachal Urban Development Authority||Supdt. Engineer (N),HIMUDA||Executive Engineer Electrical Dn,Dharamsala,HIMUDA",HIMUDA/EDD/W-7/Vol-XI/223-36,2022_HIMUD_60416_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money and Cost of Tender (As per NIT),"2,360",Nil,Nil,Yes,Executive Engineer Electrical,HIMUDA Electrical Division Dharamshala Distt. kangra H.P.,"91,930",Yes,fixed,,Nil,Nil,18-May-2022 04:00 PM,06-Jun-2022 11:00 AM,19-May-2022 10:00 AM,03-Jun-2022 04:00 PM,19-May-2022 10:00 AM ,03-Jun-2022 04:00 PM ,19-May-2022 10:00 AM,03-Jun-2022 04:00 PM,08-Jun-2022 11:00 AM,Construction of Sports Infrastructure for an Indoor Multipurpose Sports Hall at Sunder Nagar Distt Mandi,Sub Head Providing Internal EI work along with Street lights,Please refer Tender documents. ,NA ,"45,96,317",Electrical Works,NA ,Tender,120.0,720.0,Sundar Nagar Distt Mandi,175018.0,NA ,NA ,NA ,HIMUDA Electrical Division Dharamshala,No ,No,1.0,Corrigendum of EMD,Fee,,AOC,Er Rajni Duggal,Internal,Sh Desh Raj Retd HDM Sh Vijay Kant Clerk,Ram Krishan,08-Jun-2022 03:56 PM,finsummary_91272.pdf (1262.73 KB),1.0,284759.0,TARUN GUPTA,INR,"3,904,060","Himachal Urban Development Authority||Supdt. Engineer (N),HIMUDA||Executive Engineer Electrical Dn,Dharamsala,HIMUDA",2022_HIMUD_60416_1,HIMUDA/EDD/W-7/Vol-XI/223-36,Construction of Sports Infrastructure for an Indoor Multipurpose Sports Hall at Sunder Nagar Distt Mandi,1.0,284381.0,Bhardwaj Electrical Co.,03-Jun-2022 03:52 PM,Rejected-Finance,Rejected,08-Jun-2022 03:56 PM,Er Rajni Duggal,Internal,"Sh Ram Krishan AE (E) Sh Desh Raj, Retd. HDM Sh Vijay Kant Clerk",Ram Krishan,07-Jun-2022 02:00 PM,08-Jun-2022 11:00 AM,techsummary_91272.pdf (702.18 KB),Technical,Technical Bid,Ram Krishan,07-Jun-2022 01:53 PM,technical_91272.pdf,Finance,Bid opening Summary,Ram Krishan,08-Jun-2022 01:01 PM,finance_91272.pdf,BOQ Comparative Chart,16-Jul-2022,"INR 4,596,317",720.0,Ram Krishan,19-Jul-2022 11:33 AM,Award.pdf (2999.00 KB),Award,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Certificate of Registration with HPPWD/HIMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,284759.0,TARUN GUPTA,02-Jun-2022 07:15 PM,Accepted-AOC,L1 Bidder,19-Jul-2022 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Copy of license issued by the Chief Electrical Inspector Shimla.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Income Tax PAN/TAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Copy of GST Registration Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Copy of EPF Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Work Done certificate as per Condition No. 36.2 (a) in the From 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Affidavit Schedule G as per Condition in the From No. 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Undertaking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
