Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
500.0,Nil,Nil,No,PWD,Elect. Division HPPWD Palampur,2021_PWD_54815_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,R/O (Running and Operation) of Chiller Plant installed in 500 Bedded Hospital of Dr. RPGMC Kangra at Tanda for the year 2021-22,R/O (Running and Operation) of Chiller Plant installed in 500 Bedded Hospital of Dr. RPGMC Kangra at Tanda for the year 2021-22,Please refer Tender documents. ,NA ,"10,23,480",Electrical Works,NA ,Tender,120.0,365.0,Kangra at Tanda,176061.0,NA ,NA ,NA ,Palampur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Receipt of online payment towards the cost of bid documents and Earnest Money Deposited,20-Dec-2021 05:00 PM,28-Dec-2021 11:30 AM,20-Dec-2021 05:00 PM,28-Dec-2021 10:00 AM,NA ,NA ,20-Dec-2021 05:00 PM,28-Dec-2021 10:00 AM,17-Jan-2022 03:00 PM,"20,500",No,fixed,,Nil,Nil,Executive Engineer,Elect. Division HPPWD Palampur,AOC,PWD,2021_PWD_54815_5,Elect. Division HPPWD Palampur,R/O (Running and Operation) of Chiller Plant installed in 500 Bedded Hospital of Dr. RPGMC Kangra at Tanda for the year 2021-22,Er. Dalip Singh Patial Executive Engineer,Internal,Sh. Naresh Kumar Supdt. Sh. Manoj Kumar Sr. Asstt. Sh. Atul Nag JDM,Dalip singh Patial,17-Jan-2022 02:10 PM,17-Jan-2022 03:00 PM,techsummary_82226.pdf (240.61 KB),Er. Dalip Singh Patial Executive Engineer,Internal,SUPDT. DAO HDM/JDM,Dalip singh Patial,26-May-2022 09:02 PM,finsummary_82226.pdf (19.96 KB),25-Jul-2022,"INR 1,099,298",90.0,Suresh Kumar Walia,29-Jul-2022 11:42 AM,Award.pdf (499.00 KB),Award,Finance,as per uploaded document,Dalip singh Patial,26-May-2022 09:00 PM,finance_82226.pdf,BOQ Comparative Chart,1.0,252602.0,Arctic Engineering Services,INR,"1,484,147",1.0,252602.0,Arctic Engineering Services,27-Dec-2021 11:48 PM,Accepted-AOC,Award,29-Jul-2022 11:42 AM,Technical,as per uploaded document,Dalip singh Patial,17-Jan-2022 02:05 PM,technical_82226.pdf,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of OEM/Authorized by OEM as per tender document page-147,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,252611.0,Bharti airconditioning co,27-Dec-2021 11:52 PM,Rejected-Finance,L2,26-May-2022 09:02 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration certificate,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF registration certificate,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Latest ITR filed,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per tender document page-147,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form-8 (GCC) printed on judicial papers duly signed,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of bid documents,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no relative working in the department as per enlistment rules 2021,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill Of Quantities,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
