EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"65,700",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,400.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,04-Mar-2022 05:00 PM,11-Mar-2022 11:30 AM,04-Mar-2022 05:00 PM,11-Mar-2022 11:00 AM,NA ,NA ,04-Mar-2022 05:00 PM,11-Mar-2022 11:00 AM,15-Mar-2022 01:00 PM,Providing LWSS to Harijan Basti Bhasrath Rahiya Khala and Kiyar in GP Koti Dhiman Tehsil Dadahu,"P/L/J and testing of Rising main lines of MSERW pipe 65mm and 50mm dia (H), Providing, installation and commissioning of centrifugal pumping machinery with allied accessories",Please refer Tender documents. ,NA ,"38,79,645",Pumps/Motors,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMROO-722- 17354-434 dt 04-03-22,2022_HPIPH_57464_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,AOC,SE Nahan,Internal,CHD AED EED EEN SE,Ashish Rana,07-Jul-2022 11:12 AM,finsummary_86719.pdf (343.12 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2022_HPIPH_57464_1,NHN-SMROO-722- 17354-434 dt 04-03-22,Providing LWSS to Harijan Basti Bhasrath Rahiya Khala and Kiyar in GP Koti Dhiman Tehsil Dadahu,1.0,269019.0,HYDRAULIC ENGINEERING COMPANY,INR,"5,336,046",1.0,269019.0,HYDRAULIC ENGINEERING COMPANY,10-Mar-2022 01:39 PM,Accepted-AOC,AOC,07-Jul-2022 11:14 AM,Er Ashish Rana EE,Internal,TA Supdt HDm DAO EE,Ashish Rana,15-Mar-2022 12:47 PM,15-Mar-2022 01:00 PM,techsummary_86719.pdf (316.14 KB),07-Jul-2022,"INR 3,879,645",90.0,Ashish Rana,07-Jul-2022 11:14 AM,AOC.pdf (756.00 KB),Award to CONTRACTOR,Technical,Technical Summary,Ashish Rana,15-Mar-2022 12:33 PM,technical_86719.pdf,Finance,Financial Summary,Ashish Rana,15-Mar-2022 01:15 PM,finance_86719.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,.pdf,Cost of Tender Form as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,2.0,269177.0,OM PARKASH SHARMA,11-Mar-2022 10:45 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Mar-2022 12:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Registration in HPJSV as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3.0,269158.0,puneet angra,11-Mar-2022 12:16 AM,Rejected-Finance,REJET,07-Jul-2022 11:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,PAN No. and GST Registration as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Undertaking Joint venture is not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and condition as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Dealership/subdealership of offered PM as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Undertaking alongwith curve chart of offer PM as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
