Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form with UTR No (as per Schedule F),1.0,ICICI BANK,"2,000",Nil,Nil,No,"1,15,200",No,fixed,,Nil,Nil,Annual Periodical Maintenance of Bhawana to Cheri road Km 8/00 to 12/330 Km. ( Sh Providing renewal coat with 30 mm thick Bituminous Concrete in Km. 8/00 to 11/00 ) ( UNDER APPROVED AMP-2022 -23 )(PMGSY ROAD ),Annual Periodical Maintenance of Bhawana to Cheri road Km 8/00 to 12/330 Km. ( Sh Providing renewal coat with 30 mm thick Bituminous Concrete in Km. 8/00 to 11/00 ) ( UNDER APPROVED AMP-2022 -23 )(PMGSY ROAD ),As per SBD ,NA ,,Civil Works,NA ,Tender,75.0,60.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-IHPPWD Shimla-3,No ,No,PWD,SD-I-CTR-Tender-21-22-31795 dt 01-04-2022,2022_PWD_59042_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,08-Apr-2022 06:00 PM,18-Apr-2022 11:00 AM,08-Apr-2022 06:00 PM,16-Apr-2022 04:00 PM,NA ,NA ,08-Apr-2022 06:00 PM,16-Apr-2022 04:00 PM,18-Apr-2022 04:10 PM,Executive Engineer Division No-IHPPWD Shimla-3,Executive Engineer Division No-IHPPWD Shimla-3,AOC,ErSudhirGupta,Internal,ShSureshKumarHDMShManojKumarSupdtShVaibhavJindalDAO,Sudhir Kumar Gupta,18-Apr-2022 04:02 PM,18-Apr-2022 04:10 PM,techsummary_89365.pdf (657.63 KB),PWD,2022_PWD_59042_2,SD-I-CTR-Tender-21-22-31795 dt 01-04-2022,Annual Periodical Maintenance of Bhawana to Cheri road Km 8/00 to 12/330 Km. ( Sh Providing renewal coat with 30 mm thick Bituminous Concrete in Km. 8/00 to 11/00 ) ( UNDER APPROVED AMP-2022 -23 )(PMGSY ROAD ),19-Jul-2022,"INR 4,353,767",60.0,Sudhir Kumar Gupta,19-Jul-2022 04:19 PM,AOC59042_2.pdf (1261.00 KB),AOC,ErSudhirGupta,Internal,ShSureshKumarHDMShManojKumarSupdtShAnilkumarantalsrDAO,Sudhir Kumar Gupta,21-May-2022 10:31 AM,finsummary_89365.pdf (1550.20 KB),1.0,276754.0,lov vij govt contractor,14-Apr-2022 08:06 PM,Accepted-AOC,Awarded,19-Jul-2022 04:19 PM,Technical,Bid opening summary,Sudhir Kumar Gupta,18-Apr-2022 04:01 PM,technical_89365.pdf,Finance,Finanicalevalution59042_2,Sudhir Kumar Gupta,21-May-2022 10:30 AM,finance_89365.pdf,BOQ Comparative Chart,1.0,276754.0,lov vij govt contractor,INR,"4,737,574",AOC
,,.pdf,EMD with UTR No (As per schedule F),2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST registration (Refer General rule No.18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate (As per Performa given in General rule No.16 counter signed by EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work in hand certificate (As per Performa given in General rule No.16 countersigned by EE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Report of charted Accountant showing total annual volume in last five years (Ref. gen. Rule No.26.2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No. 7 8 (submit the original as per schedule time and date),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
