Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD,CE/Commn/30/RIDF27/1_Majuli-1,2021_PWD_23856_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,28-Dec-2021 06:00 PM,19-Jan-2022 12:00 PM,28-Dec-2021 06:00 PM,18-Jan-2022 02:00 PM,28-Dec-2021 06:00 PM ,18-Jan-2022 12:00 PM ,28-Dec-2021 06:00 PM,18-Jan-2022 02:00 PM,03-Feb-2022 04:55 PM,1.0,DD - Demand Draft,Adialengi to Pohumara (Length 1500M),Construction of Brahmaputra Dyke Balance part from Adialengi to Pohumara Length 1500M under RIDF XXVII of NABARD for the year 2021 22,Please refer Tender documents. ,NA ,"2,21,45,000",Civil Works – Roads,NA ,Tender,180.0,365.0,Majuli,785105.0,NA ,NA ,NA ,"O/o the C.E. PWD (Roads), Assam",No ,No,1.0,EMD,Technical Bid,,1.0,Fee/PreQual/Technical,.pdf,Cost of Bidding document,"C.E. PWD (Roads), Assam","O/o the C.E. PWD (Roads), Assam","6,600","Empowered Officer, Assam State Road Board",GUWAHATI,No,"4,43,000",Yes,fixed,,"Chief Engineer, PWD, (Roads), Assam",GUWAHATI,AOC,1,129822,HARI PRASAD PEGU,17-Jan-2022 03:24 PM,Accepted-AOC,awarded,16-Jul-2022 04:44 PM,Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD,2021_PWD_23856_1,CE/Commn/30/RIDF27/1_Majuli-1,Adialengi to Pohumara (Length 1500M),AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security,,,,,,,,,,,,,AOC,2,130095,MS LILI ENTERPRISE,18-Jan-2022 01:12 PM,Rejected-AOC,Not awarded,16-Jul-2022 04:44 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification details,,,,,,,,,,,,,AOC,3,129263,M/s R.D.Constructions,17-Jan-2022 09:12 PM,Rejected-AOC,Not awarded,16-Jul-2022 04:44 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Form of Bid,,,,,,,,,,,,,AOC,4,129817,M/S SYNERGY DEVELOPERS,17-Jan-2022 02:20 PM,Rejected-AOC,Not awarded,16-Jul-2022 04:44 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,AOC,5,130066,Mun doley,18-Jan-2022 11:57 AM,Rejected-AOC,Not awarded,16-Jul-2022 04:44 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,129908,N K Construction and Suppliers,17-Jan-2022 07:59 PM,Rejected-AOC,Not awarded,16-Jul-2022 04:44 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,129882,PABITRA DOLEY,17-Jan-2022 06:21 PM,Rejected-AOC,Not awarded,16-Jul-2022 04:44 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,129968,Pranab Kumar Ghosh,17-Jan-2022 10:14 PM,Rejected-AOC,Not awarded,16-Jul-2022 04:44 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,129599,Prasanta Lahan,18-Jan-2022 12:26 PM,Rejected-AOC,Not awarded,16-Jul-2022 04:44 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,129959,Satyajit Morang,17-Jan-2022 10:05 PM,Rejected-AOC,Not awarded,16-Jul-2022 04:44 PM,,,,,AOC
