Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER RECEIPT,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,"99,500",No,fixed,,Nil,Nil,1.0,ICICI BANK,"2,000",Nil,Nil,No,PWD,No.PW.RGH.Tender-2022-23-390 dt. 11.4.22,2022_PWD_59492_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Construction of Type-IV quarter of Principal , Govt ITI at Rajgarh , District Sirmaur (H.P.) (SH Construction of building portion, construction of septic tank, site development and water supply and sanitary installation etc).","Construction of Type-IV quarter of Principal , Govt ITI at Rajgarh , District Sirmaur (H.P.) (SH Construction of building portion, construction of septic tank, site development and water supply and sanitary installation etc).",Please refer Tender documents. ,NA ,"65,92,353",Civil Works - Buildings,NA ,Tender,75.0,270.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,13-Apr-2022 09:00 AM,21-Apr-2022 11:00 AM,13-Apr-2022 09:00 AM,21-Apr-2022 10:30 AM,NA ,NA ,13-Apr-2022 09:00 AM,21-Apr-2022 10:30 AM,22-Apr-2022 12:35 PM,AOC,Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE Smt. Pushpa Devi Supdt. G-II, Smt. Asha Devi DHD, Sh. Rajender Kumar Supdt. Gr.-II . Sh. Ghan Shyam Sr.Asstt.",Narender verma,22-Apr-2022 12:32 PM,22-Apr-2022 12:35 PM,techsummary_90031.pdf (1628.69 KB),PWD,2022_PWD_59492_1,No.PW.RGH.Tender-2022-23-390 dt. 11.4.22,"Construction of Type-IV quarter of Principal , Govt ITI at Rajgarh , District Sirmaur (H.P.) (SH Construction of building portion, construction of septic tank, site development and water supply and sanitary installation etc).",20-Jul-2022,"INR 6,592,353",270.0,Narender verma,20-Jul-2022 06:50 PM,AOC.pdf (1011.00 KB),work warded to M/S Himalayan Engineers and Const. Pvt. Ltd.,Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE Smt. Pushpa Devi Supdt. G-II, Smt. Asha KKamal HDM, Sh. Ghan Shyam Sr.Asstt.",Narender verma,20-Jul-2022 06:48 PM,finsummary_90031.pdf (527.10 KB),Finance,SUMMARY,Narender verma,20-Jul-2022 06:34 PM,finance_90031.pdf,BOQ Comparative Chart,1.0,278603.0,M/S Himalayan Engineer & Construction Private Limited,INR,"6,841,006",1.0,278603.0,M/S Himalayan Engineer & Construction Private Limited,20-Apr-2022 07:07 PM,Accepted-AOC,L1,20-Jul-2022 06:50 PM,Technical,SUMMARY,Narender verma,22-Apr-2022 12:02 PM,technical_90031.pdf,AOC
,,.pdf,EARNEST MONEY RECEIPT,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,278608.0,Pariksha Chauhan,20-Apr-2022 07:45 PM,Rejected-Finance,L2,20-Jul-2022 06:48 PM,,,,,,AOC
,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST REGISTRATION-Refer General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"CONTRACTOR IS REQUIRED TO STUDY GENERAL RULES DIRECTIONS,CONDITIONS, CONTRACT CLAUSES and Form-8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Financial turnover in any of the last five years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,WORK DONE CERTIFICATE WORK IN HAND CERTIFICATE Refer General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,LIST OF MACHINERY TOOL and PLANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of Equipments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
