Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"5,000",Nil,Nil,No,1.0,ICICI BANK,EXECUTIVE ENGINEER,"Executive Engineer, Tauni Devi Division, HP.PWD., Tauni Devi",28-Mar-2022 10:00 AM,04-Apr-2022 11:00 AM,28-Mar-2022 10:15 AM,04-Apr-2022 10:15 AM,NA ,NA ,28-Mar-2022 10:30 AM,04-Apr-2022 10:15 AM,06-Apr-2022 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form.,PWD,NO. 20121-175 dt. 16.03.2022,2022_PWD_58706_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,70,300",No,fixed,,Nil,Nil,Annual maintenance plan for the year 2022-23 on Hamirpur Sujanpur Thural Maranda road km. 2/600 to 24/0.(MDR-86),"(SH- P/L WBM G-III, 30mm thick B.C. and themoplastic strip in km.5/0 to 6/0, 6/0 to 7/0, 7/0 to 8/0, 8/0 to 9/0 and 12/0 to 13/0 (HP0301MDR086).",Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Rate Contract,75.0,60.0,TAUNI DEVI,177023.0,NA ,NA ,NA ,TAUNI DEVI,No ,No,AOC,1.0,274743.0,MSC Roads and Bridges Private Limited,INR,"12,953,580",Finance,SUMMARYATTACHED,Virender Singh Guleria,06-Jul-2022 07:05 PM,finance_88779.pdf,BOQ Comparative Chart,1.0,274712.0,MOHINDER PAL GOVT. CONTRACTOR,02-Apr-2022 04:43 PM,Rejected-AOC,L2,06-Jul-2022 07:09 PM,Technical,ATTACHED,Virender Singh Guleria,04-Apr-2022 03:58 PM,technical_88779.pdf,PWD,2022_PWD_58706_1,NO. 20121-175 dt. 16.03.2022,Annual maintenance plan for the year 2022-23 on Hamirpur Sujanpur Thural Maranda road km. 2/600 to 24/0.(MDR-86),EXECUTIVEENGINEER,Internal,SUPDT HDM DAO,Virender Singh Guleria,04-Apr-2022 04:00 PM,06-Apr-2022 11:00 AM,techsummary_88779.pdf (880.07 KB),EXECUTIVEENGINEER,Internal,SUPDT DAO HDM,Virender Singh Guleria,06-Jul-2022 07:07 PM,finsummary_88779.pdf (561.09 KB),06-Jul-2022,"INR 13,780,453",60.0,Virender Singh Guleria,06-Jul-2022 07:09 PM,58706AWARD.pdf (1578.00 KB),AWARDATTACHED,AOC
,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,.pdf,Contractor Registration REFER GENERAL RULES NO 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,274743.0,MSC Roads and Bridges Private Limited,02-Apr-2022 07:41 PM,Accepted-AOC,AWARDL1,06-Jul-2022 07:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,GST Registration - REFER HPPWD-6 16(3).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Labour License,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN No.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,"Detail and Proof of, Mandatory Machinery Tool and Plant as per Schedule F (Clause18 of GCC )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HP.PWD employees related to him (General Rule No.14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
