Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of tender form.,1.0,ICICI BANK,20-May-2022 10:00 AM,30-May-2022 11:30 AM,20-May-2022 10:00 AM,30-May-2022 11:00 AM,NA ,NA ,20-May-2022 10:30 AM,30-May-2022 11:00 AM,31-May-2022 02:30 PM,"4,000",No,fixed,,Nil,Nil,O/o EE Bhawarna Division HPPWD Bhawarna,O/o EE Bhawarna Division HPPWD Bhawarna,350.0,Nil,Nil,No,Providing and laying Annual Surfacing (Periodic Maintenance) on Daroh to Saprul road Km 6/800 to 7/000 under PMGSY roads for the year 2022-23 in the state of HP,Providing and laying Tack coat and Bituminous Concrete in Km 6/800 to 7/000,Please refer Tender documents. ,NA ,"1,85,849",Civil Works - Roads,NA ,Tender,75.0,15.0,Bhawarna,176083.0,NA ,NA ,NA ,O/o EE Bhawarna Division HPPWD Bhawarna,No ,No,PWD,NIT No.3759-3818 DT.17-05-2022-Bhawarna,2022_PWD_60797_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,PWD,2022_PWD_60797_1,NIT No.3759-3818 DT.17-05-2022-Bhawarna,Providing and laying Annual Surfacing (Periodic Maintenance) on Daroh to Saprul road Km 6/800 to 7/000 under PMGSY roads for the year 2022-23 in the state of HP,Sh. Manish Sehgal,Internal,Himanshu Verma AEtoEE Ashok Kumar Supdt Suresh Kumar HDM Naveen Kumar DAO Manjeet Kumar Jr Asstt,Manish Sehgal,31-May-2022 02:10 PM,31-May-2022 02:30 PM,techsummary_91827.pdf (476.10 KB),Sh. Manish Sehgal,Internal,,Manish Sehgal,08-Jul-2022 11:06 AM,finsummary_91827.pdf (112.74 KB),08-Jul-2022,"INR 319,045",15.0,Manish Sehgal,08-Jul-2022 11:12 AM,AOC.pdf (406.00 KB),AOC,1.0,283698.0,M/s Kamala Enterprises,27-May-2022 09:36 PM,Rejected-Finance,Bidder Rank-L2,08-Jul-2022 11:06 AM,Technical,Summary,Manish Sehgal,31-May-2022 02:08 PM,technical_91827.pdf,Finance,Summary,Manish Sehgal,08-Jul-2022 10:54 AM,finance_91827.pdf,BOQ Comparative Chart,1.0,284121.0,Sanjeev,INR,"2,758,570",AOC
,,.pdf,Contractor registration.,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,284121.0,Sanjeev,30-May-2022 08:41 AM,Accepted-AOC,Bidder Rank-L1,08-Jul-2022 11:12 AM,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST registration and PAN Copy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that information furnished with the bid (with work name) are true.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding no near relative working in HP PWD department.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of machinery and equipment as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form 7/8 duly signed by the contractor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Employee Provident Fund (EPF) Registration number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
