Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Tender Stage
PWD,TA-13886-13985dt-14-1-2022,2022_PWD_55918_2,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"86,350",No,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Scanned copy Cost of tender indicated in schedule F at sr No 6.3,"2,000",Nil,Nil,No,Executive Engineer Shillai,Executive Engineer Shillai HPPWD Shillai,20-Jan-2022 05:00 PM,01-Feb-2022 12:30 PM,20-Jan-2022 05:00 PM,31-Jan-2022 05:00 PM,NA ,NA ,20-Jan-2022 05:00 PM,31-Jan-2022 05:00 PM,04-Feb-2022 12:30 PM,"Construction of Shillai Pashmi Bali Koti Kandyari road Km 0/0 to 12/0 (SH- c/o 5/7 Mtr wide road, Providing and laying essential C.D. works and Providing laying 90mm","Construction of Shillai Pashmi Bali Koti Kandyari road Km 0/0 to 12/0 (SH- c/o 5/7 Mtr wide road, Providing and laying essential C.D. works and Providing laying 90mm",please refer to tender document ,NA ,"53,80,464",Civil Works - Roads,NA ,Rate Contract,120.0,90.0,Shillai,173025.0,NA ,NA ,NA ,Shillai,No ,No,AOC,EE Shillai,Internal,"AE shillai, HDM, Supdt. TA",Pramod Upreti,04-Feb-2022 12:27 PM,04-Feb-2022 12:30 PM,techsummary_84067.pdf (1784.92 KB),PWD,2022_PWD_55918_2,TA-13886-13985dt-14-1-2022,"Construction of Shillai Pashmi Bali Koti Kandyari road Km 0/0 to 12/0 (SH- c/o 5/7 Mtr wide road, Providing and laying essential C.D. works and Providing laying 90mm",Finance,financial summary,Pramod Upreti,04-Feb-2022 01:03 PM,finance_84067.pdf,BOQ Comparative Chart,1.0,258772.0,Ashu Chauhan,29-Jan-2022 01:39 PM,Rejected-Finance,Not lowest,18-Feb-2022 11:49 AM,Technical,technical summary,Pramod Upreti,04-Feb-2022 12:21 PM,technical_84067.pdf,AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Scanned copy Earnest money indicated in schedule F at sr No 6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2.0,259574.0,DALIP SINGH CONTRUCTOR,31-Jan-2022 01:59 PM,Accepted-AOC,AOC,07-Jul-2022 04:28 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Contractor registrations refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3.0,259768.0,Gaurav Rana,31-Jan-2022 12:27 PM,Rejected-Finance,Not lowest,18-Feb-2022 11:49 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Sale tax registration refers general rule sr. No 21 and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant (Refer Schedule F with reference to Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy From No 8 duly signed gen. Rule Sr. No 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy work done and work in hand general rule sr. No 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy work done minimum one similar work done of amount notless than 40 percent estimate cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Staff.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copybidding capacity assessed certificate from Charted Accountant Sr No.28.2C.A Annualreport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
