Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Executive Engineer,HPPWD Division Dehra,A/R and M/O on Vagdella Thara Nahliyan road km 0/0 to 8/500,Repair of Pot Holes in km 4/0 to 7/0,Please refer to tender documents ,NA ,"6,98,258",Civil Works,Patch work ,Tender,75.0,30.0,Dehra,177101.0,NA ,NA ,NA ,Dehra,No ,No,1.0,ICICI BANK,"14,000",Yes,fixed,,Nil,Nil,PWD,EE Dehra Letter No. 1022-26 dt. 25/4/2022,2022_PWD_60264_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,350.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of form and earnest money,05-May-2022 10:00 AM,13-May-2022 11:30 AM,05-May-2022 10:00 AM,12-May-2022 06:00 PM,05-May-2022 10:00 AM ,10-May-2022 04:00 PM ,05-May-2022 10:00 AM,12-May-2022 06:00 PM,13-May-2022 05:50 PM,AOC,1.0,280823.0,RAJ KUMAR,INR,"660,172",Finance,Summary,Dinesh Kumar Dhiman,01-Jul-2022 02:44 PM,finance_91084.pdf,BOQ Comparative Chart,1.0,281928.0,aditya rana,12-May-2022 02:23 PM,Rejected-Finance,Being a highest bidder,01-Jul-2022 03:00 PM,Technical,Technical Bid opened on 13.05.2022,Dinesh Kumar Dhiman,13-May-2022 05:00 PM,technical_91084.pdf,EE Dehra,Internal,HDM Supdt DAO,Dinesh Kumar Dhiman,13-May-2022 05:48 PM,13-May-2022 05:50 PM,techsummary_91084.pdf (539.46 KB),PWD,2022_PWD_60264_8,EE Dehra Letter No. 1022-26 dt. 25/4/2022,A/R and M/O on Vagdella Thara Nahliyan road km 0/0 to 8/500,01-Jul-2022,"INR 698,258",30.0,Dinesh Kumar Dhiman,01-Jul-2022 03:04 PM,60264_8.pdf (582.00 KB),Work award issued,EE Dehra,Internal,"HDM,Supdt,DAO",Dinesh Kumar Dhiman,01-Jul-2022 03:00 PM,finsummary_91084.pdf (161.87 KB),AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of enlistment,,,,,,,,,,AOC,,,,,,,,,,,,2.0,280823.0,RAJ KUMAR,12-May-2022 08:09 AM,Accepted-AOC,L1,01-Jul-2022 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST Registration,,,,,,,,,,AOC,,,,,,,,,,,,3.0,280826.0,Shubham Dadwal,12-May-2022 11:37 AM,Rejected-Finance,Being a highest bidder,01-Jul-2022 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 8 duly signed,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of bid showing name of bid duly attested from competent authority,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding list of near relative works as officer/officials in HPPWD duly attested,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN card,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration under EPF,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
